Anio,Idestado,Nomestado,Idciclo,Nomcicloproductivo,Idmodalidad,Nommodalidad,Idunidadmedida,Nomunidad,Idcultivo,Nomcultivo,Sembrada,Cosechada,Siniestrada,Volumenproduccion,Rendimiento,Precio,Valorproduccion
1983,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5070000,Ajo,866.00,866.00,0.00,8503.00,9.82,34.21,290913.00
1983,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5270000,Alpiste,213.00,205.00,8.00,164.00,0.80,36.40,5969.00
1983,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,3171.00,3098.00,73.00,64968.00,20.97,1.72,111615.00
1983,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5670000,Brócoli,115.00,85.00,30.00,1013.00,11.92,10.45,10590.00
1983,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5740000,Calabacita,3.00,1.00,2.00,10.00,10.00,9.00,90.00
1983,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5900000,Cebada forrajera en verde,156.00,156.00,0.00,4272.00,27.38,1.19,5071.00
1983,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5940000,Cebolla,61.00,47.00,14.00,580.00,12.34,17.15,9949.00
1983,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,6070000,Chícharo,7.00,6.00,1.00,21.00,3.50,44.05,925.00
1983,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,6190000,Cilantro,3.00,3.00,0.00,22.00,7.33,12.50,275.00
1983,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,6310000,Col (repollo),184.00,179.00,5.00,5773.00,32.25,4.08,23577.00
1983,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,6320000,Col de bruselas,2.00,2.00,0.00,16.00,8.00,16.50,264.00
1983,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,6330000,Coliflor,215.00,164.00,51.00,1848.00,11.27,13.79,25480.00
1983,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,6540000,Ebo (janamargo o veza),50.00,50.00,0.00,258.00,5.16,2.45,631.00
1983,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,7330000,Lechuga,4.00,2.00,2.00,60.00,30.00,4.60,276.00
1983,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,9040000,Trigo forrajero verde,24.00,24.00,0.00,400.00,16.67,1.25,500.00
1983,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,9050000,Trigo grano,75.00,74.00,1.00,289.00,3.91,14.00,4046.00
1983,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,9270000,Zanahoria,4.00,1.00,3.00,24.00,24.00,6.50,156.00
1983,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,5270000,Alpiste,20.00,20.00,0.00,10.00,0.50,67.70,677.00
1983,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,118.00,113.00,5.00,2142.00,18.96,2.09,4472.00
