Anio,Idestado,Nomestado,Idciclo,Nomcicloproductivo,Idmodalidad,Nommodalidad,Idunidadmedida,Nomunidad,Idcultivo,Nomcultivo,Sembrada,Cosechada,Siniestrada,Volumenproduccion,Rendimiento,Precio,Valorproduccion
1993,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5070000,Ajo,1090.00,1081.00,9.00,8844.00,8.18,2321.00,20526924.00
1993,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,2726.00,2726.00,0.00,70019.00,25.69,94.03,6583887.00
1993,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5670000,Brócoli,263.00,263.00,0.00,2361.00,8.98,1344.00,3173184.00
1993,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5740000,Calabacita,30.00,20.00,10.00,255.00,12.75,1040.00,265200.00
1993,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5920000,Cebada grano,10.00,10.00,0.00,35.00,3.50,700.00,24500.00
1993,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5940000,Cebolla,30.00,30.00,0.00,428.00,14.27,605.25,259047.00
1993,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,6070000,Chícharo,11.00,7.00,4.00,34.00,4.86,1836.91,62455.00
1993,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,6190000,Cilantro,6.00,6.00,0.00,36.00,6.00,950.00,34200.00
1993,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,6310000,Col (repollo),85.00,85.00,0.00,2858.00,33.62,308.34,881236.00
1993,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,6330000,Coliflor,196.00,196.00,0.00,2303.00,11.75,1096.06,2524226.00
1993,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,6670000,Espinaca,50.00,50.00,0.00,705.00,14.10,900.00,634500.00
1993,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,7330000,Lechuga,146.00,138.00,8.00,1906.00,13.81,381.30,726758.00
1993,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,8210000,Pepino,2.00,2.00,0.00,37.00,18.50,678.38,25100.00
1993,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,8490000,Rábano,5.00,5.00,0.00,31.00,6.20,419.94,13018.00
1993,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,9270000,Zanahoria,44.00,44.00,0.00,496.00,11.27,660.48,327598.00
1993,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,15050000,Pastos y praderas,1361.00,1361.00,0.00,77549.00,56.98,83.74,6493953.00
1993,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,8.00,8.00,0.00,199.00,24.88,177.59,35340.00
1993,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,5670000,Brócoli,301.00,301.00,0.00,2763.00,9.18,738.62,2040807.00
1993,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,5740000,Calabacita,84.00,83.00,1.00,1400.00,16.87,1083.07,1516298.00
1993,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,5790000,Camote,10.00,10.00,0.00,154.00,15.40,650.00,100100.00
1993,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,5940000,Cebolla,81.00,81.00,0.00,1575.00,19.44,580.82,914792.00
1993,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,6070000,Chícharo,17.00,17.00,0.00,87.00,5.12,2443.68,212600.00
1993,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,6120000,Chile verde,1918.00,1903.00,15.00,13775.00,7.24,1093.07,15057042.00
1993,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,6190000,Cilantro,5.00,5.00,0.00,30.00,6.00,1500.00,45000.00
1993,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,6310000,Col (repollo),59.00,59.00,0.00,3039.00,51.51,290.71,883468.00
1993,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,6330000,Coliflor,136.00,136.00,0.00,1444.00,10.62,1120.50,1618002.00
1993,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,6600000,Ejote,97.00,97.00,0.00,685.00,7.06,956.00,654860.00
1993,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,6610000,Elote,176.00,176.00,0.00,3512.00,19.95,415.40,1458885.00
1993,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,6840000,Frijol,2395.00,2388.00,7.00,4242.00,1.78,2868.03,12166183.00
1993,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,7330000,Lechuga,114.00,114.00,0.00,1765.00,15.48,712.75,1258004.00
1993,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,7470000,Maíz forrajero en verde,9722.00,9722.00,0.00,435328.00,44.78,90.80,39527782.00
1993,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,7490000,Maíz grano,13280.00,13252.00,28.00,57249.00,4.32,734.85,42069428.00
1993,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,8100000,Papa,737.00,737.00,0.00,18136.00,24.61,608.47,11035212.00
1993,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,8210000,Pepino,7.00,7.00,0.00,210.00,30.00,642.86,135001.00
1993,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,8490000,Rábano,5.00,5.00,0.00,35.00,7.00,650.00,22750.00
1993,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,8790000,Sorgo forrajero en verde,90.00,90.00,0.00,2863.00,31.81,72.19,206680.00
1993,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,8810000,Sorgo grano,335.00,335.00,0.00,2296.00,6.85,456.42,1047940.00
1993,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,8970000,Tomate rojo (jitomate),119.00,119.00,0.00,2655.00,22.31,2411.47,6402453.00
1993,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,8980000,Tomate verde,116.00,116.00,0.00,1889.00,16.28,3149.28,5948990.00
1993,1,Aguascalientes,2,Primavera-Verano,2,Temporal,200201,Tonelada,5490000,Avena forrajera en verde,101.00,49.00,52.00,595.00,12.14,156.00,92820.00
1993,1,Aguascalientes,2,Primavera-Verano,2,Temporal,200201,Tonelada,5920000,Cebada grano,520.00,520.00,0.00,206.00,0.40,650.00,133900.00
1993,1,Aguascalientes,2,Primavera-Verano,2,Temporal,200201,Tonelada,6840000,Frijol,14700.00,4075.00,10625.00,587.00,0.14,1732.00,1016684.00
1993,1,Aguascalientes,2,Primavera-Verano,2,Temporal,200201,Tonelada,7470000,Maíz forrajero en verde,13137.00,10377.00,2760.00,85450.00,8.23,68.00,5810600.00
1993,1,Aguascalientes,2,Primavera-Verano,2,Temporal,200201,Tonelada,7490000,Maíz grano,65489.00,33518.00,31971.00,8748.00,0.26,714.00,6246072.00
1993,1,Aguascalientes,2,Primavera-Verano,2,Temporal,200201,Tonelada,8790000,Sorgo forrajero en verde,315.00,305.00,10.00,3965.00,13.00,85.00,337025.00
1993,1,Aguascalientes,2,Primavera-Verano,2,Temporal,200201,Tonelada,8810000,Sorgo grano,48.00,0.00,48.00,0.00,0.00,0.00,0.00
1993,1,Aguascalientes,2,Primavera-Verano,2,Temporal,200201,Tonelada,9050000,Trigo grano,40.00,40.00,0.00,14.00,0.35,610.00,8540.00
1993,1,Aguascalientes,3,Perennes,1,Riego,200201,Tonelada,5060000,Aguacate,4.00,4.00,0.00,28.00,7.00,1500.00,42000.00
1993,1,Aguascalientes,3,Perennes,1,Riego,200201,Tonelada,5170000,Alfalfa verde,8566.00,8566.00,0.00,783662.00,91.49,96.00,75231552.00
1993,1,Aguascalientes,3,Perennes,1,Riego,200201,Tonelada,6020000,Chabacano,15.00,10.00,0.00,69.00,6.90,3530.00,243570.00
1993,1,Aguascalientes,3,Perennes,1,Riego,200201,Tonelada,6220000,Ciruela,15.00,15.00,0.00,120.00,8.00,2668.00,320160.00
1993,1,Aguascalientes,3,Perennes,1,Riego,200201,Tonelada,6530000,Durazno,575.00,517.00,0.00,5519.00,10.68,1890.00,10430910.00
1993,1,Aguascalientes,3,Perennes,1,Riego,200201,Tonelada,6820000,Fresa,19.00,9.00,0.00,86.00,9.56,2850.00,245100.00
1993,1,Aguascalientes,3,Perennes,1,Riego,200201,Tonelada,7060000,Guayaba,7594.00,7109.00,0.00,120852.00,17.00,829.00,100186308.00
1993,1,Aguascalientes,3,Perennes,1,Riego,200201,Tonelada,7380000,Lima,3.00,3.00,0.00,27.00,9.00,650.56,17565.00
1993,1,Aguascalientes,3,Perennes,1,Riego,200201,Tonelada,7390000,Limón,4.00,2.00,0.00,20.00,10.00,1250.00,25000.00
1993,1,Aguascalientes,3,Perennes,1,Riego,200201,Tonelada,7580000,Manzana,10.00,1.00,0.00,10.00,10.00,800.00,8000.00
1993,1,Aguascalientes,3,Perennes,1,Riego,200201,Tonelada,7690000,Membrillo,9.00,9.00,0.00,80.00,8.89,986.00,78880.00
1993,1,Aguascalientes,3,Perennes,1,Riego,200201,Tonelada,7850000,Naranja,2.00,2.00,0.00,33.00,16.50,400.00,13200.00
1993,1,Aguascalientes,3,Perennes,1,Riego,200201,Tonelada,7920000,Nopalitos,28.00,28.00,0.00,485.00,17.32,584.00,283240.00
1993,1,Aguascalientes,3,Perennes,1,Riego,200201,Tonelada,7960000,Nuez,147.00,145.00,0.00,177.00,1.22,7775.00,1376175.00
1993,1,Aguascalientes,3,Perennes,1,Riego,200201,Tonelada,8260000,Persimonio,4.00,4.00,0.00,24.00,6.00,4750.00,114000.00
1993,1,Aguascalientes,3,Perennes,1,Riego,200201,Tonelada,9120000,Tuna,27.00,27.00,0.00,42.00,1.56,400.00,16800.00
1993,1,Aguascalientes,3,Perennes,1,Riego,200201,Tonelada,9130000,Uva,1702.00,1591.00,0.00,16213.00,10.19,744.60,12072232.00
1993,1,Aguascalientes,3,Perennes,2,Temporal,200201,Tonelada,9120000,Tuna,2687.00,2557.00,0.00,10095.00,3.95,741.00,7480395.00
1993,2,Baja California,1,Otoño-Invierno,1,Riego,200201,Tonelada,5070000,Ajo,217.00,198.00,19.00,1197.00,6.05,5298.00,6341706.00
1993,2,Baja California,1,Otoño-Invierno,1,Riego,200201,Tonelada,5370000,Apio,193.00,192.00,1.00,1870.00,9.74,755.00,1411850.00
1993,2,Baja California,1,Otoño-Invierno,1,Riego,200201,Tonelada,5380000,Semilla de apio,7.00,7.00,0.00,4.00,0.57,6032.00,24128.00
1993,2,Baja California,1,Otoño-Invierno,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,392.00,387.00,5.00,12002.00,31.01,170.22,2042930.00
1993,2,Baja California,1,Otoño-Invierno,1,Riego,200201,Tonelada,5640000,Betabel,24.00,24.00,0.00,604.00,25.17,827.00,499508.00
1993,2,Baja California,1,Otoño-Invierno,1,Riego,200201,Tonelada,5660000,Boi choi,63.00,63.00,0.00,441.00,7.00,847.00,373527.00
