Anio,Idestado,Nomestado,Idciclo,Nomcicloproductivo,Idmodalidad,Nommodalidad,Idunidadmedida,Nomunidad,Idcultivo,Nomcultivo,Sembrada,Cosechada,Siniestrada,Volumenproduccion,Rendimiento,Precio,Valorproduccion,
2001,11,Guanajuato,3,Perennes,1,Riego,200201,Tonelada,9120000,Tuna,91.00,76.00,0.00,697.60,9.18,1339.85,934680.00,
2001,11,Guanajuato,3,Perennes,1,Riego,200201,Tonelada,9130000,Uva,42.45,6.00,0.00,48.00,8.00,4000.00,192000.00,
2001,11,Guanajuato,3,Perennes,1,Riego,200201,Tonelada,9310000,Zarzamora,2.00,0.00,0.00,0.00,0.00,0.00,0.00,
2001,11,Guanajuato,3,Perennes,1,Riego,200201,Tonelada,15050000,Pastos y praderas,1868.00,1757.00,0.00,99816.58,56.81,440.47,43966697.70,
2001,11,Guanajuato,3,Perennes,2,Temporal,200201,Tonelada,5050000,Agave,841.99,128.00,0.00,8710.00,68.05,14483.35,126149978.50,
2001,11,Guanajuato,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,3.00,3.00,0.00,12.00,4.00,6000.00,72000.00,
2001,11,Guanajuato,3,Perennes,2,Temporal,200201,Tonelada,7060000,Guayaba,10.00,10.00,0.00,40.00,4.00,3000.00,120000.00,
2001,11,Guanajuato,3,Perennes,2,Temporal,200201,Tonelada,7910000,Nopal forrajero,22.00,0.00,0.00,0.00,0.00,0.00,0.00,
2001,11,Guanajuato,3,Perennes,2,Temporal,200201,Tonelada,7920000,Nopalitos,2.00,0.00,0.00,0.00,0.00,0.00,0.00,
2001,11,Guanajuato,3,Perennes,2,Temporal,200201,Tonelada,9120000,Tuna,133.00,98.00,0.00,375.00,3.83,3094.40,1160400.00,
2001,11,Guanajuato,3,Perennes,2,Temporal,200204,Miles de lts.,7450000,Maguey pulquero,20.00,0.00,0.00,0.00,0.00,0.00,0.00,
2001,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,5070000,Ajo,150.00,150.00,0.00,690.00,4.60,4801.31,3312901.20,
2001,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,5080000,Ajonjolí,30.00,30.00,0.00,18.00,0.60,4500.00,81000.00,
2001,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,5690000,Cacahuate,70.00,70.00,0.00,144.00,2.06,7095.44,1021743.44,
2001,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,5740000,Calabacita,217.00,217.00,0.00,2196.00,10.12,4226.19,9280702.67,
2001,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,5790000,Camote,26.00,26.00,0.00,188.00,7.23,2265.96,426000.00,
2001,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,5940000,Cebolla,43.00,43.00,0.00,473.00,11.00,4406.66,2084351.43,
2001,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,6120000,Chile verde,165.00,165.00,0.00,1142.00,6.92,4860.60,5550808.52,
2001,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,6190000,Cilantro,3.00,3.00,0.00,11.00,3.67,1500.00,16500.00,
2001,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,6310000,Col (repollo),3.00,3.00,0.00,24.00,8.00,1800.00,43200.00,
2001,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,6600000,Ejote,10.00,10.00,0.00,32.00,3.20,3125.00,100000.00,
2001,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,6610000,Elote,47.00,47.00,0.00,538.00,11.45,826.77,444800.00,
2001,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,6740000,Flor perrito,3.00,3.00,0.00,18.00,6.00,2411.11,43399.98,
2001,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,6750000,Flores,7.00,7.00,0.00,38.20,5.46,3578.01,136679.98,
2001,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,6840000,Frijol,4672.00,4672.00,0.00,2854.28,0.61,6860.55,19581933.55,
2001,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,6980000,Gladiola,104.00,104.00,0.00,1036.00,9.96,12673.75,13130000.00,
2001,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,7180000,Huauzontle,3.00,3.00,0.00,6.00,2.00,10000.00,60000.00,
2001,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,7240000,Jícama,45.00,45.00,0.00,698.00,15.51,1721.21,1201404.58,
2001,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,7330000,Lechuga,4.00,4.00,0.00,38.00,9.50,2500.00,95000.00,
2001,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,7490000,Maíz grano,21937.00,21937.00,0.00,74098.00,3.38,1932.92,143225850.84,
2001,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,7620000,Margarita,6.00,6.00,0.00,46.00,7.67,2400.00,110400.00,
2001,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,7670000,Melón,2379.00,2379.00,0.00,41088.00,17.27,1903.58,78214455.55,
2001,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,7860000,Nardo,14.00,14.00,0.00,154.00,11.00,26539.62,4087101.48,
2001,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,7930000,Nube,5.00,5.00,0.00,30.00,6.00,1568.00,47040.00,
2001,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,7980000,Okra (angú o gombo),444.00,444.00,0.00,3131.00,7.05,3597.73,11264500.00,
2001,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,8120000,Pápalo,87.00,87.00,0.00,1314.00,15.10,3093.00,4064202.00,
2001,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,8210000,Pepino,643.00,643.00,0.00,10507.00,16.34,1292.64,13581741.32,
2001,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,8490000,Rábano,10.00,10.00,0.00,78.00,7.80,3000.00,234000.00,
2001,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,8710000,Sandía,1209.00,1207.00,2.00,16904.00,14.00,2350.20,39727702.19,
2001,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,8790000,Sorgo forrajero en verde,726.00,726.00,0.00,26227.00,36.13,514.47,13492977.00,
2001,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,8810000,Sorgo grano,1267.00,1267.00,0.00,4650.00,3.67,1683.36,7827635.03,
2001,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,8970000,Tomate rojo (jitomate),484.00,484.00,0.00,7480.00,15.45,4053.47,30319979.38,
2001,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,8980000,Tomate verde,338.00,335.00,3.00,4184.00,12.49,4160.75,17408586.12,
2001,12,Guerrero,1,Otoño-Invierno,1,Riego,200201,Tonelada,9320000,Zempoalxochitl,8.00,8.00,0.00,40.00,5.00,1687.50,67500.00,
2001,12,Guerrero,1,Otoño-Invierno,2,Temporal,200201,Tonelada,5740000,Calabacita,8.00,8.00,0.00,48.00,6.00,2500.00,120000.00,
2001,12,Guerrero,1,Otoño-Invierno,2,Temporal,200201,Tonelada,6120000,Chile verde,28.00,28.00,0.00,129.00,4.61,2510.47,323850.63,
2001,12,Guerrero,1,Otoño-Invierno,2,Temporal,200201,Tonelada,6600000,Ejote,3.00,3.00,0.00,12.00,4.00,2500.00,30000.00,
2001,12,Guerrero,1,Otoño-Invierno,2,Temporal,200201,Tonelada,6610000,Elote,16.00,16.00,0.00,144.00,9.00,800.00,115200.00,
2001,12,Guerrero,1,Otoño-Invierno,2,Temporal,200201,Tonelada,6740000,Flor perrito,1.00,1.00,0.00,7.00,7.00,1200.00,8400.00,
2001,12,Guerrero,1,Otoño-Invierno,2,Temporal,200201,Tonelada,6750000,Flores,4.00,4.00,0.00,16.00,4.00,1900.00,30400.00,
2001,12,Guerrero,1,Otoño-Invierno,2,Temporal,200201,Tonelada,6840000,Frijol,62.00,62.00,0.00,31.00,0.50,4407.94,136646.14,
2001,12,Guerrero,1,Otoño-Invierno,2,Temporal,200201,Tonelada,6900000,Garbanzo grano,691.00,691.00,0.00,393.00,0.57,3735.75,1468151.25,
2001,12,Guerrero,1,Otoño-Invierno,2,Temporal,200201,Tonelada,7330000,Lechuga,3.00,3.00,0.00,27.00,9.00,2500.00,67500.00,
2001,12,Guerrero,1,Otoño-Invierno,2,Temporal,200201,Tonelada,7490000,Maíz grano,1631.00,1631.00,0.00,4566.00,2.80,1747.88,7980820.08,
2001,12,Guerrero,1,Otoño-Invierno,2,Temporal,200201,Tonelada,7620000,Margarita,5.00,5.00,0.00,25.00,5.00,2700.00,67500.00,
2001,12,Guerrero,1,Otoño-Invierno,2,Temporal,200201,Tonelada,7670000,Melón,10.00,10.00,0.00,140.00,14.00,2000.00,280000.00,
2001,12,Guerrero,1,Otoño-Invierno,2,Temporal,200201,Tonelada,8490000,Rábano,2.00,2.00,0.00,12.00,6.00,3000.00,36000.00,
2001,12,Guerrero,1,Otoño-Invierno,2,Temporal,200201,Tonelada,8710000,Sandía,263.00,263.00,0.00,3632.00,13.81,3482.38,12648017.92,
2001,12,Guerrero,1,Otoño-Invierno,2,Temporal,200201,Tonelada,8790000,Sorgo forrajero en verde,13.00,13.00,0.00,520.00,40.00,800.00,416000.00,
2001,12,Guerrero,1,Otoño-Invierno,2,Temporal,200201,Tonelada,8810000,Sorgo grano,10.00,10.00,0.00,24.00,2.40,1200.00,28800.00,
2001,12,Guerrero,1,Otoño-Invierno,2,Temporal,200201,Tonelada,8870000,Tabaco,56.00,56.00,0.00,53.00,0.95,4000.00,212000.00,
2001,12,Guerrero,1,Otoño-Invierno,2,Temporal,200201,Tonelada,8980000,Tomate verde,5.00,5.00,0.00,40.00,8.00,4000.00,160000.00,
2001,12,Guerrero,2,Primavera-Verano,1,Riego,200201,Tonelada,5410000,Arroz palay,67.00,67.00,0.00,492.00,7.34,2300.00,1131600.00,
2001,12,Guerrero,2,Primavera-Verano,1,Riego,200201,Tonelada,5690000,Cacahuate,38.00,38.00,0.00,57.00,1.50,5000.00,285000.00,
2001,12,Guerrero,2,Primavera-Verano,1,Riego,200201,Tonelada,5740000,Calabacita,32.00,32.00,0.00,310.00,9.69,2150.00,666500.00,
2001,12,Guerrero,2,Primavera-Verano,1,Riego,200201,Tonelada,5770000,Calabaza semilla o chihua,32.00,32.00,0.00,14.00,0.44,22750.00,318500.00,
2001,12,Guerrero,2,Primavera-Verano,1,Riego,200201,Tonelada,5790000,Camote,20.00,20.00,0.00,120.00,6.00,2500.00,300000.00,
2001,12,Guerrero,2,Primavera-Verano,1,Riego,200201,Tonelada,6120000,Chile verde,117.50,117.50,0.00,653.18,5.56,3609.56,2357692.55,
2001,12,Guerrero,2,Primavera-Verano,1,Riego,200201,Tonelada,6680000,Estropajo,40.00,40.00,0.00,36.00,0.90,20000.00,720000.00,
2001,12,Guerrero,2,Primavera-Verano,1,Riego,200201,Tonelada,6840000,Frijol,110.00,110.00,0.00,84.00,0.76,11167.86,938100.00,
2001,12,Guerrero,2,Primavera-Verano,1,Riego,200201,Tonelada,6980000,Gladiola,102.00,102.00,0.00,969.00,9.50,15000.00,14535000.00,
2001,12,Guerrero,2,Primavera-Verano,1,Riego,200201,Tonelada,7490000,Maíz grano,6177.00,6177.00,0.00,19519.65,3.16,1733.85,33844135.26,
2001,12,Guerrero,2,Primavera-Verano,1,Riego,200201,Tonelada,7670000,Melón,31.00,31.00,0.00,434.00,14.00,2890.32,1254398.88,
2001,12,Guerrero,2,Primavera-Verano,1,Riego,200201,Tonelada,8120000,Pápalo,12.00,12.00,0.00,228.00,19.00,1400.00,319200.00,
2001,12,Guerrero,2,Primavera-Verano,1,Riego,200201,Tonelada,8210000,Pepino,20.00,20.00,0.00,180.00,9.00,3000.00,540000.00,
2001,12,Guerrero,2,Primavera-Verano,1,Riego,200201,Tonelada,8710000,Sandía,67.00,67.00,0.00,936.00,13.97,2919.98,2733097.90,
2001,12,Guerrero,2,Primavera-Verano,1,Riego,200201,Tonelada,8790000,Sorgo forrajero en verde,195.00,195.00,0.00,3259.00,16.71,762.72,2485688.48,
2001,12,Guerrero,2,Primavera-Verano,1,Riego,200201,Tonelada,8810000,Sorgo grano,880.00,880.00,0.00,2870.00,3.26,984.74,2826190.76,
2001,12,Guerrero,2,Primavera-Verano,1,Riego,200201,Tonelada,8970000,Tomate rojo (jitomate),31.00,31.00,0.00,650.00,20.97,5126.92,3332500.00,
2001,12,Guerrero,2,Primavera-Verano,1,Riego,200201,Tonelada,8980000,Tomate verde,113.00,113.00,0.00,1506.00,13.33,3964.14,5969994.42,
2001,12,Guerrero,2,Primavera-Verano,1,Riego,200201,Tonelada,9212000,Yuca alimenticia,2.00,2.00,0.00,15.00,7.50,3000.00,45000.00,
2001,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,5080000,Ajonjolí,6082.00,6077.00,5.00,4116.10,0.68,5012.03,20630000.00,
2001,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,5410000,Arroz palay,176.00,176.00,0.00,411.80,2.34,2932.30,1207520.00,
2001,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,5690000,Cacahuate,4397.00,4293.00,104.00,7739.40,1.80,6584.54,50960356.31,
2001,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,5740000,Calabacita,260.00,260.00,0.00,2339.00,9.00,2202.65,5151999.58,
2001,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,5770000,Calabaza semilla o chihua,872.00,864.00,8.00,435.39,0.50,12019.39,5233122.06,
2001,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,5790000,Camote,53.00,53.00,0.00,360.00,6.79,2215.00,797400.00,
2001,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,5940000,Cebolla,1.00,1.00,0.00,20.00,20.00,5000.00,100000.00,
2001,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,6110000,Chile seco,218.00,218.00,0.00,185.00,0.85,16000.00,2960000.00,
2001,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,6120000,Chile verde,236.00,234.00,2.00,725.40,3.10,5574.69,4043879.52,
2001,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,6310000,Col (repollo),1.00,1.00,0.00,14.00,14.00,1375.00,19250.00,
2001,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,6600000,Ejote,2.00,2.00,0.00,16.00,8.00,1350.00,21600.00,
2001,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,6610000,Elote,127.00,127.00,0.00,1651.00,13.00,720.00,1188720.00,
2001,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,6680000,Estropajo,107.00,107.00,0.00,144.45,1.35,15000.00,2166750.00,
2001,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,6840000,Frijol,8733.00,8715.75,17.25,5709.47,0.66,7872.41,44947304.87,
2001,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,6980000,Gladiola,62.00,62.00,0.00,589.00,9.50,14000.00,8246000.00,
2001,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,7220000,Jamaica,14350.00,14300.00,50.00,2720.56,0.19,27551.29,74954939.46,
2001,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,7230000,Jenjibre,21.00,21.00,0.00,546.00,26.00,7150.00,3903900.00,
2001,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,7240000,Jícama,202.00,202.00,0.00,5965.50,29.53,1205.84,7193413.00,
2001,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,7330000,Lechuga,2.00,2.00,0.00,16.00,8.00,1200.00,19200.00,
2001,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,7490000,Maíz grano,457452.00,429009.00,28443.00,940781.70,2.19,1770.20,1665375699.70,
2001,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,7620000,Margarita,3.00,3.00,0.00,27.00,9.00,2100.00,56700.00,
2001,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,7670000,Melón,26.00,26.00,0.00,307.00,11.81,3300.00,1013100.80,
2001,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,7860000,Nardo,17.00,17.00,0.00,187.00,11.00,14323.53,2678500.11,
2001,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,7930000,Nube,2.00,2.00,0.00,12.00,6.00,1800.00,21600.00,
2001,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,7980000,Okra (angú o gombo),87.00,87.00,0.00,574.20,6.60,2000.00,1148400.00,
2001,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,8100000,Papa,1.00,1.00,0.00,5.50,5.50,3000.00,16500.00,
2001,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,8120000,Pápalo,36.00,36.00,0.00,288.00,8.00,3200.00,921600.00,
2001,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,8210000,Pepino,10.00,10.00,0.00,110.00,11.00,2500.00,275000.00,
2001,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,8490000,Rábano,2.00,2.00,0.00,22.00,11.00,1250.00,27500.00,
2001,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,8710000,Sandía,923.00,913.00,10.00,11024.00,12.07,2723.00,30018400.00,
2001,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,8770000,Sorgo escobero,17.00,17.00,0.00,11.40,0.67,6920.00,78888.00,
2001,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,8790000,Sorgo forrajero en verde,1780.00,1780.00,0.00,54945.00,30.87,517.61,28440144.40,
2001,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,8810000,Sorgo grano,10614.00,10414.75,199.25,34332.75,3.30,1381.75,47439324.80,
2001,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,8940000,Terciopelo,16.00,16.00,0.00,152.00,9.50,2325.00,353400.00,
2001,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,8970000,Tomate rojo (jitomate),597.00,597.00,0.00,12740.00,21.34,5751.91,73279312.84,
2001,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,8980000,Tomate verde,233.00,233.00,0.00,4637.00,19.90,4641.81,21524082.37,
2001,12,Guerrero,2,Primavera-Verano,2,Temporal,200201,Tonelada,9320000,Zempoalxochitl,9.00,9.00,0.00,63.00,7.00,2021.43,127350.00,
2001,12,Guerrero,3,Perennes,1,Riego,200201,Tonelada,5060000,Aguacate,136.00,134.00,0.00,1164.50,8.69,5073.68,5908304.17,
2001,12,Guerrero,3,Perennes,1,Riego,200201,Tonelada,5170000,Alfalfa verde,5.00,5.00,0.00,220.00,44.00,1200.00,264000.00,
2001,12,Guerrero,3,Perennes,1,Riego,200201,Tonelada,5700000,Cacao,15.00,15.00,0.00,10.25,0.68,6800.00,69700.00,
2001,12,Guerrero,3,Perennes,1,Riego,200201,Tonelada,5710000,Café cereza,10.00,10.00,0.00,30.00,3.00,2000.00,60000.00,
2001,12,Guerrero,3,Perennes,1,Riego,200201,Tonelada,5821000,Caña de azúcar fruta,21.50,21.50,0.00,1170.00,54.42,1257.69,1471497.30,
2001,12,Guerrero,3,Perennes,1,Riego,200201,Tonelada,5822000,Caña de azúcar piloncillo,131.00,131.00,0.00,5595.00,42.71,750.60,4199600.00,
2001,12,Guerrero,3,Perennes,1,Riego,200201,Tonelada,6220000,Ciruela,29.00,29.00,0.00,245.00,8.45,2860.00,700700.00,
2001,12,Guerrero,3,Perennes,1,Riego,200201,Tonelada,6300000,Coco fruta,1.00,1.00,0.00,1.00,1.00,5000.00,5000.00,
2001,12,Guerrero,3,Perennes,1,Riego,200201,Tonelada,6400000,Copra,8656.00,8656.00,0.00,21317.10,2.46,2597.39,55368753.23,
2001,12,Guerrero,3,Perennes,1,Riego,200201,Tonelada,7050000,Guanábana,17.00,17.00,0.00,184.00,10.82,3591.30,660800.00,
2001,12,Guerrero,3,Perennes,1,Riego,200201,Tonelada,7060000,Guayaba,217.00,217.00,0.00,1105.50,5.09,2140.21,2366002.16,
2001,12,Guerrero,3,Perennes,1,Riego,200201,Tonelada,7390000,Limón,1161.50,1148.00,0.00,8701.90,7.58,1961.30,17067051.16,
2001,12,Guerrero,3,Perennes,1,Riego,200201,Tonelada,7400000,Limón real,3.00,3.00,0.00,26.00,8.67,1500.00,39000.00,
2001,12,Guerrero,3,Perennes,1,Riego,200201,Tonelada,7540000,Mamey,162.45,138.45,0.00,1609.40,11.62,6760.98,10881120.00,
2001,12,Guerrero,3,Perennes,1,Riego,200201,Tonelada,7550000,Mandarina,5.00,2.00,0.00,30.00,15.00,2000.00,60000.00,
2001,12,Guerrero,3,Perennes,1,Riego,200201,Tonelada,7560000,Mango,5392.80,4454.30,0.00,31960.68,7.18,3178.61,101590689.74,
2001,12,Guerrero,3,Perennes,1,Riego,200201,Tonelada,7830000,Nanche,27.00,25.00,0.00,87.50,3.50,3580.00,313250.00,
2001,12,Guerrero,3,Perennes,1,Riego,200201,Tonelada,7850000,Naranja,174.85,122.10,0.00,950.84,7.79,2328.97,2214478.80,
2001,12,Guerrero,3,Perennes,1,Riego,200201,Tonelada,8130000,Papaya,589.75,584.75,0.00,16107.95,27.55,2355.77,37946681.03,
2001,12,Guerrero,3,Perennes,1,Riego,200201,Tonelada,8390000,Plátano,1367.67,1360.67,0.00,35798.10,26.31,1653.78,59202095.61,
2001,12,Guerrero,3,Perennes,1,Riego,200201,Tonelada,8880000,Tamarindo,115.25,99.75,0.00,595.21,5.97,2188.76,1302774.80,
2001,12,Guerrero,3,Perennes,1,Riego,200201,Tonelada,9000000,Toronja (pomelo),2.00,2.00,0.00,20.00,10.00,2000.00,40000.00,
2001,12,Guerrero,3,Perennes,1,Riego,200201,Tonelada,9290000,Zapote,8.00,8.00,0.00,152.00,19.00,1250.00,190000.00,
2001,12,Guerrero,3,Perennes,1,Riego,200201,Tonelada,15050000,Pastos y praderas,4077.00,4077.00,0.00,126162.00,30.94,908.44,114611000.00,
2001,12,Guerrero,3,Perennes,1,Riego,200217,Metro cuadrado,8150000,Pasto tapete,15.00,15.00,0.00,150000.00,10000.00,5.00,750000.00,
2001,12,Guerrero,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,735.00,731.00,0.00,5642.20,7.72,3030.46,17098446.65,
2001,12,Guerrero,3,Perennes,2,Temporal,200201,Tonelada,5700000,Cacao,230.00,230.00,0.00,149.55,0.65,6500.00,972075.00,
2001,12,Guerrero,3,Perennes,2,Temporal,200201,Tonelada,5710000,Café cereza,47907.28,46483.28,0.00,81492.43,1.75,1244.66,101430516.00,
2001,12,Guerrero,3,Perennes,2,Temporal,200201,Tonelada,5822000,Caña de azúcar piloncillo,881.00,881.00,0.00,1987.00,2.26,752.38,1494981.58,
2001,12,Guerrero,3,Perennes,2,Temporal,200201,Tonelada,6020000,Chabacano,33.00,33.00,0.00,162.00,4.91,3518.52,570000.24,
2001,12,Guerrero,3,Perennes,2,Temporal,200201,Tonelada,6220000,Ciruela,574.30,565.00,0.00,3217.50,5.69,1924.79,6193013.34,
2001,12,Guerrero,3,Perennes,2,Temporal,200201,Tonelada,6400000,Copra,75317.00,75317.00,0.00,94157.40,1.25,3240.82,305147180.10,
2001,12,Guerrero,3,Perennes,2,Temporal,200201,Tonelada,6530000,Durazno,1368.00,1236.00,0.00,4564.00,3.69,3822.90,17447703.73,
2001,12,Guerrero,3,Perennes,2,Temporal,200201,Tonelada,7050000,Guanábana,60.00,60.00,0.00,576.00,9.60,2870.90,1653640.00,
2001,12,Guerrero,3,Perennes,2,Temporal,200201,Tonelada,7060000,Guayaba,25.00,23.00,0.00,184.00,8.00,2500.00,460000.00,
2001,12,Guerrero,3,Perennes,2,Temporal,200201,Tonelada,7390000,Limón,6144.00,6138.00,0.00,49890.40,8.13,2355.01,117492172.80,
2001,12,Guerrero,3,Perennes,2,Temporal,200201,Tonelada,7540000,Mamey,74.00,74.00,0.00,591.00,7.99,3748.73,2215502.32,
2001,12,Guerrero,3,Perennes,2,Temporal,200201,Tonelada,7560000,Mango,16772.75,16770.75,0.00,194362.00,11.59,2618.32,508902854.25,
2001,12,Guerrero,3,Perennes,2,Temporal,200201,Tonelada,7580000,Manzana,55.00,24.00,0.00,87.50,3.65,3610.57,315925.00,
2001,12,Guerrero,3,Perennes,2,Temporal,200201,Tonelada,7610000,Marañón,6.00,6.00,0.00,27.50,4.58,7000.00,192500.00,
2001,12,Guerrero,3,Perennes,2,Temporal,200201,Tonelada,7830000,Nanche,466.00,466.00,0.00,2061.00,4.42,2647.06,5455598.40,
2001,12,Guerrero,3,Perennes,2,Temporal,200201,Tonelada,7850000,Naranja,251.00,251.00,0.00,2180.00,8.69,2995.97,6531211.00,
2001,12,Guerrero,3,Perennes,2,Temporal,200201,Tonelada,7890000,Níspero,7.00,7.00,0.00,24.50,3.50,1000.00,24500.00,
2001,12,Guerrero,3,Perennes,2,Temporal,200201,Tonelada,7920000,Nopalitos,10.00,5.00,0.00,125.00,25.00,2500.00,312500.00,
2001,12,Guerrero,3,Perennes,2,Temporal,200201,Tonelada,8130000,Papaya,390.00,390.00,0.00,11180.00,28.67,2680.40,29966876.58,
2001,12,Guerrero,3,Perennes,2,Temporal,200201,Tonelada,8230000,Pera,29.00,25.00,0.00,88.00,3.52,3409.09,300000.00,
2001,12,Guerrero,3,Perennes,2,Temporal,200201,Tonelada,8290000,Piña,25.00,25.00,0.00,230.00,9.20,1880.44,432501.20,
2001,12,Guerrero,3,Perennes,2,Temporal,200201,Tonelada,8340000,Pitahaya,8.00,3.00,0.00,1.95,0.65,2650.00,5167.50,
2001,12,Guerrero,3,Perennes,2,Temporal,200201,Tonelada,8390000,Plátano,1568.00,1504.00,0.00,32654.00,21.71,1682.62,54944225.18,
2001,12,Guerrero,3,Perennes,2,Temporal,200201,Tonelada,8880000,Tamarindo,1515.00,1515.00,0.00,7333.80,4.84,4356.87,31952403.92,
2001,12,Guerrero,3,Perennes,2,Temporal,200201,Tonelada,9000000,Toronja (pomelo),3.00,3.00,0.00,23.00,7.67,1200.00,27600.00,
2001,12,Guerrero,3,Perennes,2,Temporal,200201,Tonelada,15050000,Pastos y praderas,75263.00,75015.00,0.00,1631867.00,21.75,876.70,1430655154.40,
2001,13,Hidalgo,1,Otoño-Invierno,1,Riego,200201,Tonelada,5070000,Ajo,22.00,22.00,0.00,143.00,6.50,7000.00,1001000.00,
2001,13,Hidalgo,1,Otoño-Invierno,1,Riego,200201,Tonelada,5430000,Arvejón,15.00,15.00,0.00,25.00,1.67,1236.00,30899.97,
2001,13,Hidalgo,1,Otoño-Invierno,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,3092.00,3092.00,0.00,49913.50,16.14,177.85,8877233.31,
2001,13,Hidalgo,1,Otoño-Invierno,1,Riego,200201,Tonelada,5740000,Calabacita,444.00,423.00,21.00,4834.00,11.43,2381.22,11510800.34,
2001,13,Hidalgo,1,Otoño-Invierno,1,Riego,200201,Tonelada,5900000,Cebada forrajera en verde,888.00,888.00,0.00,13741.00,15.47,225.77,3102310.39,
