Anio,Idestado,Nomestado,Idciclo,Nomcicloproductivo,Idmodalidad,Nommodalidad,Idunidadmedida,Nomunidad,Idcultivo,Nomcultivo,Sembrada,Cosechada,Siniestrada,Volumenproduccion,Rendimiento,Precio,Valorproduccion
1985,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5070000,Ajo,903.00,903.00,0.00,8776.00,9.72,103.19,905631.00
1985,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5270000,Alpiste,14.00,14.00,0.00,13.00,0.93,116.08,1509.00
1985,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,1694.00,1693.00,1.00,37325.00,22.05,3.73,139222.00
1985,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5670000,Brócoli,157.00,155.00,2.00,1334.00,8.61,31.40,41888.00
1985,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5900000,Cebada forrajera en verde,12.00,12.00,0.00,240.00,20.00,4.00,960.00
1985,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5940000,Cebolla,86.00,83.00,3.00,1281.00,15.43,18.53,23733.00
1985,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,6310000,Col (repollo),240.00,236.00,4.00,5564.00,23.58,4.99,27787.00
1985,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,6320000,Col de bruselas,88.00,88.00,0.00,1030.00,11.70,30.00,30900.00
1985,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,6330000,Coliflor,95.00,95.00,0.00,1081.00,11.38,41.11,44440.00
1985,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,9050000,Trigo grano,6.00,6.00,0.00,12.00,2.00,39.00,468.00
1985,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,9270000,Zanahoria,17.00,16.00,1.00,308.00,19.25,24.13,7432.00
1985,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,34.00,32.00,2.00,563.00,17.59,3.38,1901.00
1985,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,5670000,Brócoli,246.00,246.00,0.00,2246.00,9.13,62.13,139555.00
1985,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,5740000,Calabacita,242.00,236.00,6.00,4165.00,17.65,28.74,119702.00
1985,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,5790000,Camote,3.00,3.00,0.00,38.00,12.67,16.32,620.00
1985,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,5940000,Cebolla,63.00,62.00,1.00,970.00,15.65,18.29,17745.00
1985,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,6070000,Chícharo,11.00,10.00,1.00,12.00,1.20,44.08,529.00
1985,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,6120000,Chile verde,2543.00,1989.00,554.00,11660.00,5.86,121.09,1411897.00
1985,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,6310000,Col (repollo),291.00,290.00,1.00,15760.00,54.34,7.21,113617.00
1985,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,6320000,Col de bruselas,94.00,94.00,0.00,952.00,10.13,47.29,45020.00
1985,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,6330000,Coliflor,112.00,111.00,1.00,1150.00,10.36,46.50,53475.00
1985,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,6600000,Ejote,4.00,4.00,0.00,4.00,1.00,60.00,240.00
1985,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,6610000,Elote,70.00,68.00,2.00,1179.00,17.34,19.07,22489.00
1985,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,6840000,Frijol,3133.00,3014.00,119.00,4357.00,1.45,176.10,767250.00
1985,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,7330000,Lechuga,53.00,53.00,0.00,842.00,15.89,10.08,8485.00
1985,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,7470000,Maíz forrajero en verde,4137.00,4067.00,70.00,168003.00,41.31,4.77,800870.00
1985,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,7490000,Maíz grano,10260.00,9921.00,339.00,36580.00,3.69,56.48,2066112.00
1985,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,8100000,Papa,326.00,321.00,5.00,7573.00,23.59,28.78,217943.00
1985,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,8210000,Pepino,24.00,18.00,6.00,232.00,12.89,23.45,5440.00
1985,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,8790000,Sorgo forrajero en verde,86.00,66.00,20.00,1824.00,27.64,4.60,8390.00
1985,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,8810000,Sorgo grano,1267.00,1265.00,2.00,6981.00,5.52,37.02,258465.00
1985,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,8970000,Tomate rojo (jitomate),101.00,100.00,1.00,1396.00,13.96,66.82,93284.00
1985,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,8980000,Tomate verde,166.00,166.00,0.00,2658.00,16.01,37.63,100013.00
1985,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,9270000,Zanahoria,21.00,21.00,0.00,471.00,22.43,47.96,22590.00
1985,1,Aguascalientes,2,Primavera-Verano,2,Temporal,200201,Tonelada,5490000,Avena forrajera en verde,488.00,402.00,86.00,2694.00,6.70,3.95,10639.00
1985,1,Aguascalientes,2,Primavera-Verano,2,Temporal,200201,Tonelada,5900000,Cebada forrajera en verde,6.00,1.00,5.00,4.00,4.00,4.00,16.00
1985,1,Aguascalientes,2,Primavera-Verano,2,Temporal,200201,Tonelada,5920000,Cebada grano,10.00,6.00,4.00,5.00,0.83,40.00,200.00
1985,1,Aguascalientes,2,Primavera-Verano,2,Temporal,200201,Tonelada,6840000,Frijol,20852.00,15080.00,5772.00,1933.00,0.13,157.04,303560.00
1985,1,Aguascalientes,2,Primavera-Verano,2,Temporal,200201,Tonelada,6940000,Girasol,115.00,50.00,65.00,11.00,0.22,114.73,1262.00
1985,1,Aguascalientes,2,Primavera-Verano,2,Temporal,200201,Tonelada,7470000,Maíz forrajero en verde,8423.00,7742.00,681.00,69137.00,8.93,3.56,245920.00
1985,1,Aguascalientes,2,Primavera-Verano,2,Temporal,200201,Tonelada,7490000,Maíz grano,78082.00,38735.00,39347.00,8503.00,0.22,54.68,464919.00
1985,1,Aguascalientes,2,Primavera-Verano,2,Temporal,200201,Tonelada,8790000,Sorgo forrajero en verde,1114.00,867.00,247.00,10210.00,11.78,4.80,49039.00
1985,1,Aguascalientes,2,Primavera-Verano,2,Temporal,200201,Tonelada,8810000,Sorgo grano,142.00,49.00,93.00,49.00,1.00,35.00,1715.00
1985,1,Aguascalientes,2,Primavera-Verano,2,Temporal,200201,Tonelada,9050000,Trigo grano,15.00,15.00,0.00,4.00,0.27,39.00,156.00
1985,1,Aguascalientes,3,Perennes,1,Riego,200201,Tonelada,5060000,Aguacate,8.00,8.00,0.00,80.00,10.00,80.00,6400.00
1985,1,Aguascalientes,3,Perennes,1,Riego,200201,Tonelada,5170000,Alfalfa verde,5807.00,5697.00,0.00,340387.00,59.75,3.92,1332955.00
1985,1,Aguascalientes,3,Perennes,1,Riego,200201,Tonelada,6020000,Chabacano,5.00,0.00,0.00,0.00,0.00,0.00,0.00
1985,1,Aguascalientes,3,Perennes,1,Riego,200201,Tonelada,6220000,Ciruela,25.00,12.00,0.00,21.00,1.75,132.86,2790.00
1985,1,Aguascalientes,3,Perennes,1,Riego,200201,Tonelada,6530000,Durazno,1608.00,1463.00,0.00,15233.00,10.41,141.69,2158425.00
1985,1,Aguascalientes,3,Perennes,1,Riego,200201,Tonelada,7060000,Guayaba,7300.00,560.00,0.00,9520.00,17.00,42.30,402696.00
1985,1,Aguascalientes,3,Perennes,1,Riego,200201,Tonelada,7380000,Lima,3.00,3.00,0.00,60.00,20.00,50.00,3000.00
1985,1,Aguascalientes,3,Perennes,1,Riego,200201,Tonelada,7390000,Limón,2.00,2.00,0.00,20.00,10.00,15.00,300.00
1985,1,Aguascalientes,3,Perennes,1,Riego,200201,Tonelada,7580000,Manzana,13.00,0.00,0.00,0.00,0.00,0.00,0.00
1985,1,Aguascalientes,3,Perennes,1,Riego,200201,Tonelada,7690000,Membrillo,11.00,9.00,0.00,10.00,1.11,41.00,410.00
1985,1,Aguascalientes,3,Perennes,1,Riego,200201,Tonelada,7850000,Naranja,2.00,2.00,0.00,40.00,20.00,50.00,2000.00
1985,1,Aguascalientes,3,Perennes,1,Riego,200201,Tonelada,7920000,Nopalitos,39.00,4.00,0.00,72.00,18.00,0.99,71.00
1985,1,Aguascalientes,3,Perennes,1,Riego,200201,Tonelada,7960000,Nuez,199.00,133.00,0.00,107.00,0.80,402.16,43031.00
1985,1,Aguascalientes,3,Perennes,1,Riego,200201,Tonelada,8260000,Persimonio,4.00,4.00,0.00,11.00,2.75,185.45,2040.00
1985,1,Aguascalientes,3,Perennes,1,Riego,200201,Tonelada,9130000,Uva,8735.00,7975.00,0.00,96997.00,12.16,32.52,3154342.00
1985,2,Baja California,1,Otoño-Invierno,1,Riego,200201,Tonelada,5070000,Ajo,148.00,148.00,0.00,1381.00,9.33,94.97,131154.00
1985,2,Baja California,1,Otoño-Invierno,1,Riego,200201,Tonelada,5370000,Apio,6.00,3.00,3.00,7.00,2.33,217.86,1525.00
1985,2,Baja California,1,Otoño-Invierno,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,1143.00,1012.00,131.00,19318.00,19.09,15.80,305186.00
1985,2,Baja California,1,Otoño-Invierno,1,Riego,200201,Tonelada,5640000,Betabel,6.00,6.00,0.00,73.00,12.17,60.00,4380.00
1985,2,Baja California,1,Otoño-Invierno,1,Riego,200201,Tonelada,5670000,Brócoli,219.00,199.00,20.00,2642.00,13.28,90.50,239109.00
1985,2,Baja California,1,Otoño-Invierno,1,Riego,200201,Tonelada,5740000,Calabacita,746.00,619.00,127.00,5187.00,8.38,53.04,275113.00
1985,2,Baja California,1,Otoño-Invierno,1,Riego,200201,Tonelada,5760000,Calabaza,2.00,2.00,0.00,25.00,12.50,70.00,1750.00
1985,2,Baja California,1,Otoño-Invierno,1,Riego,200201,Tonelada,5870000,Cártamo,1174.00,1126.00,48.00,2231.00,1.98,66.50,148362.00
1985,2,Baja California,1,Otoño-Invierno,1,Riego,200201,Tonelada,5900000,Cebada forrajera en verde,776.00,744.00,32.00,6014.00,8.08,9.20,55317.00
1985,2,Baja California,1,Otoño-Invierno,1,Riego,200201,Tonelada,5920000,Cebada grano,8044.00,7031.00,1013.00,19589.00,2.79,36.65,717996.00
1985,2,Baja California,1,Otoño-Invierno,1,Riego,200201,Tonelada,5940000,Cebolla,2047.00,1897.00,150.00,28052.00,14.79,49.91,1400188.00
1985,2,Baja California,1,Otoño-Invierno,1,Riego,200201,Tonelada,6070000,Chícharo,123.00,108.00,15.00,457.00,4.23,224.37,102539.00
1985,2,Baja California,1,Otoño-Invierno,1,Riego,200201,Tonelada,6120000,Chile verde,51.00,51.00,0.00,773.00,15.16,82.48,63760.00
1985,2,Baja California,1,Otoño-Invierno,1,Riego,200201,Tonelada,6190000,Cilantro,91.00,91.00,0.00,850.00,9.34,65.22,55439.00
1985,2,Baja California,1,Otoño-Invierno,1,Riego,200201,Tonelada,6310000,Col (repollo),157.00,133.00,24.00,3017.00,22.68,21.20,63960.00
1985,2,Baja California,1,Otoño-Invierno,1,Riego,200201,Tonelada,6320000,Col de bruselas,418.00,418.00,0.00,4907.00,11.74,35.03,171868.00
1985,2,Baja California,1,Otoño-Invierno,1,Riego,200201,Tonelada,6330000,Coliflor,106.00,83.00,23.00,960.00,11.57,74.28,71313.00
1985,2,Baja California,1,Otoño-Invierno,1,Riego,200201,Tonelada,6600000,Ejote,56.00,49.00,7.00,180.00,3.67,100.97,18174.00
1985,2,Baja California,1,Otoño-Invierno,1,Riego,200201,Tonelada,6670000,Espinaca,46.00,46.00,0.00,421.00,9.15,52.00,21892.00
1985,2,Baja California,1,Otoño-Invierno,1,Riego,200201,Tonelada,6840000,Frijol,11.00,11.00,0.00,9.00,0.82,62.44,562.00
1985,2,Baja California,1,Otoño-Invierno,1,Riego,200201,Tonelada,7100000,Haba grano,25.00,21.00,4.00,113.00,5.38,78.29,8847.00
1985,2,Baja California,1,Otoño-Invierno,1,Riego,200201,Tonelada,7330000,Lechuga,798.00,762.00,36.00,14147.00,18.57,38.99,551620.00
