Anio,Idestado,Nomestado,Idciclo,Nomcicloproductivo,Idmodalidad,Nommodalidad,Idunidadmedida,Nomunidad,Idcultivo,Nomcultivo,Sembrada,Cosechada,Siniestrada,Volumenproduccion,Rendimiento,Precio,Valorproduccion
2002,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5010000,Acelga,2.00,2.00,0.00,18.00,9.00,1755.00,31590.00
2002,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5070000,Ajo,324.00,324.00,0.00,3690.00,11.39,7474.00,27579060.00
2002,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,3757.00,3757.00,0.00,99884.00,26.59,302.65,30229892.60
2002,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5670000,Brócoli,152.00,142.00,10.00,1681.00,11.84,3060.56,5144801.36
2002,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5900000,Cebada forrajera en verde,319.00,319.00,0.00,9086.00,28.48,263.20,2391435.20
2002,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5920000,Cebada grano,14.00,14.00,0.00,49.00,3.50,1920.00,94080.00
2002,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,5940000,Cebolla,52.00,52.00,0.00,923.00,17.75,1748.21,1613597.83
2002,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,6190000,Cilantro,14.00,14.00,0.00,224.00,16.00,1265.85,283550.40
2002,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,6310000,Col (repollo),27.00,26.00,1.00,1088.00,41.85,1439.34,1566001.92
2002,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,6330000,Coliflor,54.00,54.00,0.00,648.00,12.00,3211.11,2080799.28
2002,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,6670000,Espinaca,40.00,40.00,0.00,760.00,19.00,3000.00,2280000.00
2002,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,7330000,Lechuga,210.00,208.00,2.00,4724.00,22.71,1725.99,8153576.76
2002,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,8490000,Rábano,4.00,2.00,2.00,12.00,6.00,1331.25,15975.00
2002,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,9090000,Triticale forrajero en verde,54.00,54.00,0.00,2462.00,45.59,286.58,705559.96
2002,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,9270000,Zanahoria,79.00,79.00,0.00,1300.00,16.46,1712.77,2226601.00
2002,1,Aguascalientes,1,Otoño-Invierno,1,Riego,200201,Tonelada,15050000,Pastos y praderas,1629.00,1629.00,0.00,96240.00,59.08,303.35,29194404.00
2002,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,5010000,Acelga,2.00,2.00,0.00,17.00,8.50,1200.00,20400.00
2002,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,5370000,Apio,2.00,2.00,0.00,21.00,10.50,1000.00,21000.00
2002,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,5490000,Avena forrajera en verde,17.00,17.00,0.00,463.00,27.24,275.38,127500.94
2002,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,5640000,Betabel,1.00,1.00,0.00,15.00,15.00,1000.00,15000.00
2002,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,5670000,Brócoli,131.00,131.00,0.00,1528.00,11.66,4283.76,6545585.28
2002,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,5690000,Cacahuate,3.00,3.00,0.00,18.00,6.00,6000.00,108000.00
2002,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,5740000,Calabacita,147.00,144.00,3.00,3461.00,24.03,2618.09,9061209.49
2002,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,5770000,Calabaza semilla o chihua,2.00,2.00,0.00,6.00,3.00,10000.00,60000.00
2002,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,5790000,Camote,54.00,54.00,0.00,1106.00,20.48,1796.56,1986995.36
2002,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,5940000,Cebolla,33.00,33.00,0.00,751.00,22.76,2387.18,1792772.18
2002,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,6070000,Chícharo,10.00,10.00,0.00,51.00,5.10,3084.35,157301.85
2002,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,6110000,Chile seco,1060.00,1054.00,6.00,1816.00,1.72,26235.33,47643359.28
2002,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,6120000,Chile verde,288.00,287.00,1.00,2797.00,9.75,4392.47,12285738.59
2002,1,Aguascalientes,2,Primavera-Verano,1,Riego,200201,Tonelada,6190000,Cilantro,21.00,21.00,0.00,441.00,21.00,1343.91,592664.31
