Autopista,Concesionario,Operador,Caseta,IAVE,Ubicación de caseta en Km,Coordenada latitud en grados,Coordenada longitud en grados,Tramo de cobro,Longitud en Km
México - Pachuca,FIDEICOMISO AUTOPISTAS Y PUENTES DEL GOLFO CENTRO,CAPUFE,  San Cristóbal,NO,  21+050,19.602763,-99.038148,  Indios Verdes - San Cristóbal Ecatepec,  8.800
México - Puebla,BANOBRAS FONADIN,CAPUFE,  Chalco,SI,  32+000,19.292034,-98.88175,  México - Chalco,  15.055
México - Puebla,BANOBRAS FONADIN,CAPUFE,  San Marcos,SI,  33+300,19.296387,-98.870735,  México - San Martín Texmelucan,  74.555
México - Puebla,BANOBRAS FONADIN,CAPUFE,  San Martín,SI,  91+000,19.241121,-98.385855,  San Martín Texmelucan - Puebla,  36.155
México - Querétaro,BANOBRAS FONADIN,CAPUFE,  Jorobas A1,SI,  56+280,19.826191,-99.250048,  Jorobas - Tepeji del Río,  34.149
México - Querétaro,BANOBRAS FONADIN,CAPUFE,  Jorobas A2,SI,  56+280,19.825708,-99.250155,  Tepeji del Río - Jorobas,  34.149
México - Querétaro,BANOBRAS FONADIN,CAPUFE,  Palmillas,SI,  147+917,20.296108,-99.929058,  Tepeji del Río - Palmillas,  57.571
México - Querétaro,BANOBRAS FONADIN,CAPUFE,  Polotitlán A1,SI,  133+050,20.22643,-99.810686,  Tepeji del Río - Polotitlán,  42.621
México - Querétaro,BANOBRAS FONADIN,CAPUFE,  Polotitlán A2,SI,  133+050,20.225308,-99.810547,  Polotitlán - Tepeji del Río,  42.621
México - Querétaro,BANOBRAS FONADIN,CAPUFE,  Tepotzotlán,SI,  43+010,19.715364,-99.207569,  México - Tepeji del Río,  57.571
Monterrey - Nuevo Laredo,BANOBRAS FONADIN,CAPUFE,  Agualeguas A1,NO,  79+600,26.340266,-100.070469,  Monterrey - Agualeguas,  56.900
Monterrey - Nuevo Laredo,BANOBRAS FONADIN,CAPUFE,  Agualeguas A2,NO,  79+600,26.341505,-100.071739,  Agualeguas - Monterrey,
Monterrey - Nuevo Laredo,BANOBRAS FONADIN,CAPUFE,  Parás,NO,  99+300,26.508381,-100.008192,  Monterrey - Sabinas,  77.300
Monterrey - Nuevo Laredo,BANOBRAS FONADIN,CAPUFE,  Sabinas,SI,  100+000,26.512104,-100.007159,  Monterrey - Nuevo Laredo,  123.100
Monterrey - Nuevo Laredo,BANOBRAS FONADIN,CAPUFE,  Sabinas Aux.,NO,  99+800,26.508381,-100.008192,  Sabinas - La Gloria,  45.800
Monterrey - Nuevo Laredo,BANOBRAS FONADIN,CAPUFE,  Vallecillos,NO,  115+550,26.642361,-99.942202,  Vallecillos - La Gloria,  30.250
Monterrey - Saltillo y Libramiento Norponiente de Saltillo,CONCESIONARIA AUTOPISTA MONTERREY-SALTILLO S. A. DE C. V.,CONCESIONARIA AUTOPISTA MONTERREY-SALTILLO S. A. DE C. V.,  Playa 1 A1,NO,  21+500,25.456853,-101.063694,  Zacatecas - Torreón,  21.500
Monterrey - Saltillo y Libramiento Norponiente de Saltillo,CONCESIONARIA AUTOPISTA MONTERREY-SALTILLO S. A. DE C. V.,CONCESIONARIA AUTOPISTA MONTERREY-SALTILLO S. A. DE C. V.,  Playa 1 A2,NO,  21+500,25.457025,-101.063828,  Torreón - Monclova,  10.000
Monterrey - Saltillo y Libramiento Norponiente de Saltillo,CONCESIONARIA AUTOPISTA MONTERREY-SALTILLO S. A. DE C. V.,CONCESIONARIA AUTOPISTA MONTERREY-SALTILLO S. A. DE C. V.,  Playa 1 P,NO,  21+500,25.44846,-101.067009,  Zacatecas - Monclova,  31.500
Monterrey - Saltillo y Libramiento Norponiente de Saltillo,CONCESIONARIA AUTOPISTA MONTERREY-SALTILLO S. A. DE C. V.,CONCESIONARIA AUTOPISTA MONTERREY-SALTILLO S. A. DE C. V.,  Playa 2 A1,NO,  35+300,25.615722,-100.908414,  Monclova - Ojo Caliente 1,  13.800
Monterrey - Saltillo y Libramiento Norponiente de Saltillo,CONCESIONARIA AUTOPISTA MONTERREY-SALTILLO S. A. DE C. V.,CONCESIONARIA AUTOPISTA MONTERREY-SALTILLO S. A. DE C. V.,  Playa 2 A2,NO,  35+300,25.616308,-100.908432,  Ojo Caliente 1 - Ojo Caliente 2,  8.200
Monterrey - Saltillo y Libramiento Norponiente de Saltillo,CONCESIONARIA AUTOPISTA MONTERREY-SALTILLO S. A. DE C. V.,CONCESIONARIA AUTOPISTA MONTERREY-SALTILLO S. A. DE C. V.,  Playa 2 P,NO,  35+300,25.612236,-100.913526,  Monclova - Ojo Caliente 2,  22.000
Monterrey - Saltillo y Libramiento Norponiente de Saltillo,CONCESIONARIA AUTOPISTA MONTERREY-SALTILLO S. A. DE C. V.,CONCESIONARIA AUTOPISTA MONTERREY-SALTILLO S. A. DE C. V.,  Playa 3 A1,NO,  82+237,25.696264,-100.57736,  Ojo Caliente 2 - Periférico,  28.700
Monterrey - Saltillo y Libramiento Norponiente de Saltillo,CONCESIONARIA AUTOPISTA MONTERREY-SALTILLO S. A. DE C. V.,CONCESIONARIA AUTOPISTA MONTERREY-SALTILLO S. A. DE C. V.,  Playa 3 A2,NO,  82+237,25.696264,-100.57736,  Periférico - Morones Prieto,  12.900
Monterrey - Saltillo y Libramiento Norponiente de Saltillo,CONCESIONARIA AUTOPISTA MONTERREY-SALTILLO S. A. DE C. V.,CONCESIONARIA AUTOPISTA MONTERREY-SALTILLO S. A. DE C. V.,  Playa 3 P,NO,  82+237,25.696264,-100.57736,  Ojo Caliente 2 - Morones Prieto,  41.600
Morelia - Salamanca,AUTOPISTA MORELIA SALAMANCA S.A. DE C.V.,AUTOPISTA MORELIA-SALAMANCA S. A. DE C. V.,  La Cinta,NO,45+770,20.073484,-101.136663,  Copándaro - La Cinta,  20.000
Morelia - Salamanca,AUTOPISTA MORELIA SALAMANCA S.A. DE C.V.,AUTOPISTA MORELIA-SALAMANCA S. A. DE C. V.,  Cuitzeo A1,NO,  7+100,19.968867,-101.159727,  Copándaro - Cuitzeo,  7.000
Morelia - Salamanca,AUTOPISTA MORELIA SALAMANCA S.A. DE C.V.,AUTOPISTA MORELIA-SALAMANCA S. A. DE C. V.,  Cuitzeo A2,NO,  7+100,19.968282,-101.162062,  Cuitzeo - La Cinta,  13.000
Morelia - Salamanca,AUTOPISTA MORELIA SALAMANCA S.A. DE C.V.,AUTOPISTA MORELIA-SALAMANCA S. A. DE C. V.,  Uriangato,NO,58+200,20.182921,-101.157187,  La Cinta - Uriangato,  12.000
Morelia - Salamanca,AUTOPISTA MORELIA SALAMANCA S.A. DE C.V.,AUTOPISTA MORELIA-SALAMANCA S. A. DE C. V.,  Uriangato,NO,58+200,20.182921,-101.157187,  Uriangato - Valle de Santiago,  26.000
Morelia - Salamanca,AUTOPISTA MORELIA SALAMANCA S.A. DE C.V.,AUTOPISTA MORELIA-SALAMANCA S. A. DE C. V.,  Valle de Santiago,NO,  ,20.372552,-101.147354,  La Cinta - Valle de Santiago,  38.000
Morelia - Salamanca,AUTOPISTA MORELIA SALAMANCA S.A. DE C.V.,AUTOPISTA MORELIA-SALAMANCA S. A. DE C. V.,  Valtierrilla,NO,  ,20.542645,-101.137717,  Valle de Santiago - Ent. Cerro Gordo,  25.000
Morelia - Salamanca,AUTOPISTA MORELIA SALAMANCA S.A. DE C.V.,AUTOPISTA MORELIA-SALAMANCA S. A. DE C. V.,  Valtierrilla A1,NO,  ,20.553053,-101.136236,  Valtierrilla - Ent. Cerro Gordo,  5.000
Morelia - Salamanca,AUTOPISTA MORELIA SALAMANCA S.A. DE C.V.,AUTOPISTA MORELIA-SALAMANCA S. A. DE C. V.,  Valtierrilla A2,NO,,20.553134,-101.136428,  Ent. Cerro Gordo - Valtierrilla,
Nueva Italia - Lázaro Cárdenas,CONCESIONARIA DE AUTOPISTAS DE MICHOACÁN S. A. DE C. V.,CONCESIONARIA DE AUTOPISTAS DE MICHOACÁN S. A. DE C. V.,  Feliciano,NO,  282+000,18.006497,-101.961761,  Ent. Las Cañas - Lázaro Cárdenas,  99.250
Nueva Italia - Lázaro Cárdenas,CONCESIONARIA DE AUTOPISTAS DE MICHOACÁN S. A. DE C. V.,CONCESIONARIA DE AUTOPISTAS DE MICHOACÁN S. A. DE C. V.,  Feliciano,NO,  282+000,18.006497,-101.961761,  Ent. Las Cañas - Ent. Feliciano,  70.500
Nueva Italia - Lázaro Cárdenas,CONCESIONARIA DE AUTOPISTAS DE MICHOACÁN S. A. DE C. V.,CONCESIONARIA DE AUTOPISTAS DE MICHOACÁN S. A. DE C. V.,  Feliciano A1,NO,  282+000,18.004663,-101.9639,  Ent. Feliciano - Lázaro Cárdenas,  28.750
Nueva Italia - Lázaro Cárdenas,CONCESIONARIA DE AUTOPISTAS DE MICHOACÁN S. A. DE C. V.,CONCESIONARIA DE AUTOPISTAS DE MICHOACÁN S. A. DE C. V.,  Feliciano A2,NO,  282+000,18.004082,-101.961901,  Lázaro Cárdenas - Ent. Feliciano,  28.750
Nueva Italia - Lázaro Cárdenas,CONCESIONARIA DE AUTOPISTAS DE MICHOACÁN S. A. DE C. V.,CONCESIONARIA DE AUTOPISTAS DE MICHOACÁN S. A. DE C. V.,  Las Cañas,NO,  212+000,18.554181,-101.970317,  Ent. Nueva Italia - Ent. Las Cañas,  57.500
Nueva Italia - Lázaro Cárdenas,CONCESIONARIA DE AUTOPISTAS DE MICHOACÁN S. A. DE C. V.,CONCESIONARIA DE AUTOPISTAS DE MICHOACÁN S. A. DE C. V.,  Las Cañas A1,NO,  212+000,18.553657,-101.972961,  Ent. Nueva Italia - Ent. Las Cañas,  57.500
Pátzcuaro - Uruapan,AUTOPISTAS DE MICHOACÁN S. A. DE C. V.,AUTOPISTAS DE MICHOACÁN S. A. DE C. V.,  Zirahuén,SI,  60+500,19.505606,-101.659297,  Pátzcuaro - Zirahuén,  20.700
Pátzcuaro - Uruapan,AUTOPISTAS DE MICHOACÁN S. A. DE C. V.,AUTOPISTAS DE MICHOACÁN S. A. DE C. V.,  Zirahuén A1,NO,  87+400,19.482235,-101.730717,  Zirahuén - Zurumucapío,  35.800
Pátzcuaro - Uruapan,AUTOPISTAS DE MICHOACÁN S. A. DE C. V.,AUTOPISTAS DE MICHOACÁN S. A. DE C. V.,  Zurumucapío,SI,  87+400,19.441166,-101.882235,  Zirahuén - Uruapan,  16.500
Peñón - Texcoco,"GOBIERNO DEL ESTADO DE MÉXICO SISTEMA DE AUTOPISTAS, AEROPUERTOS, SERVICIOS CONEXOS Y AUXILIARES DEL ESTADO DE MÉXICO",OPERVITE,  Peñón,SI,  0+860,19.468849,-99.004418,  Peñón - Texcoco,  16.170
Peñón - Texcoco,"GOBIERNO DEL ESTADO DE MÉXICO SISTEMA DE AUTOPISTAS, AEROPUERTOS, SERVICIOS CONEXOS Y AUXILIARES DEL ESTADO DE MÉXICO",OPERVITE,  Texcoco,SI,14+480,19.502896,-98.912747,  Texcoco - Peñón,
Perote - Banderilla y Libramiento de Xalapa,Concesionaria Autopista Perote-Xalapa S. A. de C. V.,Concesionaria Autopista Perote-Xalapa S. A. de C. V.,  Las Vigas,NO,117+110,19.627722,-97.153089,Perote - Banderilla,30
Perote - Banderilla y Libramiento de Xalapa,Concesionaria Autopista Perote-Xalapa S. A. de C. V.,Concesionaria Autopista Perote-Xalapa S. A. de C. V.,  Miradores,NO,77+140,19.472105,-96.772824,Libramiento de Xalapa,29.6
Puebla - Acatzingo,BANOBRAS FONADIN,CAPUFE,  Amozoc,SI,  141+613,19.049787,-98.032313,  Puebla - Acatzingo,  42.270
Puebla - Acatzingo,BANOBRAS FONADIN,CAPUFE,  Amozoc,SI,  141+613,19.049787,-98.032313,  Puebla - Amozoc,  13.758
Puente Alvarado,CAPUFE,CAPUFE,  Alvarado,SI,  1+500,18.769878,-95.744556,  Puente Alvarado,  0.530
Puente Cadereyta,CAPUFE,CAPUFE,  Cadereyta,SI,  28+000,25.601059,-100.005737,  Puente Cadereyta,  0.179
Puente Camargo,CAPUFE,CAPUFE,  Camargo,NO,  0+000,26.362441,-98.806402,  Puente Camargo,  0.116
Puente Caracol,CAPUFE,CAPUFE,  Caracol,SI,  10+100,18.133114,-96.136671,  Puente Caracol,  0.164
Puente Cd. Acuña,CAPUFE,CAPUFE,  Cd. Acuña,NO,  0+000,29.325454,-100.928793,  Puente Cd. Acuña,  0.129
Puente Coatzacoalcos,GOBIERNO DEL ESTADO DE VERACRUZ,OPERACIÓN Y CONSERVACIÓN DE AUTOPISTAS CONCESIONADAS S.A. DE C.V.,  Coatzacoalcos,SI,  2+100,18.115156,-94.410884,  Puente Coatzacoalcos,  0.985
Puente Colorado,GOBIERNO DEL ESTADO DE SONORA,GOBIERNO DEL ESTADO DE SONORA,  San Luis Río Colorado,NO,  0+000,32.491685,-114.808756,  Puente Colorado,  0.304
Puente Colorado II,GOBIERNO DEL ESTADO DE SONORA,GOBIERNO DEL ESTADO DE SONORA,  San Luis Río Colorado,NO,  0+001,32.491685,-114.808756,  Puente Colorado,  0.305
Puente Córdova (Las Américas),GOBIERNO DEL ESTADO DE CHIHUAHUA,GOBIERNO DEL ESTADO DE CHIHUAHUA,  Sin cargo para los usuarios,NO,  0,,,  Puente Córdova,  0.250
Puente Culiacán,CAPUFE,CAPUFE,  Culiacán,SI,"  1,429+000",24.948879,-107.545718,  Puente Culiacán,  0.433
Puente de Ixtla - Iguala,BANOBRAS FONADIN,CAPUFE,  Iguala,SI,  95+950,18.33621,-99.508327,  Puente de Ixtla - Iguala,  63.578
Puente Dovalí Jaime (Cosoleacaque - Nuevo Teapa),CAPUFE,CAPUFE,  Dovalí,NO,,18.013379,-94.396777,  Puente Dovalí Jaime,  1.268
Puente Dovalí Jaime (Cosoleacaque - Nuevo Teapa),CAPUFE,CAPUFE,  Dovalí Bis,NO,,18.014055,-94.443264,  Salida a Nanchital,
Puente El Zacatal,BANOBRAS FONADIN,CAPUFE,  El Zacatal,SI,  162+497,18.61286,-91.860817,  Puente El Zacatal,  3.861
Puente Grijalva,CAPUFE,CAPUFE,,NO,,,,  Puente Grijalva,  0.254
Puente Juárez - Lincoln,CAPUFE,CAPUFE,  Juárez Lincoln,NO,  0+000,27.498254,-99.502409,  Puente Juárez - Lincoln,  0.159
Puente La Piedad,CAPUFE,CAPUFE,  La Piedad,SI,  89+100,20.352787,-102.025175,  Puente La Piedad,  0.092
Puente La Unidad - Eugenio Echeverria Castellot,GOBIERNO DEL ESTADO DE CAMPECHE,GOBIERNO DEL ESTADO DE CAMPECHE,  Isla Aguada,NO,  0+000,18.785548,-91.494874,  Isla del Carmen - Isla Aguada,  3.222
Puente Laredo I (Las Américas),CAPUFE,CAPUFE,  Laredo I,NO,  0+000,27.49856,-99.507378,  Puente Laredo I,  0.108
Puente Las Flores,CAPUFE,CAPUFE,  Las Flores,NO,  0+000,26.060544,-97.950416,  Puente Las Flores,  0.083
Puente Libre Comercio,GOBIERNO DEL ESTADO DE TAMAULIPAS,GOBIERNO DEL ESTADO DE TAMAULIPAS,  Libre Comercio,NO,  0+000,26.021585,-97.738817,  Puente Libre Comercio,  0.080
Puente Los Tomates,BANOBRAS FONADIN,CAPUFE,  Los Tomates,NO,  0+000,25.874233,-97.474692,  Puente Los Tomates,  0.810
Puente Matamoros,CAPUFE,CAPUFE,  Matamoros,NO,  0+000,25.891382,-97.503914,  Puente Matamoros,  0.155
Puente Miguel Alemán,CAPUFE,CAPUFE,  Miguel Alemán,NO,  0+000,26.402916,-99.020661,  Puente Miguel Alemán,  0.155
Puente Nautla,CAPUFE,CAPUFE,  Nautla,SI,  0+700,20.210215,-96.778734,  Puente Nautla,  0.214
Puente Nuevo Laredo III,GOBIERNO DEL ESTADO DE TAMAULIPAS ,GOBIERNO DEL ESTADO DE TAMAULIPAS ,  Nuevo Laredo III,NO,  0+000,27.595071,-99.541437,  Puente Nuevo Laredo III,  0.298
Puente Ojinaga,CAPUFE,CAPUFE,  Ojinaga,NO,  0+000,29.561043,-104.397206,  Puente Ojinaga,  0.121
Puente Papaloapan,CAPUFE,CAPUFE,  Papaloapan,SI,  2+800,18.159588,-96.096688,  Puente Papaloapan,  0.288
Puente Paso del Norte,CAPUFE,CAPUFE,  Paso del Norte,NO,  0+000,31.745887,-106.486418,  Puente Paso del Norte,  0.216
Puente Pánuco,CAPUFE,CAPUFE,  Pánuco,SI,  198+000,22.148794,-98.144897,  Puente Pánuco,  0.179
Puente Piedras Negras,CAPUFE,CAPUFE,  Piedras Negras,NO,  0+000,28.705234,-100.512987,  Puente Piedras Negras,  0.113
Puente Piedras Negras II,GOBIERNO DEL ESTADO DE COAHUILA,GOBIERNO DEL ESTADO DE COAHUILA,  Piedras Negras II,NO,  0+000,28.697047,-100.512395,  Puente Piedras Negras II,  0.102
Puente Reynosa,CAPUFE,CAPUFE,  Reynosa,NO,  0+000,26.093215,-98.270947,  Puente Reynosa,  0.112
Puente Reynosa-Pharr (Nuevo Amanecer),BANOBRAS FONADIN,CAPUFE,  Reynosa - Pharr,NO,  0+000,26.041812,-98.20886,  Puente Reynosa-Pharr,  2.629
Puente Rodolfo Robles,CAPUFE,CAPUFE,  Rodolfo Robles,NO,  0+000,14.677057,-92.149701,  Puente Rodolfo Robles,  0.189
Puente San Juan,CAPUFE,CAPUFE,  San Juan,NO,  1+100,26.311873,-98.841957,  Puente San Juan,  0.175
Puente San Miguel,GOBIERNO DEL ESTADO DE SINALOA,GOBIERNO DEL ESTADO DE SINALOA,  San Miguel,NO,  19+700,25.976312,-109.033558,  Puente San Miguel,  0.260
Puente Sinaloa,CAPUFE,CAPUFE,  Sinaloa,SI,"  1,617+000",25.512842,-108.347578,  Puente Sinaloa,  0.320
Puente Solidaridad (Colombia),GOBIERNO DEL ESTADO DE NUEVO LEÓN,GOBIERNO DEL ESTADO DE NUEVO LEÓN,  Solidaridad,NO,  0+000,27.697345,-99.747804,  Puente Solidaridad,  0.160
Puente Suchiate II,CAPUFE,CAPUFE,  Suchiate II,NO,  0+000,14.702181,-92.151404,  Puente Suchiate II,  0.029
Puente Tampico,CAPUFE,CAPUFE,  Tampico,NO,  1+900,22.218325,-97.824741,  Puente Tampico,  1.543
Puente Tecolutla,CAPUFE,CAPUFE,  Tecolutla,SI,  0+000,20.437802,-97.086444,  Puente Tecolutla,  0.368
Puente Tlacotalpan,CAPUFE,CAPUFE,  Tlacotalpan,SI,  1+300,18.704609,-95.641325,  Puente Tlacotalpan,  0.597
Puente Usumacinta,CAPUFE,CAPUFE,  Usumacinta,SI,  45+200,17.859877,-91.783643,  Puente Usumacinta,  0.347
Puente Zaragoza - Ysleta,PROMOFONT S. A. DE C. V.,CAPUFE,  Zaragoza,NO,  0+000,31.670895,-106.34067,  Puente Zaragoza - Ysleta,  0.155
Puerto México - Ent. La Carbonera,BANOBRAS FONADIN,CAPUFE,  Los Chorros,SI,  203+500,25.186754,-100.731938,  Puerto México - Ent. La Carbonera,  32.000
Puerto México - Ent. La Carbonera,BANOBRAS FONADIN,CAPUFE,  Huachichil,NO,206+500,25.24548,-100.801484,Puerto México - Huachichil,
Querétaro - Irapuato,BANOBRAS FONADIN,CAPUFE,  Cerro Gordo,SI,  ,20.591875,-101.137274,  Celaya - Cerro Gordo,  32.750
Querétaro - Irapuato,BANOBRAS FONADIN,CAPUFE,  Cerro Gordo,SI,  ,20.591875,-101.137274,  Cerro Gordo - Salamanca,  5.000
Querétaro - Irapuato,BANOBRAS FONADIN,CAPUFE,  Querétaro,SI,  1+000,20.57217,-100.472837,  Querétaro - Celaya,  44.500
Querétaro - Irapuato,BANOBRAS FONADIN,CAPUFE,  Salamanca,SI,  83+250,20.598452,-101.180914,  Celaya - Irapuato,  59.250
Querétaro - Irapuato,BANOBRAS FONADIN,CAPUFE,  Salamanca A1,SI,  83+250,20.599141,-101.180695,  Celaya - Salamanca,  37.750
Querétaro - Irapuato,BANOBRAS FONADIN,CAPUFE,  Salamanca A2,SI,  83+250,20.597586,-101.181031,  Salamanca - Irapuato,  21.500
Querétaro - Irapuato,BANOBRAS FONADIN,CAPUFE,  Salamanca A3,SI,  83+250,20.590023,-101.136035,  Cerro Gordo - Irapuato,  26.750
Querétaro - Irapuato,BANOBRAS FONADIN,CAPUFE,  Villagrán A1,NO,  63+000,20.582207,-100.992157,  Celaya - Ent. Villagrán,  19.950
Querétaro - Irapuato,BANOBRAS FONADIN,CAPUFE,  Villagrán A2,NO,  63+000,20.579417,-100.99235,  Ent. Villagrán - Celaya,
Rancho Viejo - Taxco,BANOBRAS FONADIN,CAPUFE,  Taxco,SI,  0+300,18.588623,-99.559957,  Rancho Viejo - Taxco,  8.340
Reynosa - Matamoros,BANOBRAS FONADIN,CAPUFE,  Nuevo Progreso A2,NO,  21+040,26.037152,-97.954566,  Nuevo Progreso - Matamoros,  21.610
Reynosa - Matamoros,BANOBRAS FONADIN,CAPUFE,  Nuevo Progreso P,SI,  21+040,26.036267,-97.954452,  Reynosa - Matamoros,  44.000
Reynosa - Matamoros,BANOBRAS FONADIN,CAPUFE,  Nuevo Progreso A1,NO,  21+040,26.035227,-97.954438,  Reynosa - Nuevo Progreso,  22.390
Río Verde - Cd. Valles,ICA SAN LUIS S. A. DE C. V.,ICA SAN LUIS S. A. DE C. V.,  Rayón,NO,  0+300,21.864264,-99.618995,  Rayón - Vicente Guerrero,  18.200
Rumorosa - Tecate,BANOBRAS FONADIN,CAPUFE,  El Hongo,NO,  92+310,32.521819,-116.319985,  La Rumorosa - Tecate,  55.500
Rumorosa - Tecate,BANOBRAS FONADIN,CAPUFE,  El Hongo A1,NO,  92+310,32.521141,-116.320114,  El Hongo - Tecate,  24.900
Rumorosa - Tecate,BANOBRAS FONADIN,CAPUFE,  El Hongo A2,NO,  92+310,32.522437,-116.31983,  Rumorosa - El Hongo,  30.560
Salina Cruz - La Ventosa,BANOBRAS FONADIN,CAPUFE,  Ixtepec A1,NO,  53+600,16.561071,-95.134966,  Tehuantepec - Ixtepec,  30.900
Salina Cruz - La Ventosa,BANOBRAS FONADIN,CAPUFE,  Ixtepec A2,NO,  53+600,16.561481,-95.134292,  Ixtepec - La Ventosa,  27.900
Salina Cruz - La Ventosa,BANOBRAS FONADIN,CAPUFE,  Ixtepec A3,NO,  53+600,16.561823,-95.136055,  Ixtepec - La Ventosa,  27.900
Salina Cruz - La Ventosa,BANOBRAS FONADIN,CAPUFE,  Ixtepec,SI,  53+600,16.561154,-95.135615,  Tehuantepec - La Ventosa,  52.600
Salina Cruz - La Ventosa,BANOBRAS FONADIN,CAPUFE,  Tehuantepec,SI,  1+800,16.162139,-95.289239,  Salina Cruz - Tehuantepec,  22.700
San José del Cabo - Aeropuerto Los Cabos,BANOBRAS FONADIN,CAPUFE,  San José del Cabo,NO,  0+200,23.04992,-109.719559,  San José del Cabo - Aeropuerto Los Cabos,  20.200
San Martín Texmelucan - Tlaxcala,PROMOTORA DE AUTOPISTAS DEL PACÍFICO S. A. DE C. V.,OPERVITE S. A. DE C. V.,  Aucal,NO,  5+450,19.301587,-98.404051,  San Martín Texmelucan - Tlaxcala,  19.419
Santa Ana - Altar,GOBIERNO DEL ESTADO DE SONORA CONCESIONARIA ZONALTA S. A. DE C. V.,OPERVITE S. A. DE C. V.,  Santa Ana,NO,  39+753,30.568679,-111.284143,  Santa Ana - Altar,  73.000
Tecate - Tijuana,AUTOPISTA TIJUANA - TECATE S. A. DE C. V.,"CONCESIONARIA DE CARRETERAS, AUTOPISTAS Y LIBRAMIENTOS DE LA REP. MEXICANA S. A. DE C. V. ",  Esperanza,NO,  122+800,32.550743,-116.621899,  Ent. Esperanza - Ent. Sandoval,  4.800
Tecate - Tijuana,AUTOPISTA TIJUANA - TECATE S. A. DE C. V.,"CONCESIONARIA DE CARRETERAS, AUTOPISTAS Y LIBRAMIENTOS DE LA REP. MEXICANA S. A. DE C. V. ",  Tecate,NO,  130+500,32.52585,-116.690261,  Libramiento de Tecate,  12.250
Tecate - Tijuana,AUTOPISTA TIJUANA - TECATE S. A. DE C. V.,"CONCESIONARIA DE CARRETERAS, AUTOPISTAS Y LIBRAMIENTOS DE LA REP. MEXICANA S. A. DE C. V. ",  Tijuana,NO,  147+600,32.54579,-116.852039,  Tecate - Tijuana y Lib. de Tecate,  29.800
Tejocotal - Nuevo Necaxa,FIDEICOMISO AUTOPISTAS Y PUENTES DEL GOLFO CENTRO,CAPUFE,  Nuevo Necaxa,NO,  17+000,20.183843,-98.027601,  Tejocotal - Nuevo Necaxa,  17.500
Tepic - Villa Unión,"CONCESIONARIA DE CARRETERAS, AUTOPISTAS Y LIBRAMIENTOS DE LA REPÚBLICA MEXICANA S. A. DE C. V.","CONCESIONARIA DE CARRETERAS, AUTOPISTAS Y LIBRAMIENTOS DE LA REPÚBLICA MEXICANA S. A. DE C. V.",  Acaponeta,NO,,22.453835,-105.424726,  Rosamorada - Escuinapa,  100.560
Tepic - Villa Unión,"CONCESIONARIA DE CARRETERAS, AUTOPISTAS Y LIBRAMIENTOS DE LA REPÚBLICA MEXICANA S. A. DE C. V.","CONCESIONARIA DE CARRETERAS, AUTOPISTAS Y LIBRAMIENTOS DE LA REPÚBLICA MEXICANA S. A. DE C. V.",  Acaponeta A1,NO,  ,22.454088,-105.418817,  Rosamorada - Acaponeta,  46.300
Tepic - Villa Unión,"CONCESIONARIA DE CARRETERAS, AUTOPISTAS Y LIBRAMIENTOS DE LA REPÚBLICA MEXICANA S. A. DE C. V.","CONCESIONARIA DE CARRETERAS, AUTOPISTAS Y LIBRAMIENTOS DE LA REPÚBLICA MEXICANA S. A. DE C. V.",  Acaponeta A2,NO,  ,22.454088,-105.418817,  Acaponeta - Escuinapa,  54.260
Tepic - Villa Unión,"CONCESIONARIA DE CARRETERAS, AUTOPISTAS Y LIBRAMIENTOS DE LA REPÚBLICA MEXICANA S. A. DE C. V.","CONCESIONARIA DE CARRETERAS, AUTOPISTAS Y LIBRAMIENTOS DE LA REPÚBLICA MEXICANA S. A. DE C. V.",  Rosario,NO,  37+000,22.984707,-105.878039,  Escuinapa - Villa Unión,  64.950
Tepic - Villa Unión,"CONCESIONARIA DE CARRETERAS, AUTOPISTAS Y LIBRAMIENTOS DE LA REPÚBLICA MEXICANA S. A. DE C. V.","CONCESIONARIA DE CARRETERAS, AUTOPISTAS Y LIBRAMIENTOS DE LA REPÚBLICA MEXICANA S. A. DE C. V.",  Rosario A1,NO,  37+000,22.985107,-105.875275,  Escuinapa - Rosario,  26.380
Tepic - Villa Unión,"CONCESIONARIA DE CARRETERAS, AUTOPISTAS Y LIBRAMIENTOS DE LA REPÚBLICA MEXICANA S. A. DE C. V.","CONCESIONARIA DE CARRETERAS, AUTOPISTAS Y LIBRAMIENTOS DE LA REPÚBLICA MEXICANA S. A. DE C. V.",  Rosario A2,NO,  37+000,22.985107,-105.875275,  Rosario - Villa Unión,  38.570
Tepic - Villa Unión,"CONCESIONARIA DE CARRETERAS, AUTOPISTAS Y LIBRAMIENTOS DE LA REPÚBLICA MEXICANA S. A. DE C. V.","CONCESIONARIA DE CARRETERAS, AUTOPISTAS Y LIBRAMIENTOS DE LA REPÚBLICA MEXICANA S. A. DE C. V.",  Ruiz A2,NO,  ,21.953097,-105.120877,  Ruiz - Rosamorada,  18.562
Tepic - Villa Unión,"CONCESIONARIA DE CARRETERAS, AUTOPISTAS Y LIBRAMIENTOS DE LA REPÚBLICA MEXICANA S. A. DE C. V.","CONCESIONARIA DE CARRETERAS, AUTOPISTAS Y LIBRAMIENTOS DE LA REPÚBLICA MEXICANA S. A. DE C. V.",  Ruíz,NO,  ,21.951811,-105.116064,  Entronque San Blas - Rosamorada,  45.180
