"","cve_mun","Agave","Aguacate","Arroz palay","Avena forrajera en verde","Cacao","Canola","Cebada grano","Chile verde","Frambuesa","Fresa","Frijol","Girasol","Higuerilla","Jatropha","Mango","Manzana","Naranja","Nuez","Palma africana o de aceite","Papaya","Sorgo grano","Soya","Tomate rojo (jitomate)","Toronja (pomelo)","Trigo grano","Uva","Vainilla","Zarzamora"
"271","10006",,,,440,,,,6826.25,,,26500,,,,,,,75000,,,6900,,,,,,,
"272","10007",,,,613,,,,6115,,,,,,,,,,86738,,,,,8650,,,,,
"273","10008",,,,1840,,,14660,,,,25236.4,,,,,,,78000,,,,,8227.69,,3545,,,
"274","10009",,,,1622,,,,,,,13800,,,,,10850,,,,,9050,,,,,,,
"275","10010",,,,1133,,,,11320,,,13200,,,,,5100,,0,,,3980,,,,3450,,,
"276","10011",,,,1143,,,,7210,,,12976.77,,,,,5120,,69000,,,3855,,,,3540,,,
"277","10012",,,,399.87,,,,6351.58,,,11260,,,,,,,82500.92,,,,,7500,,,,,
"278","10013",,,,860,,,,12000,,,24800,,,,,,,0,,,7002.84,,6864,,7600,,,
"279","10014",0,,,1349.85,,,,9000,,,14000,,,,,,0,72200,,,,,6100,,,,,
"280","10015",,,,1130,,,,6846.15,,,13500,,,,,,,77102.35,,,3800,,6520.96,,,,,
"281","10016",0,,,1628.33,,,4505.88,,,,24229.21,,,,,6200,,78000,,,3600,,6200,,7140,,,
"282","10017",,,,1657.25,,,,18421.97,,,13500,,,,,5200,,76400,,,3860,,,,3140,,,
"283","10018",,,,1153,,,,6736.86,,,13050,,,,,,,,,,,,,,,,,
"284","10019",,15200,,710,,,,,,,13000,,,,,0,,,,,,,,,,,,
"285","10020",,,,1240,,,,,,,25359.44,,,,,,,82500,,,,,9029.08,,,,,
"286","10021",,,,1372.04,,,8710.78,10798.14,,,25298.23,7012.5,,,,,,79560,,,3414.09,,8000,,3000,,,
"287","10022",,,,834.8,,,7645.03,,,,26955.52,,,,,,,75000,,,,,6000,,7350,,,
"288","10023",,17200,,460,,,,,,,10500,,,,4900,7000,5250,,,,,,,5400,,,,
"289","10024",,,,851.14,,,,,,,12500,,,,,,,78099.49,,,,,,,,,,
"290","10025",,,,1157,,,,8200,,,13200,,,,,,,76400,,,,,,,,,,
"291","10026",,15200,,455,,,,,,,10400,,,,4400,6500,4480,,,,,,,5250,,,,
"292","10027",,,,390,,,,,,,27300,,,,,,,75000,,,,,,,,,,
"293","10028",,,,1230,,,,8500,,,12637.46,,,,,,,83600,,,,,,,,,,
"294","10029",,,,850.87,,,,,,,13200,,,,,,,,,,,,,,7600,,,
"295","10030",,,,1200,,,,,,,26800,,,,,,,,,,,,,,7600,,,
"296","10031",,,,678.48,,,3521.65,11436.79,,,24396.49,,,,,,,,,,2497.6,,,,,,,
"297","10032",,,,1150,,,8910,9645,,,13341.75,,,,,14330,,45600,,,4250,,,,8765.31,,,
"298","10033",0,,,1625,,,,,,,24376.56,,,,,,,78200,,,,,,,7100,,,
"299","10034",,16700,,460,,,,,,,10400,,,,4500,6600,4550,,,,,,,5300,,,,
"300","10035",,,,1184,,,,9755,,,13150.47,,,,,5320,,,,,,,,,4420,,,
"301","10036",,,,400,,,,7264.43,,,11000,,,,,,,80707.53,,,,,9500,,,,,
"302","10037",,13600,,1260,,,,,,,13200,,,,6920,5250,8120,45600,,,,,,,,,,
"303","10038",0,,,1005,,,8965.07,9000,,,24599.38,,,,,,,78200,,,,,,,7151.86,11200,,
"304","10039",,,,940,,,,,,,14439.68,,,,,4280,,,,,,,9620,,,,,
"305","11001",10500,,,487,,,4274.37,17321.23,,9012.99,32931.99,6000,,,,,,,,,6791.74,,14550.38,,3840.46,,,
"306","11002",13063.02,,,495,,,4100,11200,,8522.03,34475,,,,,,,,,,6964.53,,15744.68,,3663.58,,,
"307","11003",,9295.6,,776.93,,,7850,12940,,,20350.22,,,,,,,,,,6346.62,,6120,,7600,9451.57,,
"308","11004",2500,,,1519.35,,,8163,,,,22985.52,,,,,,,,,,6739.53,,3500,,7543.33,,,15693
"309","11005",2100,9875,,460.73,,,4150,9148.26,,,19188.76,,,,,,,,,,6464.81,,7876.3,,3709.55,,,
"310","11006",,,,,,,,,,,14192.31,,,,,,,,,,,,,,,,,
"311","11007",,21092.12,,1466.97,,,4200,16600,,,19846.73,,,,,,,,,,6645.27,,6990.22,,3812.3,,,
"312","11008",5250,,,368,,,3880,,,,11809.35,,,,,,,,,,6831.34,,,,4046.56,,,
"313","11009",5694.4,13000,,485.63,,,4210,,,,19007.04,,,,,,,,,,7166.13,,5751,,3850,9000,,
"314","11010",,,,1385,,,,,,,9000,,,,,,,,,,,,,,,,,
"315","11011",6879,,,1077,,,4243.68,12147,,9980.68,24746.74,,,,,,,,,,7280,,,,3738.05,,,0
"316","11012",10200,,,450,,,4293.26,,,,20600,,,,,,,,,,6738.89,,,,3779.48,,,
"317","11013",,,,1218.08,,,,,,,25016.28,,,,,,,,,,,,13299.44,,,,,
"318","11014",,,,1073.15,,,,19575.16,,,20400.1,,,,,,,,,,6200,,16365.69,,3150,13459.85,,
"319","11015",0,16122,,400,,,,,,9037.1,11500,,,,,7525,,,,,6755.65,,,,3932,,,
"320","11016",10300,,,480,,,4323.86,,,,20400,,,,,,,,,,6785,,,,3839.99,,,
"321","11017",7853.4,,,450,,,4373.86,6390.71,,10295.25,32670,6700,,,,,,,,,6968.52,,15067.64,,3820.44,,,10864
"322","11018",,,,490,,,4750,5350,,,23320,7100,,,,,,,,,7020,,17750,,3082.67,,,
"323","11019",6300,19900,,1385,,,,,,10190,22600,,,,,,,,,,6600,,5895.64,,7610,,,
"324","11020",4500,16600,,470.73,,,3970,17824.28,,9144.16,22000,,,,,2322.22,,0,,,6700,,15564.04,,3950,,,
"325","11021",,,,,,,,,,,14900,,,,,,,,,,7250,,,,,,,
"326","11022",,,,622.29,,,3190.27,,,,13014.61,,,,,,,,,,,,,,3369.78,,,
"327","11023",10800,,,461.89,,,4245.73,17158.32,,8528.62,24800,15000,,,,,,,,,6842.14,,17950.78,,3858.4,,,
"328","11024",11940,,,,,,4351.71,,,8511.98,,6600,,,,,,,,,6948.67,,,,3783.54,,,
"329","11025",5817.96,0,,375,,,3907.45,21454.37,,,22200,,,,,0,,45200,,,6815.87,,7550.59,,4098.18,,,
"330","11026",6305.63,16829.41,,401.38,,,3965,14406.06,,9014.21,23000,7000,,,,,,,,,6754.81,,6135.93,,3849,,,
"331","11027",13045,9500,,435,,,4235.2,17345.66,,8861.36,22420,14050,,,,,,,,,6830,,13931.25,,3824.28,,,
"332","11028",5800,,,645,,,4290,7270,,,25625.56,7200,,,,,,,,,7435.45,,5800,,3944.07,,,
"333","11029",,,,1074.28,,,,9773.98,,,21554.04,,,,,,,,,,,,16690,,3100,,,
"334","11030",6707.87,,,1053.95,,,3481.63,20593.5,,,27176.55,,,,,,,,,,,,22547.2,,3426.2,,,
"335","11031",0,12551.72,,390,,,3864.84,8400,,,25766.36,,,,,,,0,,,6744.66,,14757.28,,4122.27,16400,,
"336","11032",,,,1258.67,,,,14565.58,,9883.1,25335.3,,,,,,,50000,,,,,13744.34,,,,,
"337","11033",,,,1204.83,,,,11918.92,,,25303.14,,,,,8050,,52000,,,,,12846.53,,,,,
"338","11034",,,,,,,,,,,14301.15,,,,,,,,,,,,,,,,,
"339","11035",2000,,,483.31,,,3936.9,6991.09,,,22938.92,,,,,,,,,,6431.58,,15840.89,,3750,,,
"340","11036",,,,,,,4135.59,,,,,,,,,,,,,,7360,,,,3890,,,
"341","11037",6430.85,14573.77,,420.93,,,3955,23412.72,,9088.21,24700,7000,,,,,,,,,6735,,7350,,3834.59,,,
"342","11038",6489,,,498,,,,,,8339.22,,,,,,,,,,,3679.3,,,,,,,
"343","11039",3650,12000,,478.25,,,4250,,,,23470.66,,,,,,,,,,7059.95,,6511.16,,3772.35,,,
"344","11040",,,,,,,,,,,12888.17,,,,,,,,,,,,,,,,,
"345","11041",,,,,,,,,,,13200,,,,,,,,,,7175,,,,,,,
"346","11042",6987,,,413,,,4299.39,12750,,10712.57,23450,7200,,,,,,,,,7027.67,,11963,,3769.61,,,
"347","11043",,,,,,,,,,,23567.42,,,,,,,,,,,,4516.43,,,,,
"348","11044",7410,,,,,,4264.44,5235,,,21080,6800,,,,,,,,,6825,,14311.05,,3848.83,,,
"349","11045",,,,,,,,,,,12894.74,,,,,,,,,,,,,,,,,
"350","11046",,,,495,,,4299.18,,,,24700,,,,,,,,,,7315.86,,,,3695.92,,,
"351","12001",,14984.77,,,,,,21394.45,,,55558.02,,,,7318.24,,4716.01,,,4448.07,10034.54,,10370.02,,,,,
"352","12002",0,8250,,,,,,11845.96,,,26530.14,,,,4130.5,,6010.5,,,0,3450.05,,17590.99,,,,,
"353","12003",,,,,,,,,,,26378.35,,,,3475.23,,,,,4485.14,9818.16,,,,,,,
"354","12004",,12745,,,,,,,,,13602.69,,,,3254,4530,5460,,,,,,,,,,,
"355","12005",,,5345.25,,,,,,,,13712.38,,,,3757.58,,4174.4,,,,,,,,,,,
"356","12006",,,,,,,,,,,10096.07,,,,4200,,,,,,3446.53,,4884.39,,,,,
"357","12007",,,,,,,,,,,12242.8,,,,4529.02,,,,,5142.52,9853.84,,,,,,,
"358","12008",0,,,,,,,,,,,,,,3861.37,,,,,,2364.52,,,,,,,
"359","12009",,,,,,,,,,,,,,,,,4365,,,,,,,,,,,
"360","12010",,,,,,,,,,,33680.83,,,,,6337.36,,,,,,,,,,,,
"361","12011",,15515.73,,,,,,25184.09,,,49703.93,,,,11056.86,,,,,6816.18,7803.96,,27086,,,,,
"362","12012",,6922.29,5260.1,,8974.75,,,,,,27993.54,,,,4328.45,,,,,,,,,,,,,
"363","12013",,,,,,,,,,,23041.62,,,,3331.15,,,,,4357.13,,,,,,,,
"364","12014",,,,,,,,24601.29,,,48921.94,,,,11740.07,,,,,6547.27,3949.71,,26760.59,,,,,
"365","12015",,11574.97,,,,,,7010.05,,,23762.3,,,,5752.9,,,,,,6026.34,,15498.92,,,,,
"366","12016",,13363.19,,,,,,17382.59,,,36978.24,,,,,,,,,7381.35,4003.95,,18068.14,,,,,
"367","12017",,9362.95,,,,,,,,,12918.19,,,,2993.34,,,,,6995.88,6415.7,,5570.7,,,,,
"368","12018",,,,,,,,19588.03,,,23053.99,,,,9254,,,,,8093.18,,,3135.1,,,,,
"369","12019",0,,,,,,,,,,,,,,3915.88,,,,,,2234.17,,,,,,,
"370","12020",,,,,,,,,,,24075.51,,,,,,,,,,,,,,,,,
"371","12021",,,,,,,,27858.52,,,49217.89,,,,11501.43,,,,,6769.97,3991.31,,26841.89,,,,,
"372","12022",,12207.28,,,,,,,,,,,,,4619.84,6932.47,,,,4876.07,10117.23,,,,,,,
"373","12023",,,,,8786.21,,,,,,24058.36,,,,10046.3,,,,,7509.85,13569.96,,,,,,,
"374","12024",,,,,,,,,,,14119.52,,,,,,,,,,3895,,,,,,,
"375","12025",,,,,,,,6206.24,,,22073.6,,,,9195.21,,,,,3747.19,,,,,,,,
"376","12026",3410,11122.24,,,,,,,,,11070.49,,,,4369.84,,,,,,6880.25,,,,,,,
"377","12027",,,,,,,,5723.51,,,,,,,4524.81,,,,,5148.45,9867.04,,5192.85,,,,,
"378","12028",0,15305.36,,,,,,,,,26864.52,,,,4150,,,,,,3350.2,,18768.83,,,,,
"379","12029",2360.1,7896.35,,,,,,4970.41,,,25926.92,,,,3978.56,8745.21,4256.14,,,,3630.49,,21638.72,,,,,
"380","12030",,,,,10362.99,,,19063.73,,,34577.33,,,,9980.55,,,,,7776.3,3139.5,,,,,,,
"381","12031",,,,,,,,,,,10287.6,,,,,,,,,,3526.32,,4703.6,,,,,
"382","12032",1368.23,22047.62,,,,,,,,,25653.94,,,,3975.68,,4568.32,,,,,,,,,,,
"383","12033",,,5476.87,,,,,,,,13533.2,,,,3795.24,,3971.79,,,7147.11,7998.49,,,,,,,
"384","12034",2409.53,,,,,,,5039.87,,,11200.55,,,,4026.91,,,,,,2400.69,,9456.46,,,,,
"385","12035",,,,,,,,,,,22457.75,,,,5522.53,,,,,6579.96,6088.28,,14667.38,,,,,
"386","12036",,6925.36,,,8603.9,,,6092,,,23870.63,,,,4264.07,,5108.39,,,3677.3,,,,,,,,
"387","12037",2275.55,7550,,,,,,,,,12022.88,,,,4294.02,,,,,,,,5090,,,,,
"388","12038",0,24319.36,,,,,,17660.09,,,36301.67,,,,11117.04,,,,,13963.85,3967.04,,27354.17,,,,,
"389","12039",,,,,,,,10196.29,,,27796.1,,,,7981.36,,,,,8885.19,3561.14,,,,,,,
"390","12040",1376.28,9346.83,,,,,,,,,25865.89,,,,4658.32,7984.21,,,,,7577.42,,21663.38,,,,,
"391","12041",,,,,,,,,,,23180.33,,,,,6099.86,,,,,,,,,,,,
"392","12042",2381.7,,,,,,,,,,13493.38,,,,,,,,,,3956.57,,6978.45,,,,,
"393","12043",,,,,,,,,,,13291.56,,,,,0,,,,,,,,,,,,
"394","12044",2272.02,17148.79,,,,,,,,,25907.68,,,,4625.32,,,,,7845.21,,,13963.49,,,,,
"395","12045",,,,,,,,,,,14560,,,,,,,,,,4250,,,,,,,
"396","12046",,7381.84,,,8596.9,,,12666.49,,,23958.05,,,,5273.09,,4717.34,,,7446.97,3300.11,,5627.93,,,,,
"397","12047",,,,,,,,,,,11660.92,,,,,,,,,,3285.2,,,,,,,
"398","12048",,26485.19,,,,,,17644.2,,,35904.27,,,,11209.91,,,,,13485.94,7735.8,,17730.71,,,,,
"399","12049",2459.4,7030.55,,560,,,,,,,24588.78,,,,,,,,,,7985,,10408.15,,,,,
"400","12050",,,,,,,,,,,,,,,4682.08,,3601.5,,,5398.2,10236.58,,2890.33,,,,,
"401","12051",2487.25,19209.29,,,,,,,,,26275.63,,,,9111.94,,4537.52,,,7645.25,,,21749.53,6745.21,,,,
"402","12052",,7271.51,5235.44,,8916.09,,,,,,26376.74,,,,3732.48,,4614.28,,,,3111.72,,,,,,,
"403","12053",,,,,10281.86,,,19660.06,,,49084.86,,,,10858.47,,,,,7766.06,3118.86,,3157.88,,,,,
"404","12054",,,,,,,,,,,12216.59,,,,3454.95,,,,,4738.27,9812.81,,,,,,,
"405","12055",3280.05,17186.58,,605.15,,,,8664.41,,,21414.86,,,,4231.25,,3680,,,,2575.17,,5769.14,,,,,
"406","12056",,6961,5413.16,,8916.89,,,,,,13575.49,,,,4356.37,,,,,,,,,,,,,
"407","12057",0,28612.77,6386.61,,,,,26490.4,,,51346.24,,,,11652.01,,,,,14091.69,3721.88,,25212.78,,,,,
"408","12058",2701.11,11605.66,,,,,,,,,23747.93,,,,5184.03,,,,,,3400.27,,11518.51,,,,,
"409","12059",,,,,,,,,,,22175.6,,,,5654.26,,,,,,6159.66,,14927.5,,,,,
"410","12060",,25300.7,,,,,,,,,24436.68,,,,4350,,,,,,2600,,8883.06,,,,,
"411","12061",2262.63,,,,,,,,,,13125.65,,,,,,4875.32,,,,,,21953.96,,,,,
"412","12062",,7269.07,,,,,,5733.39,,,23457.46,,,,3918.54,,8261.24,,,,,,,,,,,
"413","12063",,,,,,,,,,,34434.2,,,,,,,,,,,,,,,,,
"414","12064",,,,,,,,5731.02,,,,,,,4514.42,,,,,5106.26,6051.9,,5208.63,,,,,
"415","12065",,,,,,,,,,,12842.32,,,,,,,,,,,,,,,,,
"416","12066",,,,,,,,,,,22828.3,,,,4099.82,,4362,,,,,,,,,,,
"417","12067",,,,,,,,,,,12235.75,,,,4514.86,,,,,5102.97,6071.35,,,,,,,
"418","12068",,,,,,,,16971.54,,,47937.81,,,,11113.73,,,,,14315.43,7640.96,,17114.96,,,,,
"419","12069",,,,,,,,,,,25227.34,,,,,,,,,,,,,,,,,
"420","12070",,,,,,,,,,,21929.02,,,,,,,,,,3550,,,,,,,
"421","12071",,7323.39,,,8625.07,,,5647.31,,,22082.52,,,,4378.04,,4282.68,,,,,,,,,,,
"422","12072",,,,,,,,,,,24985.42,,,,,,,,,,,,,,,,,
"423","12073",,,,,,,,,,,,,,,3783.34,,,,,4733.62,9799.2,,5203.71,,,,,
"424","12074",0,0,,,,,,,,,26698.7,,,,3420,,,,,,,,19671.87,,,,,
"425","12075",1307.76,7933.65,,,,,,,,,13215.6,,,,3438.44,,,,,3982.04,,,22501.73,,,,,
"426","12076",,,,,,,,,,,22395,,,,,,,,,,,,,,,,,
"427","12077",,,,,8759.6,,,,,,23616.44,,,,4554.97,,,,,4078.46,,,,,,,,
"428","12078",,,,,,,,,,,13574.13,,,,,6052.9,,,,,,,,,,,,
"429","12079",,14012.48,,,,,,,,,,,,,,,,,,,,,,,,,,
"430","12080",,,,,,,,,,,24114.07,,,,8950.53,,,,,,,,,,,,,
"431","13001",,,,1035,,,3900,,,,9655.52,,,,,,,,,,,,8127.18,,,,,
"432","13002",,14100,,707,,,3850,,,,9646.77,,,,,3876.32,,,,,,,8215.59,,,,,
"433","13003",,,,475.65,,,,10101.84,,,18472.48,,,,,,,,,,,,8733.53,,,,,
"434","13004",,,,,,,,,,,9773.03,,,,,3836.61,,,,,,,8002.19,,,,,
"435","13005",,,,418.31,,,,7775.07,,,17310.8,6100,,,,,,,,,,,9378.64,,3900,,,
"436","13006",,,,257,,,,,,,18900,,,,,,,,,,,,8651.58,,,,,
"437","13007",,,,,,,8227.37,,,,9000,7000,,,,,,,,,,,9000,,3249,,,
"438","13008",,,,,,,4276.8,,,,9100,7000,,,,,,,,,,,9094.67,,4183.88,,,
"439","13009",,,,475.06,,,,7450,,,18348.69,,,,,,,,,,,,8978.04,,,,,
"440","13010",,,,287.98,,,,6153.77,,,16910.35,,,,,,,,,,,,,,3900,,,
"441","13011",,,,,,,,,,,12800,,,,,,1459.7,,,,,,,,,,,
"442","13012",,12660.13,,1180.36,,,3370,9600,,,22450,,,,,5600,,35000,,,,,12136.36,,,,,10800
"443","13013",,,,419.42,,,,6492.27,,,17392.83,6100,,,,,,,,,,,,,,,,
"444","13014",,15200,,,,,,6500,,,27129.14,,,,,,898.02,,,,,,,,,,,
"445","13015",,,,473.12,,,,,,,19949.83,,,,,,,,,,,,,,,,,
"446","13016",,,,1050,,,3950,,,,9586.03,6150,,,,,,,,,,,8161.82,,2830,,,
"447","13017",,,,493.62,,,,,,,20553.12,,,,,10525,,,,,,,7757.1,,,,,
"448","13018",,,,,,,,,,,14200,,,,3718.9,,789.57,,,,,,,,,,,
"449","13019",,8900,,292.64,,,,7338.52,,,17856.26,,,,,,,32000,,,,,8554.83,,3550,,,
"450","13020",,13217.91,,,,,,7400,,,34950.01,,,,4675.65,9328.13,950,32500,,,,,,,,,,
"451","13021",,,,,,,8550,,,,9083.58,7000,,,,,,,,,,,,,4221,,,
"452","13022",,,,308.9,,,3750,,,,17500,,,,,,,,,,,,8311.67,,,,,
"453","13023",,,,471.18,,,,7540,,,18297.51,,,,,,,,,,,,8737.36,,,,,
"454","13024",,13141.93,,1235.62,,,3677.1,10500,,,24214.29,,,,,5630,,38420,,,,,10900,,,,,
"455","13025",,,,,,,,,,,13000,,,,,,1083.51,,,,,,,,,,,
"456","13026",,,,,,,,,,,13350,,,,,,844.96,,,,,,,,,,,
"457","13027",,,,,,,,,,,9767.44,,,,,,,,,,,,,,,,,
"458","13028",,,,,,,,,,,13420,,,,,,1350.11,,,,,,,,,,,
"459","13029",,,,513,,,2450,,,,32873.21,,,,,14587.5,,,,,,,12541.35,,3084.64,,,
"460","13030",,10200,,476.8,,,,8589.01,,,19948.92,,,,,12783.75,,36000,,,,,9492.18,,,,,
"461","13031",,25725.4,,,,,,,,,29564.37,,,,3465.42,10195.51,1730,45282.61,,,,,,,,,,
"462","13032",,,,,,,,,,,12700,,,,,,1517.88,,,,,,,,,,,
"463","13033",,,,,,,,5659.05,,,11830,,,,,,,,,,,,,,,,,
"464","13034",,0,,,,,,6750,,,14078.13,,,,,,814.53,,,,,,,,,,,
"465","13035",,,,705,,,3900,,,,9633.12,,,,,3806.69,,,,,,,8053.74,,,,,
"466","13036",,11121.18,,580,,,,10000,,,34907.23,,,,,5500,694.15,38473.77,,,,,16100,,,,,
"467","13037",,15089.51,,1205.1,,,,8900.56,,,34803.39,,,,3381.82,,,64940.33,,,5694,,18195.75,,,,,
"468","13038",,15810,,793.6,,,3150,,,,,,,,,6471.92,,,,,,,13000,,,,,
"469","13039",,,,787.33,,,,,,,,,,,,6342,,,,,,,,,,,,
"470","13040",,,,,,,,10445.43,,,,,,,0,,830.27,,,,,,,,,,,
"471","13041",,,,427.18,,,,7451.73,,,18943.66,,,,,,,,,,,,,,3798.04,,,
"472","13042",,,,,,,,7400,,,28427.18,,,,,9038.31,1100,,,,,,,,,,,
"473","13043",,14383.78,,,,,,6800,,,43620.75,,,,4500,9148.17,0,,,,,,8900,,,,,
"474","13044",,,,512.5,,,2455,,,,20233.9,,,,,,,,,,,,7835.55,,,,,
"475","13045",,,,778.46,,,3200,,,,,,,,,6341.99,,,,,,,11975,,,,,
"476","13046",,,,,,,,,,,13000,,,,,,1581.95,,,,,,,,,,,
"477","13047",,15221.57,,,,,,,,,14916.14,,,,,10800,,,,,,,,,,,,
"478","13048",,,,323.3,,,3511.25,,,,9000,,,,,,,,,,,,7070.39,,,,,
"479","13049",,,,,,,,,,,31499.58,,,,4133.73,,792.35,,,,,,,,,,,
"480","13050",,,,421.72,,,,7480.18,,,18848.11,,,,,,,,,,,,7710.09,,3811.35,,,
"481","13051",,,,981.78,,,6850,,,,9000,,,,,,,,,,,,7217.78,,,,,
"482","13052",,,,615,,,7100,,,,0,,,,,,,,,,,,9148.94,,,,,
"483","13053",,17250,,,,,,,,,9804.78,,,,,3750,,,,,,,,,,,,
"484","13054",,,,470.74,,,,7440,,,18381.76,,,,,,,,,,,,8737.71,,,,,
"485","13055",,,,471.32,,,,,,,18233.47,,,,,,,,,,,,8762.28,,,,,
"486","13056",,,,702,,,3900,,,,9635.24,,,,,,,,,,,,,,,,,
"487","13057",,,,340,,,3950,,,,,,,,,,,,,,,,,,2800,,,
"488","13058",,,,158,,,,15629.41,,,20492.62,,,,,,,62650.32,,,,,9558.01,,,,,
"489","13059",,14326.09,,542.74,,,,22041.59,,,32877.81,,,,,,,109403.17,,,,,11707.2,,,,,
"490","13060",,0,,,,,,,,,9812.25,,,,,3750,,,,,,,,,,,,
"491","13061",,,,,,,8400,,,,18027.73,,,,,,,,,,,,8055.4,,4250,,,
"492","13062",,0,,,,,,9900,,,24466.67,,,,,,810.73,,,,,,,,,,,
"493","13063",,,,273.96,,,,,,,18132.13,,,,,,,,,,,,8877.3,,3270,,,
"494","13064",,,,438.88,,,,6775.79,,,17570.01,,,,,,,,,,,,,,,,,
"495","13065",,,,302.39,,,,7510.75,,,16811.45,,,,,,,,,,,,,,3850,,,
"496","13066",,,,308.93,,,6810,,,,19190,,,,,,,,,,,,,,3750,,,
"497","13067",,,,421.81,,,,7418.62,,,18885.91,,,,,,,,,,,,,,3900,,,
"498","13068",,0,,,,,,18000,,,24016.99,,,,,4844.53,644.37,,,,,,,,,,,
"499","13069",,,,656.34,,,7602.32,,,,9530.55,,,,,,,,,,,,,,,,,
"500","13070",,,,299.33,,,,7590.56,,,16951.04,,,,,,,,,,,,,,3880,,,
"501","13071",,14737.23,,,,,,,,,39883.13,,,,1300,8640,,28000,,,,,,,,,,
"502","13072",,,,,,,8372.11,,,,8900,,,,,,,,,,,,7356.18,,4050,,,
"503","13073",,12000,,,,,,6850,,,26000,,,,,,831.66,,,,,,,,,,,
"504","13074",,,,302.07,,,,7616.53,,,17153.77,,,,,,,,,,,,,,3900,,,
"505","13075",,,,315,,,3811.8,,,,9323.08,6000,,,,,,,,,,,,,3775.86,,,
"506","13076",,,,274.32,,,,,,,18171.97,,,,,,,,,,,,,,3780.86,,,
"507","13077",,,,1048,,,3900,,,,9630.6,,,,,,,,,,,,8221.55,,,,,
"508","13078",,,,,,,,,,,13200,,,,,,885.24,,,,,,,,,,,
"509","13079",,,,,,,,,,,25622.92,,,,,7800,977.17,,,,,,,,,,,
"510","13080",,,,,,,,,,,12900,,,,,,1546.55,,,,,,,,,,,
"511","13081",,0,,594.2,,,,16900,,,23600,,,,,5061.37,800,,,,,,,,,,,
"512","13082",,,,300,,,3380,,,,18846,,,,,,,,,,,,8566.13,,3671.94,,,
"513","13083",,,,645,,,7800,,,,9622.03,,,,,,,,,,,,9306.67,,,,,
"514","13084",,29400,,845,,,,,,,45265.71,,,,,8412.73,,,,,,,7042.48,,,,,
"515","14001",11128.81,22365.93,,704.22,,,,,,,,,,,,,,,,,3590,,,,3266.75,,,
"516","14002",10510.61,13759.46,,,,,,,,,,,,,,,,,,,3782.93,,,,,,,
"517","14003",7910.29,15039.88,,,,,,27262.16,,,19321,13000,,,,,,,,,,,15503.64,,,,,28681.94
"518","14004",0,18901.46,,982.49,,,3864.75,,21259.96,,43022.49,,,,,,,25800,,,7019.29,,,,3629.58,,,
"519","14005",11267.82,,,,,,,,,,21500,,,,7349.75,,,,,,3726.31,,,,,,,
"520","14006",12330.95,21731.44,3900,,,,,23955.6,,,40799.22,4736.54,,,7000,,4200,,,,,,6691.45,,4000,,,
"521","14007",8552.11,15184.29,,,,,,27812.37,,,19200,,,,,,,,,,,,,,3862.87,,,
"522","14008",10375.33,21540,,606.25,,,,,,,11850,,,,,,,,,,3580,,,,,,,
"523","14009",11519.24,17564.22,,500,,,,,34640.68,,,,,,,,,,,,,,7637.78,,,,,
"524","14010",,,,1256.3,,,,,,,,,,,,,,,,,,,,,4815.35,,,
"525","14011",7675.44,21597.1,,870,,,,,,,22500,,,,,,,,,,,,,,,,,
"526","14012",12200,27343.85,,769.19,,,,,,,20800,,,,,,,,,,3580,,,,,,,
"527","14013",8001.83,18408.15,,623.89,,,,,34264.79,,,,,,,,,,,,3710,,,,3300,,,
"528","14014",0,18659.78,,997.32,,6500,3854.52,15897.63,20996.24,,28431.92,,,,,,,,,,3550,,,,3507.22,,,
"529","14015",5000,20322.85,,,,,,7532.94,,,,,,,,,5785.34,,,,6560,,13727.29,,,,,
"530","14016",8475.12,17367.88,,566.66,,,3840.63,13992.08,,,26611.88,,,,,,,,,,3746.35,,12587.46,,3337.6,,,
"531","14017",11900,37431.71,,1602.84,,,,,,,,,,,,,,,,,,,,,,,,
"532","14018",10860.57,16842.46,,470.62,,,,13003.68,,,,,,,,,,,,,3780,,13473.17,,3667.02,,,
"533","14019",,,,663.77,,,,,,,,,,,,,,,,,,,,,,,,
"534","14020",0,21468.43,,,,,,4963.78,,,29567,,,,3442.84,,3205.65,,,5620.69,6771.95,,5198.55,,,,,
"535","14021",,,,,,,,,,,30121,,,,5584.66,,3290.38,,,5630.32,9168.62,,,,,,,
"536","14022",,,,,,,,5188.01,,,,,,,6336.95,,,,,5753.42,2109.98,,4798.58,,,,,
"537","14023",5200,26437.35,,421,,,,,19318.05,0.8,,,,,,,,,,,3600,,19324.22,,,,,19050
"538","14024",11626.33,20918.73,3610,,,,,36616.65,,,19800,,,,,,,,,,3210,,5978.16,,4180.86,,,
"539","14025",0,,,1241.04,,,,,,,13826.09,,,,,,,32860,,,,,,,,,,
"540","14026",,37536.1,,1131.33,,,,,,,,,,,,,,,,,,,,,,,,
"541","14027",,21367.46,,,,,,5259.52,,,16802.92,,,,,,,,,,4375.4,,11071.61,,,,,
"542","14028",,,,786.21,,,,,,,,,,,,,,,,,,,,,,,,
"543","14029",7557.3,,,490.41,,,,,,,20072.03,,,,,,,,,,3790,,,,3820,,,
"544","14030",0,,,500,,,,,,,,,,,,,,,,,3420,,10674.85,,4021.3,,,
"545","14031",,,,750,,,,,,,,,,,,,,,,,,,,,,,,
"546","14032",,18391.31,,1044.24,,,,,,,,,,,,,,,,,,,,,,,,
