"","cve_mun","Agave","Aguacate","Arroz palay","Avena forrajera en verde","Cacao","Canola","Cebada grano","Chile verde","Frambuesa","Fresa","Frijol","Girasol","Higuerilla","Jatropha","Mango","Manzana","Naranja","Nuez","Palma africana o de aceite","Papaya","Sorgo grano","Soya","Tomate rojo (jitomate)","Toronja (pomelo)","Trigo grano","Uva","Vainilla","Zarzamora"
"309","11005",9,6,,261,,,191,60,,,1849,,,,,,,,,,723,,5.5,,60,,,
"310","11006",,,,,,,,,,,230,,,,,,,,,,,,,,,,,
"311","11007",,95,,361,,,140,12,,,765,,,,,,,,,,3050,,16,,62,,,
"312","11008",620,,,110,,,320,,,,310,,,,,,,,,,7150,,,,2790,,,
"313","11009",66,63,,27,,,71,,,,6495,,,,,,,,,,1200,,7,,41,65,,
"314","11010",,,,80.5,,,,,,,5,,,,,,,,,,,,,,,,,
"315","11011",12,,,26,,,3710,33,,10,409,,,,,,,,,,6616,,,,2794,,,1.5
"316","11012",111,,,48.23,,,820,,,,96,,,,,,,,,,5554,,,,3222,,,
"317","11013",,,,1405,,,,,,,1623,,,,,,,,,,,,4.5,,,,,
"318","11014",,,,490,,,,937,,,2840,,,,,,,,,,128,,100.1,,250,42.5,,
"319","11015",16,10,,3,,,,,,6,230,,,,,3,,,,,1410,,,,150,,,
"320","11016",41,,,8,,,987,,,,147,,,,,,,,,,4844,,,,2869,,,
"321","11017",160.5,,,20,,,3610,14.5,,460,103,5,,,,,,,,,15602,,26.5,,5886,,,3
"322","11018",,,,20.55,,,3862,6,,,158.65,2,,,,,,,,,1085,,6,,1867,,,
"323","11019",237,9,,106.5,,,,,,42,1940,,,,,,,,,,2830,,15,,292,,,
"324","11020",67,30,,130,,,800,44,,2,750,,,,,10,,1,,,4250,,115.5,,22,,,
"325","11021",,,,,,,,,,,250,,,,,,,,,,405,,,,,,,
"326","11022",,,,4245,,,6600,,,,11350,,,,,,,,,,,,,,4714,,,
"327","11023",1195,,,80,,,5897,66,,3,254,150,,,,,,,,,17196,,173.3,,6187,,,
"328","11024",53,,,,,,483,,,15,,30,,,,,,,,,1410,,,,691,,,
"329","11025",526,1,,230,,,510,12,,,85,,,,,2,,16,,,2172,,5.29,,4200,,,
"330","11026",3400,1,,60,,,145,381,,17,200,10,,,,,,,,,6000,,33,,290,,,
"331","11027",24.5,7,,25,,,9972,33.5,,116,293,110,,,,,,,,,19588,,128,,2276,,,
"332","11028",13,,,18,,,1185,44,,,499,30,,,,,,,,,5712,,7,,1130,,,
"333","11029",,,,575.5,,,,200,,,3400,,,,,,,,,,,,22,,24,,,
"334","11030",5600,,,7300,,,7500,1511,,,16400,,,,,,,,,,,,22.5,,7355,,,
"335","11031",510,31,,85,,,510,50,,,95,,,,,,,18,,,3040,,28.46,,850,25,,
"336","11032",,,,1330,,,,42,,4,2020,,,,,,,30,,,,,5,,,,,
"337","11033",,,,1780,,,,470,,,3900,,,,,5,,15,,,,,62.5,,,,,
"338","11034",,,,,,,,,,,175,,,,,,,,,,,,,,,,,
"339","11035",12,,,72,,,1048,6.5,,,1920,,,,,,,,,,4950,,23,,60,,,
"340","11036",,,,,,,245,,,,,,,,,,,,,,389,,,,205,,,
"341","11037",254,6,,630,,,110,308.5,,36,197,210,,,,,,,,,6080,,28,,120,,,
"342","11038",22,,,15,,,,,,145,,,,,,,,,,,241,,,,,,,
"343","11039",9,10,,53,,,80.2,,,,820,,,,,,,,,,2800,,7,,87,,,
"344","11040",,,,,,,,,,,137,,,,,,,,,,,,,,,,,
"345","11041",,,,,,,,,,,460,,,,,,,,,,120,,,,,,,
"346","11042",25,,,35,,,13719,13,,66,175.66,4.5,,,,,,,,,5587,,4.5,,1820,,,
"347","11043",,,,,,,,,,,1010,,,,,,,,,,,,2.75,,,,,
"348","11044",2,,,,,,3876,8,,,64,5,,,,,,,,,5933,,7,,2861,,,
"349","11045",,,,,,,,,,,1120,,,,,,,,,,,,,,,,,
"350","11046",,,,25,,,2450,,,,498,,,,,,,,,,6273,,,,850,,,
"351","12001",,7,,,,,,37.5,,,555.5,,,,1031,,3,,,11,59,,11,,,,,
"352","12002",44.5,2.34,,,,,,32.99,,,165.3,,,,2,,3,,,0.5,83.12,,21.96,,,,,
"353","12003",,,,,,,,,,,78.06,,,,475.75,,,,,10.48,420.28,,,,,,,
"354","12004",,0.5,,,,,,,,,11.5,,,,0.75,0.5,2,,,,,,,,,,,
"355","12005",,,121,,,,,,,,161,,,,17,,51,,,,,,,,,,,
"356","12006",,,,,,,,,,,39,,,,2,,,,,,49.5,,5.5,,,,,
"357","12007",,,,,,,,,,,61,,,,329.36,,,,,35.81,320.14,,,,,,,
"358","12008",30,,,,,,,,,,,,,,11,,,,,,315.05,,,,,,,
"359","12009",,,,,,,,,,,,,,,,,1,,,,,,,,,,,
"360","12010",,,,,,,,,,,62,,,,,7,,,,,,,,,,,,
"361","12011",,80,,,,,,29,,,528,,,,1882.5,,,,,8,142,,22.3,,,,,
"362","12012",,115,61,,65,,,,,,937,,,,283,,,,,,,,,,,,,
"363","12013",,,,,,,,,,,56,,,,31,,,,,9,,,,,,,,
"364","12014",,,,,,,,26,,,221,,,,782.5,,,,,7,17,,19.5,,,,,
"365","12015",,4,,,,,,5.53,,,25.08,,,,5,,,,,,295.75,,81.25,,,,,
"366","12016",,36,,,,,,55,,,380,,,,,,,,,88,29,,37,,,,,
"367","12017",,2,,,,,,,,,3,,,,36,,,,,4,52,,8.65,,,,,
"368","12018",,,,,,,,24,,,121,,,,151,,,,,28,,,0.31,,,,,
"369","12019",2,,,,,,,,,,,,,,3,,,,,,40.5,,,,,,,
"370","12020",,,,,,,,,,,20,,,,,,,,,,,,,,,,,
"371","12021",,,,,,,,38.5,,,662,,,,969,,,,,13,68,,27.2,,,,,
"372","12022",,41,,,,,,,,,,,,,49,24,,,,7,1961.19,,,,,,,
"373","12023",,,,,1,,,,,,1978,,,,2057,,,,,72,103,,,,,,,
"374","12024",,,,,,,,,,,85,,,,,,,,,,5.5,,,,,,,
"375","12025",,,,,,,,3.4,,,96.25,,,,267,,,,,20,,,,,,,,
"376","12026",7.5,24,,,,,,,,,20.8,,,,40,,,,,,26.05,,,,,,,
"377","12027",,,,,,,,3.04,,,,,,,294.1,,,,,2.88,139.15,,7.84,,,,,
"378","12028",21,2.3,,,,,,,,,196.98,,,,1,,,,,,81.46,,80.21,,,,,
"379","12029",147,196,,,,,,6.74,,,639.8,,,,11,4,8,,,,62.35,,94.86,,,,,
"380","12030",,,,,26,,,64.1,,,108.25,,,,277,,,,,43.5,29.6,,,,,,,
"381","12031",,,,,,,,,,,7.3,,,,,,,,,,34.5,,4.55,,,,,
"382","12032",64,2155,,,,,,,,,532.95,,,,10,,2,,,,,,,,,,,
"383","12033",,,136,,,,,,,,368.98,,,,63,,47,,,8.05,15,,,,,,,
"384","12034",73,,,,,,,43.2,,,10.1,,,,90,,,,,,477.7,,41.15,,,,,
"385","12035",,,,,,,,,,,26.4,,,,240,,,,,5,619.05,,8.75,,,,,
"386","12036",,22,,,3,,,28,,,371,,,,58,,78,,,20,,,,,,,,
"387","12037",4.5,3.1,,,,,,,,,21.75,,,,2.3,,,,,,,,2.5,,,,,
"388","12038",18,30,,,,,,46.5,,,110,,,,1056.95,,,,,98,45,,55.12,,,,,
"389","12039",,,,,,,,12,,,81,,,,377,,,,,43.5,17,,,,,,,
"390","12040",37,230,,,,,,,,,827.19,,,,1,5,,,,,402.04,,38.54,,,,,
"391","12041",,,,,,,,,,,28.7,,,,,10,,,,,,,,,,,,
"392","12042",478,,,,,,,,,,110.6,,,,,,,,,,310.75,,0.62,,,,,
"393","12043",,,,,,,,,,,21,,,,,5.2,,,,,,,,,,,,
"394","12044",27,46,,,,,,,,,208.32,,,,5.5,,,,,2,,,18.02,,,,,
"395","12045",,,,,,,,,,,123,,,,,,,,,,652,,,,,,,
"396","12046",,55,,,25,,,120.5,,,773,,,,178,,68,,,46,77.23,,46,,,,,
"397","12047",,,,,,,,,,,28.75,,,,,,,,,,33.95,,,,,,,
"398","12048",,50.54,,,,,,32,,,405,,,,1804,,,,,87,171,,55.64,,,,,
"399","12049",41.4,1.1,,3.25,,,,,,,104.1,,,,,,,,,,56.3,,10.9,,,,,
"400","12050",,,,,,,,,,,,,,,72,,2,,,11,225.72,,8.03,,,,,
"401","12051",15,11.5,,,,,,,,,204.83,,,,30,,5,,,2,,,27.25,0.5,,,,
"402","12052",,131,18.5,,11,,,,,,1579,,,,42,,103,,,,50,,,,,,,
"403","12053",,,,,32,,,125.9,,,186.99,,,,627,,,,,46,29,,0.08,,,,,
"404","12054",,,,,,,,,,,12.56,,,,26,,,,,2.14,505.32,,,,,,,
"405","12055",6.45,62.1,,5.1,,,,2.5,,,61.12,,,,45.7,,1.5,,,,204.5,,1.48,,,,,
"406","12056",,94,58,,68,,,,,,512,,,,275,,,,,,,,,,,,,
"407","12057",5,733,2,,,,,31,,,576,,,,6356,,,,,127,16,,33.74,,,,,
"408","12058",49,35,,,,,,,,,124.1,,,,112.5,,,,,,38.5,,19.35,,,,,
"409","12059",,,,,,,,,,,12.25,,,,41,,,,,,401.8,,26,,,,,
"410","12060",,2.55,,,,,,,,,29.65,,,,2.3,,,,,,21.5,,7.46,,,,,
"411","12061",512,,,,,,,,,,65.32,,,,,,3.5,,,,,,42.35,,,,,
"412","12062",,172,,,,,,23,,,758,,,,136,,133,,,,,,,,,,,
"413","12063",,,,,,,,,,,46,,,,,,,,,,,,,,,,,
"414","12064",,,,,,,,11.8,,,,,,,183.9,,,,,2.09,841.94,,5.28,,,,,
"415","12065",,,,,,,,,,,11.4,,,,,,,,,,,,,,,,,
"416","12066",,,,,,,,,,,56,,,,4,,3.45,,,,,,,,,,,
"417","12067",,,,,,,,,,,36,,,,260.96,,,,,5.1,192,,,,,,,
"418","12068",,,,,,,,54,,,549,,,,3122.46,,,,,543,56,,32.5,,,,,
"419","12069",,,,,,,,,,,51,,,,,,,,,,,,,,,,,
"420","12070",,,,,,,,,,,15,,,,,,,,,,12,,,,,,,
"421","12071",,125,,,14,,,29,,,768,,,,106,,54,,,,,,,,,,,
"422","12072",,,,,,,,,,,49,,,,,,,,,,,,,,,,,
"423","12073",,,,,,,,,,,,,,,20.21,,,,,15,3132.52,,6.21,,,,,
"424","12074",54,0.4,,,,,,,,,341.17,,,,1,,,,,,,,27.38,,,,,
"425","12075",95.5,21,,,,,,,,,185.5,,,,3,,,,,8,,,112.72,,,,,
"426","12076",,,,,,,,,,,17,,,,,,,,,,,,,,,,,
"427","12077",,,,,2,,,,,,51.2,,,,595,,,,,19,,,,,,,,
"428","12078",,,,,,,,,,,27,,,,,6,,,,,,,,,,,,
"429","12079",,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"430","12080",,,,,,,,,,,80,,,,567,,,,,,,,,,,,,
"431","13001",,,,1016,,,119,,,,35.5,,,,,,,,,,,,12,,,,,
"432","13002",,62,,162,,,97,,,,49,,,,,176,,,,,,,21,,,,,
"433","13003",,,,235,,,,46,,,778,,,,,,,,,,,,14.8,,,,,
"434","13004",,,,,,,,,,,32.5,,,,,103,,,,,,,7,,,,,
"435","13005",,,,465,,,,10.5,,,601,5,,,,,,,,,,,6,,12,,,
"436","13006",,,,485,,,,,,,265,,,,,,,,,,,,2,,,,,
"437","13007",,,,,,,8827,,,,18,60,,,,,,,,,,,1,,510,,,
"438","13008",,,,,,,18927,,,,42,120,,,,,,,,,,,2.1,,188,,,
"439","13009",,,,127.5,,,,7,,,442,,,,,,,,,,,,1.5,,,,,
"440","13010",,,,91,,,,9,,,461,,,,,,,,,,,,,,3,,,
"441","13011",,,,,,,,,,,132,,,,,,67,,,,,,,,,,,
"442","13012",,79,,379,,,6.5,10,,,70.3,,,,,7,,58,,,,,8,,,,,1
"443","13013",,,,336,,,,15,,,623,15,,,,,,,,,,,,,,,,
"444","13014",,15,,,,,,6,,,85,,,,,,11,,,,,,,,,,,
"445","13015",,,,269.5,,,,,,,1081,,,,,,,,,,,,,,,,,
"446","13016",,,,1813.5,,,9722,,,,43.5,21,,,,,,,,,,,6,,23,,,
"447","13017",,,,745,,,,,,,1672,,,,,14,,,,,,,0.25,,,,,
"448","13018",,,,,,,,,,,35,,,,23,,120,,,,,,,,,,,
"449","13019",,7,,154,,,,120,,,210,,,,,,,8,,,,,18,,43,,,
"450","13020",,40,,,,,,5,,,277.8,,,,12,11,4,46,,,,,,,,,,
"451","13021",,,,,,,2856,,,,11.1,50,,,,,,,,,,,,,24,,,
"452","13022",,,,2410,,,3200,,,,32,,,,,,,,,,,,6.5,,,,,
"453","13023",,,,110,,,,19.5,,,216,,,,,,,,,,,,2,,,,,
"454","13024",,117,,331,,,45,5,,,117,,,,,4.5,,272,,,,,4.5,,,,,
"455","13025",,,,,,,,,,,226,,,,,,138,,,,,,,,,,,
"456","13026",,,,,,,,,,,75,,,,,,80,,,,,,,,,,,
"457","13027",,,,,,,,,,,215,,,,,,,,,,,,,,,,,
"458","13028",,,,,,,,,,,375,,,,,,1668,,,,,,,,,,,
"459","13029",,,,1200,,,350,,,,4155,,,,,24,,,,,,,35.1,,280,,,
"460","13030",,3,,325,,,,125,,,468.5,,,,,54,,8,,,,,5,,,,,
"461","13031",,21,,,,,,,,,77.5,,,,10,14,21,10,,,,,,,,,,
"462","13032",,,,,,,,,,,11,,,,,,332,,,,,,,,,,,
"463","13033",,,,,,,,11.2,,,97,,,,,,,,,,,,,,,,,
"464","13034",,4,,,,,,5,,,20,,,,,,12,,,,,,,,,,,
"465","13035",,,,195,,,1817,,,,75.5,,,,,45,,,,,,,40,,,,,
"466","13036",,128,,40,,,,1.5,,,420,,,,,1,12,231,,,,,15,,,,,
"467","13037",,40,,181,,,,45,,,698,,,,2,,,469,,,58,,91,,,,,
"468","13038",,7,,201,,,35,,,,,,,,,68,,,,,,,0.5,,,,,
"469","13039",,,,62,,,,,,,,,,,,25,,,,,,,,,,,,
"470","13040",,,,,,,,215,,,,,,,8,,13,,,,,,,,,,,
"471","13041",,,,575.5,,,,88,,,999,,,,,,,,,,,,,,272,,,
"472","13042",,,,,,,,22,,,528.1,,,,,6.5,15,,,,,,,,,,,
"473","13043",,84,,,,,,2.5,,,135.5,,,,2,27,3,,,,,,1.1,,,,,
"474","13044",,,,980,,,120,,,,790,,,,,,,,,,,,1.5,,,,,
"475","13045",,,,147,,,11,,,,,,,,,47,,,,,,,0.18,,,,,
"476","13046",,,,,,,,,,,299,,,,,,2284,,,,,,,,,,,
"477","13047",,12,,,,,,,,,88,,,,,2,,,,,,,,,,,,
"478","13048",,,,937,,,2129,,,,5.1,,,,,,,,,,,,0.56,,,,,
"479","13049",,,,,,,,,,,235,,,,23,,40,,,,,,,,,,,
"480","13050",,,,189,,,,46,,,78,,,,,,,,,,,,4,,158,,,
"481","13051",,,,1133,,,2649,,,,8,,,,,,,,,,,,2.5,,,,,
"482","13052",,,,1981,,,6084,,,,10,,,,,,,,,,,,10,,,,,
"483","13053",,65,,,,,,,,,189,,,,,13,,,,,,,,,,,,
"484","13054",,,,94,,,,69,,,412,,,,,,,,,,,,4,,,,,
"485","13055",,,,114.5,,,,,,,207.5,,,,,,,,,,,,1,,,,,
"486","13056",,,,154,,,223,,,,18,,,,,,,,,,,,,,,,,
"487","13057",,,,1777,,,13610,,,,,,,,,,,,,,,,,,16,,,
"488","13058",,,,64,,,,29,,,209,,,,,,,165,,,,,10,,,,,
"489","13059",,23,,219,,,,76,,,2120,,,,,,,18,,,,,510.8,,,,,
"490","13060",,10,,,,,,,,,78,,,,,21,,,,,,,,,,,,
"491","13061",,,,,,,8111,,,,63,,,,,,,,,,,,0.4,,141,,,
"492","13062",,65,,,,,,32,,,28,,,,,,34.5,,,,,,,,,,,
"493","13063",,,,1028,,,,,,,1235,,,,,,,,,,,,3,,100,,,
"494","13064",,,,247,,,,8,,,467,,,,,,,,,,,,,,,,,
"495","13065",,,,93,,,,10.5,,,153.5,,,,,,,,,,,,,,7,,,
"496","13066",,,,336,,,3177,,,,21,,,,,,,,,,,,,,4.96,,,
"497","13067",,,,154,,,,58,,,403,,,,,,,,,,,,,,3,,,
"498","13068",,15,,,,,,13.22,,,510,,,,,15,18,,,,,,,,,,,
"499","13069",,,,343,,,1864,,,,6,,,,,,,,,,,,,,,,,
"500","13070",,,,49,,,,13.5,,,68,,,,,,,,,,,,,,6,,,
"501","13071",,11,,,,,,,,,302.8,,,,3,5.5,,34,,,,,,,,,,
"502","13072",,,,,,,4085,,,,17,,,,,,,,,,,,0.08,,55,,,
"503","13073",,13,,,,,,7,,,55,,,,,,264,,,,,,,,,,,
"504","13074",,,,50,,,,10,,,146,,,,,,,,,,,,,,8,,,
"505","13075",,,,814,,,4662,,,,6,44,,,,,,,,,,,,,290,,,
"506","13076",,,,670,,,,,,,1316,,,,,,,,,,,,,,7,,,
"507","13077",,,,1199,,,179,,,,33,,,,,,,,,,,,13,,,,,
"508","13078",,,,,,,,,,,679,,,,,,42,,,,,,,,,,,
"509","13079",,,,,,,,,,,502,,,,,1.5,10,,,,,,,,,,,
"510","13080",,,,,,,,,,,388,,,,,,100,,,,,,,,,,,
"511","13081",,7,,6,,,,10.16,,,12.3,,,,,18,6,,,,,,,,,,,
"512","13082",,,,1221,,,4112,,,,14,,,,,,,,,,,,1.98,,20.5,,,
"513","13083",,,,3280,,,14708,,,,95,,,,,,,,,,,,6,,,,,
"514","13084",,13,,86.5,,,,,,,482.5,,,,,150,,,,,,,3,,,,,
"515","14001",1710,108.4,,90,,,,,,,,,,,,,,,,,20,,,,373,,,
"516","14002",223,29,,,,,,,,,,,,,,,,,,,19,,,,,,,
"517","14003",635,62,,,,,,32,,,20,26,,,,,,,,,,,5,,,,,11
"518","14004",46.5,186,,49,,,85,,48,,89.19,,,,,,,142,,,1165.59,,,,60,,,
"519","14005",1345,,,,,,,,,,4,,,,150,,,,,,52,,,,,,,
"520","14006",432,112,25,,,,,8,,,24,18,,,2,,2,,,,,,6,,4,,,
"521","14007",525,19,,,,,,85,,,10,,,,,,,,,,,,,,48,,,
"522","14008",12341,178,,40,,,,,,,15,,,,,,,,,,720,,,,,,,
"523","14009",292,55,,2,,,,,8,,,,,,,,,,,,,,1,,,,,
"524","14010",,,,559,,,,,,,,,,,,,,,,,,,,,92,,,
"525","14011",430,120,,14,,,,,,,34,,,,,,,,,,,,,,,,,
"526","14012",14,31,,28,,,,,,,5,,,,,,,,,,10,,,,,,,
"527","14013",2077,255,,108,,,,,38,,,,,,,,,,,,1160,,,,915,,,
"528","14014",4.5,324.98,,39.69,,19,309,4.95,1.08,,29,,,,,,,,,,178.05,,,,350,,,
"529","14015",641,78,,,,,,200,,,,,,,,,68,,,,598,,300,,,,,
"530","14016",2533,178,,95,,,400,455,,,195,,,,,,,,,,2550,,293,,220,,,
"531","14017",137,26,,35,,,,,,,,,,,,,,,,,,,,,,,,
"532","14018",665,39,,78.4,,,,171.3,,,,,,,,,,,,,3300,,239,,6532,,,
"533","14019",,,,13,,,,,,,,,,,,,,,,,,,,,,,,
"534","14020",180,13,,,,,,36.5,,,90.07,,,,5,,28,,,35,194.49,,4.9,,,,,
"535","14021",,,,,,,,,,,23.98,,,,192.5,,40,,,18,548.89,,,,,,,
"536","14022",,,,,,,,309,,,,,,,1266.5,,,,,112,77.51,,43.26,,,,,
"537","14023",170.23,4001.9,,150,,,,,1500.71,103,,,,,,,,,,,66,,288,,,,,93.2
"538","14024",328,65,88,,,,,9.12,,,6.76,,,,,,,,,,40.21,,4.3,,32.2,,,
"539","14025",18.4,,,158,,,,,,,23,,,,,,,13,,,,,,,,,,
"540","14026",,1711.74,,362,,,,,,,,,,,,,,,,,,,,,,,,
"541","14027",,107,,,,,,93.49,,,96.77,,,,,,,,,,431.29,,50.88,,,,,
"542","14028",,,,29,,,,,,,,,,,,,,,,,,,,,,,,
"543","14029",730,,,54,,,,,,,38,,,,,,,,,,220,,,,6,,,
"544","14030",25,,,15,,,,,,,,,,,,,,,,,215,,54,,575,,,
"545","14031",,,,31.5,,,,,,,,,,,,,,,,,,,,,,,,
"546","14032",,228.3,,103,,,,,,,,,,,,,,,,,,,,,,,,
"547","14033",405,228,,20,,,,12,,,80,,,,,,,,,,1050,,56,,450,,,
"548","14034",33,,,,,,,2,,,,,,,,,,,,,,,9,,,,,
"549","14035",110,,,230,,,124,,,,530,,,,,,,,,,,,50,,,,,
"550","14036",308,32,,15,,,,12.5,,,5,67,,,,,,,,,,,5,,595,,,
"551","14037",123.5,,,,,,,,,,,,,,,,,,,,16,,21,,,,,
"552","14038",97,3,35,42,,,,,,,6,,,,,,,,,,15,,,,,,,
"553","14040",326,,,78,,,,,,,47,,,,48,,,,,,115,,,,,,,
"554","14041",,,,193,,,,,,,41,,,,,,,,,,,,,,,,,
"555","14042",,,,308,,,,,,,42,,,,,,,,,,,,,,,,,
"556","14043",,,,,,,,133.18,,,,,,,953,,120,,,105,506.8,,33.98,,,,,
"557","14044",80,18,,300,,,,,,,,,,,,,,,,,75,,,,1700,,,
"558","14045",150,46,,26,,,,,,,,25,,,2,,,7.5,,,,,,,,,,
"559","14046",,,,240,,,,,,,,,,,,,,,,,,,,,,,,
"560","14047",397,,,235,,,138,,,,,,,,,,,,,,2845,,,,1740,,,
"561","14048",7700,98,,113,,,,,,,,,,,,,,,,,123,,,,67,,,
"562","14049",,,,,,,,,,,80,,,,,,,,,,650,,,60,,,,
"563","14050",198,30,,,,,,65,1550,,36,,,,,,,,,,310,,28,,,,,49
"564","14051",169,,,123,,,,,,,,,,,,,,,,,160,,,,420,,,
"565","14052",323,,,5,,,,,,,3.4,,,,,,,,,,,,,,,,,
"566","14053",45,,,2668,,,,81,,,225,,,,,,,,,,410,,,,,,,
"567","14054",387.22,1.5,,,,,,25,,,3,,,,8,,2,,,,41,,1,,,,,
"568","14055",645,10,,38,,,,,,,5,,,,,,,,,,12,,,,8,,,
"569","14057",,277.15,,135,,,,,,,,,,,,,,,,,,,,,,,,
"570","14058",30,115.45,140,323,,,,495,,,5,,,,2,,,,,,12,,,,480,,,
"571","14059",,617.78,,466,,,,6,,,,,,,,,,,,,,,,,,,,63.5
"572","14060",130,,,30,,,,,,,241,,,,,,,3,,,,,,,,,,
"573","14061",4,,,16,,,,,,,16,,,,,,,,,,,,,,,,,
"574","14062",99,14,,46,,,,,,,1,,,,,,,,,,8,,,,,,,
"575","14063",264,1,,371,,,,,,,,390,,,,,,,,,,,,,2670,,,
"576","14064",,,,420,,,,11,,,6929,,,,,,,,,,,,,,1740,,,
"577","14065",2217,48,,,,,,,,,,,,,,,,,,,14,,,,,,,
"578","14066",150,,,85,,,,20,,,,310,,,,,,,,,48,,62,,3150,,,
"579","14067",,15,109,,,,,8.25,,,1520.31,,,,40,,,,,12.3,407.69,,5.48,,,,,
"580","14068",70,110,,,,,,16.55,,,181.5,,,,182.5,,27,,,,,,,,,,,
"581","14069",,616.98,,127,,,,,,,,,,,,,,,,,,,,,212,,,
"582","14070",60,,,8,,,,,,,,,,,,,,,,,10,,,,,,,
"583","14071",452,4,,18,,,,,,,4,,,,312,,,,,,,,,,,,,
"584","14072",915,,,200,,,,,,,12,,,,,,,,,,56,,,,62,,,
"585","14073",,,,440,,,,,,,,,,,,,,,,,,,,,,,,
"586","14074",106,,,68,,,,,,,,,,,,,,,,,,,,,,,,
"587","14075",9,11,,,,,,,,,5,,,,,,,,,,,,,,2,,,
"588","14076",2,,,8,,,,,,,,,,,,,,,,,,,,,,,,
"589","14077",456,13.6,812,,,,,6,,,1.8,,,,,,,,,,10.96,,13.7,,30.2,,,
"590","14078",85,,,385,,,,,,,,,,,,,,,,,,,,,,,,
"591","14079",338.63,1463.33,,366,,,20,,10,,,,,,,,,,,,18,,8.5,,20,,,6
"592","14080",83,30,,,,,,,,,43,,,,,,,,,,4,,,,,,,
"593","14081",,9,,198,,,,,,,88,,,,,,,5,,,,,,,,,,
"594","14082",305,907.5,,9,,,333,38,221,,282,,,,,,,21,,,99,,15,,393,,,5
"595","14083",385,48,,12,,,,,165,,5,,,,3,,,,,,,,102,,,,,3
"596","14084",18.5,22,,10,,,,29,,,12,,,,46,,,,,8,,,2,,,,,
"597","14085",,998,,,,,,,,,37,,,,,,32,,,,,,44,,,,,6
"598","14086",,680,,1452,,,275,,0.45,22,,,,,,,,,,,,,,,,,,
"599","14087",350,189,,,,,,,,,,,,,,,1,,,,133,,,,,,,
"600","14088",226,60,,5,,,,,,,5.5,,,,,,,,,,,,,,,,,
"601","14089",107,76.1,,4,,,,,,,78.78,,,,,,,,,,319.35,,,,,,,
"602","14090",264,7.4,,10,,,,,,,7.5,,,,,,,,,,,,,,,,,
"603","14091",45,,,287,,,,,,,260,,,,,2,,,,,,,1,,,,,
"604","14092",274.19,50.55,,155,,,826,3.47,31,,127,,,,,,,,,,2250.02,,17.37,,490,,,3
"605","14093",2922.43,220,,70,,,,,,,32,,,,,,,,,,50,,,,,,,
"606","14094",4425,21,,,,,,,,,11.5,,,,184,,,,,,63,,,,,,,
"607","14095",478,2,,,,,,,,,5,,,,,,,,,,,,,,,,,
"608","14096",104,20,,,,,,123,85,,76,,,,,,,,,,,,143,,,,,20
"609","14097",193.75,25.5,,115,,,,,,,,,,,,,,,,,165,,,,,,,
"610","14098",,8,,25,,,,,,,72,,,,,,,,,,5,,,,,,,
"611","14099",1368.94,102.5,,,,,,58,,,79,,,,,,,,,,993,,135,,,,,
"612","14100",,,1274.12,,,,,509.95,,,31.11,,,,4348.03,,,,,120,164.06,,37.55,,,,,
"613","14101",78,,,,,,,,,,,,,,,,,,,,17,,,,,,,
"614","14102",1250,,,,,,,,,,,,,,,,,,,,135,,20,,,,,
"615","14103",530,876,,,,,,,,,4,,,,,,4,,,,45,,3,,,,,
"616","14104",4,,,700,,,,,,,32,,,,,,,,,,,,,,,,,
"617","14105",641,25,,858,,,,,,,,,,,,,,,,,950,,,,900,,,
"618","14106",721,,,,,,,36,,,8,,,,,,,,,,95,,170,,,30,,
"619","14107",25,44,,,,,,10,230,,,,,,1,,,,,,90,,18,,,,,43
"620","14108",1260,1030,,,,,,20,195,,2,,,,,,4,,,,60,,,,,,,125
"621","14109",48,,,120,,,,,,,,,,,,,,,,,44,,,,,,,
"622","14110",181,,,25,,,,76,,,,,,,,,,,,,60,,3,,420,,,
"623","14111",50,,,50,,,,,,,,,,,,,,,,,10,,,,,,,
"624","14112",,69.9,,44,,,,,,,,,,,,5,,,,,,,,,,,,
"625","14113",3030,2083.89,,54,,,,510,,,42,,,,,,,,,,500,,242,,,,,
"626","14114",360.6,32.82,,10,,,,,,,,,,,,,,,,,985,,,,,,,
"627","14115",3,,,98,,,,,,,36,,,,,,,,,,,,,,,,,
"628","14116",36,,,73,,,,,,,60,,,,,,,,,,,,4,,41,,,
"629","14117",712,,,54,,,,,,,,,,,,,,,,,,,,,,,,
"630","14118",1100,36,,35,,,,,,,291,,,,,,,,,,,,,,,,,
"631","14119",510,38.1,,,,,,25.3,98.66,,182,,,,,,2.25,,,,4630,,10.54,,69,,,18.8
"632","14120",375.3,25,,37,,,,,,,18,,,,95,,,,,,,,,,,,,
"633","14121",277,973.85,,,,,,10.5,300.25,,16,,,,,,,,,,50,,4.2,,,,,90
"634","14122",268,584,,,,,,,,,18,,,,,,,,,,590,,,,,,,
"635","14123",40,,,93,,,,,,,,80,,,,,,,,,207,,,,3350,,,
"636","14124",371,30,,68,,,,,,29,,,,,,,,,,,48,,,,65,,,
"637","15001",,,,2800,,,,,,,17,,,,,,,,,,,,6.5,,199,,,
"638","15002",,,,295.5,,,281,,,,103,,,,,,,,,,,,2.25,,,,,
"639","15003",,,,1680,,,,,,,12.75,,,,,,,,,,,,,,50.9,,,
