"","cve_mun","Agave","Aguacate","Arroz palay","Avena forrajera en verde","Cacao","Canola","Cebada grano","Chile verde","Frambuesa","Fresa","Frijol","Girasol","Higuerilla","Jatropha","Mango","Manzana","Naranja","Nuez","Palma africana o de aceite","Papaya","Sorgo grano","Soya","Tomate rojo (jitomate)","Toronja (pomelo)","Trigo grano","Uva","Vainilla","Zarzamora"
"640","15004",,524,,301.3,,,,18.5,,48.7,138,,,,,8,,,,,,,36.1,,,,,
"641","15005",,,,2101,,10.5,,,,,7,,,,,,,,,,,,18,,,,,
"642","15007",,24.5,,256,,,,,,,,,,,,,,,,,,,,,,,,
"643","15008",,141.86,,,,,,8.5,,,2,,,,15.5,,15,,,,,,,,,,,
"644","15009",,,,179,,,,,,,3.5,,,,,,,10,,,,,,,55,,,
"645","15010",,,,419.5,,,320,,,,52,,,,,,,,,,,,0.51,,83,,,
"646","15011",,,,199,,,44,,,,21,,,,,0.6,,,,,,,0.85,,7,,,
"647","15012",,,,13.44,,,,,,,,,,,,,,,,,,,,,,,,
"648","15013",,,,13,,,,,,,,,,,,,,,,,,,,,,,,
"649","15014",,,,218.5,,,12.5,,,,,,,,,,,,,,,,6,,41,,,
"650","15015",,147,,101,,,,,,,36,,,,,,,20,,,,,83,,10,,,
"651","15016",,,,300,,,8150,,,,150,,,,,,,,,,,,,,,,,
"652","15017",,,,198,,,,,,,5,,,,,,,,,,,,,,71,,,
"653","15020",,,,7,,,,,,,,,,,,,,,,,,,,,,,,
"654","15021",,2060,,2718.5,,,,20,,,71,,,,,,,,,,,,101,,,,,
"655","15022",,,,20,,,,,,,13.5,,,,,,,,,,,,0.12,,107,,,
"656","15023",,,,87.2,,,,,,,30.15,,,,,,,,,,,,,,,,,
"657","15024",,,,103,,,,,,,0.87,,,,,,,,,,,,0.71,,,,,
"658","15025",,,,250,,,25,,,,113,,,,,,,,,,,,0.18,,190,,,
"659","15026",,,,540,,,,,,,,,,,,,,,,,,,,,,,,
"660","15027",,,,17,,,,,,,,,,,,,,,,,,,,,,,,
"661","15028",,,,137,,,,,,,12,,,,,,,,,,,,0.75,,,,,
"662","15029",,,,631.2,,,30,,,,171,,,,,,,,,,,,0.3,,223,,,
"663","15030",,,,17,,,,,,,1,,,,,,,,,,,,0.14,,,,,
"664","15031",,,,,,,,,,,20,,,,,,,,,,,,0.8,,,,,
"665","15032",,1128.36,,685,,,6.5,,,,78,,,,,2.5,,,,,,,,,8.5,,,
"666","15033",,,,4.5,,,1.2,,,,1.7,,,,,,,,,,,,,,,,,
"667","15034",,34,,82,,,,,,,8.5,,,,,,,,,,,,,,,,,
"668","15035",,,,583,,,400,,,,318.06,45,,,,,,,,,,,0.2,,47,,,
"669","15036",,,,,,,3826,,,,58,70,,,,,,,,,,,,,156,,,
"670","15037",,,,50,,,,,,,,,,,,,,,,,,,,,,,,
"671","15038",,,,190,,,,,,,,,,,,,,,,,,,0.1,,,,,
"672","15039",,,,1192,,,80,,,,170,,,,,,,,,,,,3.5,,1950,,,
"673","15040",,37,,50.9,,,,,,51.7,277.1,,,,,,,,,,,,34.7,,,,,
"674","15041",,134,,14.5,,,,,,,298,,,,,,,,,,,,3,,,,,
"675","15042",,,,16,,,,,,,,,,,,,,,,,,,10.5,,,,,
"676","15043",,,,593.04,,,,,,,,,,,,,,,,,,,,,,,,
"677","15044",,,,19.86,,,,,,,4,,,,,,,,,,,,0.08,,,,,
"678","15045",,,,1225,,,,,,,20.75,,,,,14,,,,,,,,,335,,,
"679","15046",,,,97.6,,,,,,,,,,,,,,,,,,,0.05,,,,,
"680","15047",,,,693,,,,,,,,,,,,,,,,,,,,,,,,
"681","15048",,,,803,,,,,,,,,,,,,,,,,,,83,,,,,
"682","15049",,135.1,,,,,,,,,,,,,,,,2,,,,,,,,,,
"683","15050",,,,107,,10,104,,,,27,,,,,,,10,,,,,,,161,,,
"684","15051",,,,,,,,,,,,,,,,1,,,,,,,1.5,,,,,
"685","15052",97,224,61.1,61,,,,3.5,,,76.5,,,,115.5,1,,,,3,63,,15.5,,,,,
"686","15053",,,,176,,,,,,,1.68,,,,,,,,,,,,2,,,,,
"687","15054",,,,7,,,,,,,,,,,,,,,,,,,3,,,,,
"688","15055",,,,17.15,,,,,,,,,,,,,,,,,,,,,,,,
"689","15056",,,,1450,,,45,,,,,,,,,,,,,,,,2,,135,,,
"690","15057",,,,397.5,,,,,,,,,,,,,,,,,,,0.2,,,,,
"691","15059",,,,225,,,100,,,,17,5,,,,,,,,,,,0.5,,,,,
"692","15060",,,,1265,,,,,,,22,,,,,,,,,,,,2,,,,,
"693","15061",,,,251,,,2090,,,,80,,,,,,,,,,,,,,11.5,,,
"694","15062",,,,,,,,,8.5,,,,,,,0.5,,,,,,,,,,,,
"695","15063",,191,,1265,,,,,,,162,,,,,,,,,,,,,,,,,
"696","15064",,,,570.5,,,,,1.5,,,,,,,37,,,,,,,,,,,,
"697","15065",,,,140.5,,,3853,,,,82.5,,,,,,,,,,,,,,10.5,,,
"698","15066",,6,,21,,,,,,,4.85,,,,28,,,,,,,,,,,,,
"699","15067",,,,20.5,,,,,,,,,,,,3,,,,,,,,,,,,
"700","15068",,50,,185,,,,,,,23,,,,,5,,,,,,,180,,114,,,
"701","15069",,,,49,,,10,,,,4.5,,,,,,,,,,,,,,,,,
"702","15070",,,,46,,,3,,,,38,,,,,,,,,,,,,,33,,,
"703","15071",,,,1020,,,25,,,,10.75,,,,,,,,,,,,,,93.8,,,
"704","15074",,,,651,,,,,,,,,,,,33.5,,,,,,,10.3,,,,,
"705","15075",,,,22.5,,,15,,,,93.5,,,,,,,,,,,,0.62,,,,,
"706","15077",,263,,85.3,,,,,,,4.3,,,,,,,,,,,,3.5,,,,,
"707","15078",,7,,,,,,,,,42,,,,67,,,,,,,,3,,,,,
"708","15079",,,,280,,,,,,,19,,,,,,,,,,,,,,108.5,,,
"709","15080",,220,,167,,,,45,,,199.2,,,,73,,2,,,,,,,,,,,
"710","15081",,,,185.5,,,1280,,,,149,14,,,,,,,,,,,3.5,,,,,
"711","15082",,54.75,,,,,,2,,,9,,,,15,,3,,,3,,,10,,,,,
"712","15083",,,,12,,,,,,,11,,,,,,,,,,,,,,6,,,
"713","15084",,,,281,,,7503,,,,150,,,,,,,,,,,,,,210,,,
"714","15085",,,,765,,,,,,,,,,,,,,,,,,,6.6,,184,,,
"715","15086",,1489,,942,,,,,,,,,,,,,1,,,,,,14.25,,,,,
"716","15087",,,,110,,,,,,,,,,,,,,,,,,,3,,,,,
"717","15088",20,859,,229.5,,,,9,1,,130.1,,,,,0.5,,11,,,,,4,,,,,1
"718","15089",,,,32,,,18,,,,4,,,,,,,,,,,,,,5,,,
"719","15090",,15,,,,,,,,,,,,,,14,,38,,,,,,,,,,
"720","15091",,,,242,,,,,,,1.71,,,,,,,,,,,,1.1,,,,,
"721","15092",,,,83,,,25.5,,,,108,,,,,,,,,,,,,,,,,
"722","15093",,,,432,,,998,,,,25,,,,,0.2,,,,,,,1.1,,170,,,
"723","15094",,36,,97,,,,,,,53,,,,,,,,,,,,184,,,,,
"724","15095",,,,737,,,,,,1.8,110.08,,,,,,,,,,,,4.9,,,,,
"725","15096",,,,537.5,,,205,,,,74,,,,,,,,,,,,1,,65,,,
"726","15097",,11,,1446,,,,,,,,,,,,,,,,,,,,,,,,
"727","15098",,,,4.35,,,,,,,,,,,,,,,,,,,,,,,,
"728","15099",,,,4124,,,31,,,,121.5,,,,,3.5,,,,,,,25,,95,,,2.5
"729","15100",,,,27,,,1,,,,27.5,,,,,,,,,,,,,,,,,
"730","15101",,,,195.3,,,,,,,,,,,,,,,,,,,,,,,,
"731","15102",,,,515,,,,,,,,,,,,3,,,,,,,,,,,,
"732","15103",,,,167.5,,,,,,,2.5,,,,,,,,,,,,,,140,,,
"733","15104",,,,,,,,,,,3,,,,,,,,,,,,,,,,,
"734","15105",,,,,,,,,,,,,,,40,,3.5,,,0.5,,,,,,,,
"735","15106",,,,32,,,,,,,,,,,,,,,,,,,7.5,,,,,
"736","15107",5,,,17.4,,,,11.6,,,205.1,,,,,,,,,,27,,60,,,,,
"737","15108",,,,70,,,,,,,0.94,,,,,,,,,,,,0.71,,,,,
"738","15109",,,,33,,,,,,,,,,,,,,,,,,,,,,,,
"739","15110",,255,,546,,,,,17,13,2,,,,2,,,,,,,,6,,,,,11
"740","15111",,410.85,,2780,,3.5,,,,,,,,,,,,10,,,,,5.01,,3,,,
"741","15112",,,,428,,,,,2,,10.3,,,,,5,,,,,,,,,,,,5
"742","15113",,273,,32.5,,,,,,152,23.5,,,,,,,,,,,,10,,,,,
"743","15114",,,,3683,,20,,,4,,,,,,,2,,0.75,,,,,1,,,,,
"744","15115",,,,16.5,,,,,,,,,,,,4,,,,,,,,,,,,
"745","15116",,2,,7,,,,,,,4.25,,,,5.5,,,,,,,,,,,,,
"746","15117",8,14,,37,,,,,,,524,,,,,,,,,,65,,70.6,,,,,
"747","15118",,,,241.4,,,,,,,,,,,,3,,,,,,,,,,,,
"748","15119",30,,7.5,23.8,,,,15,,80,68.1,,,,,,,,,,,,46,,,,,
"749","15120",,,,937.5,,,1000,,,,90,11,,,,,,,,,,,2,,45,,,
"750","15121",,,,200,,,,,,0.4,1.38,,,,,,,,,,,,0.92,,,,,
"751","15122",,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,
"752","15123",,95,,,,,,8.5,,,3.25,,,,6,,1.5,,,,,,85.5,,,,,
"753","15124",,,,2400,,,,,,,,,,,,,,,,,,,5.2,,,,,
"754","15125",,,,370,,61,,,,,,,,,,,,,,,,,1,,,,,
"755","16001",10,1856,,239,,,,,,,,,,,,7,,,,,,,,,,,,
"756","16002",,90,,,,,,232,,,3,,,,114,,,,,16,859,,653,,,,,
"757","16003",,9,,455,,,,36,,3,,,,,,,,,,,220,,52,,700,,,
"758","16004",,,,850,,,50,,,320,9,,,,,,,,,,1720,,,,3100,,,
"759","16005",,,,73,,,,,,,,,,,,10,,,,,,,,,,,,
"760","16006",,451.82,17,,,,,,,,,,,,969.64,,65,,,228,3311,,70,425,,,,
"761","16007",,,,117,,,,,,,,,,,,,,,,,,,,,,,,
"762","16008",,5,,,,,,,,,222,,,,306,,,,,445,236,,18,,,,,
"763","16009",,15888,,210,,,,,,,13,,,,150,,6,,,,,,,,,,,504
"764","16010",,,,,,,,,,,54,,,,,,,,,,985,,,,,,,
"765","16011",16,,,40,,,900,45,,,19,,,,,,,,,,630,,57,,510,,,
"766","16012",,,,,,,,,,,,,,,493,,18,,,1167,1734,,,397,,,,
"767","16013",,,,,,,,101,,,,,,,42,,,,,4.5,563.5,,,,,,,
"768","16014",,,,,,,,90,,,10,,,,652,,,,,184,235,,24,,,,,
"769","16015",,850,,,,,,19,,,99,,,,,,,,,,68,,57,,,,,
"770","16016",,,,382,,,,,,,,,,,,,,,,,280,,,,21,,,
"771","16017",1,,,3012,,,,,,17,420.4,,,,,10,,,,,109,,,,163,,,16
"772","16018",,2,,52,,,,,,,34,,,,,,,,,,26,,141,,,,,
"773","16019",65,2486,,,,,,,,,,,,,,,,,,,16,,,,,,,
"774","16020",8,,,82,,,,2,,,87.2,,,,,,,,,,75,,8,,76,,,
"775","16021",,1200,,1400,,,,,,,,,,,,3,,,,,,,,,,,,
"776","16022",3,135,,62,,,,,,,13,,,,,,,,,,18,,,,15,,,
"777","16023",,,,,,,,14,,144,40,,,,,,,,,,940,,60,,390,,,
"778","16024",,,,1100,,,,,,,,,,,,5,,,,,,,,,,,,
"779","16025",,621,,275,,,,,,500,,,,,,,,,,,,,,,117,,,20
"780","16026",,123,,,,,,,,,57,,,,8,,,,,185,75,,5,,,,,
"781","16027",,,,78,,,,,,,36,,,,,,,,,,400,,8,,,,,
"782","16028",255.4,,,8,,,,,,15,30,,,,,,,,,,900,,1,,280,,,
"783","16029",,,,,,,,,,,1,,,,75,,,,,184,2200,,67,,,,,
"784","16030",,,,,,,,77,,35,95,,,,,,,,,,640,,125,,1000,,,
"785","16031",,,,1353,,,8,,,,79,,,,,8.5,,,,,,,,,81,,,5
"786","16032",,632,,749,,,,,,,,,,,,,,,,,,,,,153,,,
"787","16033",,,1700,,,,,,,,,,,,4599.7,,2,,,21,769.5,,38,4,,,,
"788","16034",,45,,746,,,,,,60,6.5,,,,,4,,,,,172.3,,44,,23,,,
"789","16035",,,,,,,,,,,199,,,,520,,7,,,285,3850,,210,40,,,,
"790","16036",35,,,88,,,,,,,32,,,,,,,,,,50,,5,,140,,,
"791","16037",,,,355,,,,,,,,,,,,,,,,,1750,,,,,,,
"792","16038",,,,,,,,24,,,6,,,,102,,,,,38,3500,,17,,,,,
"793","16039",,199,,127,,,,,,144,,,,,,,,,,,,,,,11,,,
"794","16040",,4,,43,,,,20,,,50,,,,,,,,,,61,,,,710,,,
"795","16041",,179,,134.3,,,,,2,15,,,,,,,,,,,,,7,,9,,,
"796","16042",,,,48,,,,,38,661,100,,,,,,,,,,590,,92,,1150,,,
"797","16043",,,,,,,,43,155,1289,95,,,,,,,,,,85,,105,,45,,,155
"798","16044",140,140,,800,,,,,,12,,,,,,,,,,,1550,,,,48,,,
"799","16045",210,150,,157,,,7,53,,115,56.5,,,,,,,,,,531,,176,,210,,,36
"800","16046",1,40,,,,,,,,,,,,,,,,,,,4,,8.35,,,,,
"801","16047",,23.5,,39,,,,,,,152,,,,46,,,,,,85,,74,,72,,,
"802","16048",,18,,139,,,,,,196,,,,,,,,,,,,,,,11,,,
"803","16049",223,1500,,185,,,,,,,,,,,,,,,,,10,,,,35,,,
"804","16050",86,9,,2550,,,,45,,502,259.3,,,,,34.5,,,,,223,,,,102,,,14.5
"805","16051",36,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,4
"806","16052",,,,,,,,3,,,,,,,3436,,,,,22,,,6,,,,,
"807","16053",320,1285,,452,,,,,,110,,,,,,10,,,,,10,,,,162,,,
"808","16054",,,,485,,,,,,,,,,,,,,,,,,,,,,,,
"809","16055",,,21,,,,,49,,,,,,,3778.35,,37,,,83,975,,359,2288,,,,
"810","16056",,,,1850,,,,,,,,,,,,4,,,,,,,,,,,,
"811","16057",,3.5,,,,,,,,,63,,,,13.5,,,,,3,586,,,,,,,
"812","16058",,6950,,,,,,,,,,,,,,,,,,,,,,,,,,
"813","16059",,293.35,49,,,,,,,,,,,,2747.5,,,,,25,153,,,,,,,13
"814","16060",40.5,,,6,,,,,,,90,,,,,,,,,,110,,13,,2122,,,
"815","16061",,83,,251,,,,,,,,,,,,8,,,,,,,,,12,,,
"816","16062",44,5.39,,25,,,330,19,,248,101,,,,,,,,,,850,,75,,590,,,
"817","16063",,,,410,,,,,,720,115,,,,,,,,,,755,,,,360,,,
"818","16064",,393,838,,,,,74,,,15,,,,1855.1,,37,,,183,1374,,513.8,1500,,,,
"819","16065",,,,1151,,,,,,,,,,,,6,,,,,,,,,,,,
"820","16066",,786,,746,,,,,,,37,,,,,,,,,,,,,,32,,,
"821","16067",,,,16,,,30,,,96,44,7,,,,,,,,,3000,,,,2930,,,
"822","16068",144,12562,,,,,,,45,,,,,,,,,,,,,,,,,,,2182
"823","16069",443.5,,,6,,,4,22,,66,70,,,,,,,,,,1890,,7,,820,,,
"824","16070",,848.74,,330,,,,,,20,,,,,,,,,,,,,,,42,,,
"825","16071",,,,50,,,220,,,130,,,,,,,,,,,2950,,,,3550,,,
"826","16072",341,23,,510,,,40,,,,,,,,,,,,,,100,,,,914,,,
"827","16073",,193,,822,,,,,,,,,,,,,,,,,,,,,55,,,
"828","16074",60,,,30,,,,44,,,59,,,,,,,,,,,,62,,,,,
"829","16075",153,5807,,184,,,,,116,,,,,,,,,,,,10,,,,,,,5088
"830","16076",117,10,,8,,,10,29,,,2.5,,,,20,,,,,,350,,55,,45,,,
"831","16077",,,,,,,,25,,,,,,,1251,,,,,33,2090,,115,,,,,
"832","16078",10,,,52,,,,,,,97.2,,,,,,,,,,47,,,,890,,,
"833","16079",,16138,,975,,,,,12,,14,,,,,,,,,,,,3.5,,,,,203
"834","16080",2.5,,,1422,,,,,,,75.3,,,,,0.5,,,,,16,,,,147.5,,,
"835","16081",,200,,,,,,,,,17.5,,,,,,,,,,5,,,,,,,
"836","16082",,16935,,410,,,,169,,,149,,,,40,5,15,,,,53,,590,,,,,1152
"837","16083",,23378,,23,,,,,,,21,,,,,,,,,,,,9,,,,,
"838","16084",,3053,,6,,,,18,41,70.5,49,,,,,,,,,,156,,52,,100,,,
"839","16085",,2129.48,,217,,,,,239,1516,,,,,,,,,,,20,,35,,309,,,612.75
"840","16086",20,,,110,,,300,717,,,19,,,,,,,,,,960,,409,,1200,,,
"841","16087",,1100,,,,,,,,,,,,,160,,,,,,,,,,,,,170
"842","16088",,20,,193,,,,16,,,96,,,,,,,,,,135,,16,,68,,,
"843","16089",,17,764,,,,,,,,,,,,1329.78,,,,,130,9159,,,153,,,,
"844","16090",,3905,,700,,,,,,,,,,,,,,,,,,,,,,,,
"845","16091",14,5189.7,,44,,,,,,,,,,,,,,,,,5,,,,,,,14
"846","16092",,,,,,,,,,,18,,,,15,,,,,10,900,,10,,,,,
"847","16093",,,,821,,,,,,,36.5,,,,,6,,,,,,,,,47,,,
"848","16094",,200,,30,,,,,,25,,,,,,,,,,,45,,,,110,,,20
"849","16095",150,996,,,,,,,,,,,,,,,,,,,,,,,,,,479
"850","16096",,,,,,,,,,,,,,,35,,,,,73,2300,,15,,,,,
"851","16097",,5755,,20,,,,19,,,259,,,,168,,,,,6,852,,116,,,,,80
"852","16098",2,337,,396,,,,,,88,280,,,,,,,,,,169,,111.7,,211,,,18
"853","16099",,160,,,,,,,,,17,,,,5,,,,,,919,,44,,,,,
"854","16100",,48,,721,,,,,,,19,,,,,,,,,,,,,,22,,,
"855","16101",228,46,,,,,,110.7,,,16,,,,221,,,,,,,,44,,,,,
"856","16102",,15101,,,,,,12,,,18,,,,45,,,,,,20,,62,,,,,135
"857","16103",80,,,30,,,300,28,,,53,,,,,,,,,,495,,74.5,,600,,,4
"858","16104",145,,,20,,,16,12.53,,,119,,,,4.37,,2.37,,,,1060,,202,,217,,,32
"859","16105",50,,,104,,,920,217,,40.2,22,,,,,,,,,,78,,278,,4916,,,
"860","16106",15,,,88,,,360,1530,,,30,,,,,,,,,,1378.83,,543,,1989,,,
"861","16107",,2305,,830,,,,,,,,,,,,,,,,,571,,,,,,,
"862","16108",,,,76,,,92,230,641,3192,326,,,,,,,,,,800,,158,,1190,,,215
"863","16109",51.5,,,,,,,,,,30,,,,,,,,,,1000,,,,,,,
"864","16110",,115,,400,,,7,,,,,,,,,10,,,,,66,,,,460,,,
"865","16111",,4450,,18,,,,8,,,20,,,,,,25,,,,,,35,,,,,800
"866","16112",2,1328.5,,584,,,,,,42,,,,,,6,,,,,,,,,11,,,61.5
"867","16113",,,,52,,,1100,,,10,8,,,,,,,,,,4705,,,,8390,,,
"868","17001",,,,,,,,,,,,,,,22,,2.5,,,8,994.5,,9,,,,,
"869","17002",,,,,,,,23.7,,,23.2,,,,,,,,,,288,,822,,,,,
"870","17003",,,,,,,,,,,,,,,,,,,,27,2993,,5.3,,,,,
"871","17004",,,84.3,,,,,3.7,,,68.8,,,,,,,,,,2464,,19.5,,,,,
"872","17005",,,18.6,,,,,36.5,,,27.3,,,,52,,,,,,550,,29.1,,,,,
"873","17006",,,300,,,,,,,,35.7,,,,,,,,,10.5,1680,,,,,,,
"874","17007",,170,18,,,,,,,,202.7,,,,,,,,,,150,,43.7,,,,,
"875","17008",,,224.5,,,,,,,,15.5,,,,5,,,,,,120,,18.7,,,,,
"876","17009",,6.4,,1900,,,,,,,,,,,,3,,,,,,,,,,,,
"877","17010",,,30.5,,,,,,,,28.4,,,,,,,,,,3947,,26.9,,,,,
"878","17011",,,3.5,,,,,,,,,,,,,,,,,,,,22.6,,,,,
"879","17012",,,200,,,,,,,,,,,,8,,74,,,,1314.1,,31,,,,,
"880","17013",,,,,,,,,,,29.5,,,,35,,,,,,3460,,31.6,,,,,
"881","17014",,,93,,,,,2,,,20,,,,20,,,,,25,205,,32.2,,,,,
"882","17015",57,,,,,,,12.9,,,27.5,,,,41.5,,,,,,1221.7,,22.8,,,,,
"883","17016",,1610,,11,,,,,,,82,,,,,3,,,,,600,,21.6,,,,,
"884","17017",,,14,,,,,2.5,,,,,,,63,,27,,,8.3,1189,,,,,,,
"885","17018",,,95,,,,,,,,61,,,,,,,,,,279,,3,,,,,
"886","17019",,,,,,,,4.5,,,35.5,,,,,,40,,,15.2,4017.5,,74.7,,,,,
"887","17020",2,52,,100,,,,,,,23.8,,,,,,,,,,25,,255,,,,,
"888","17021",,,41,,,,,2.1,,,,,,,40,,,,,,305,,3,,,,,
"889","17022",,1590,,10,,,,3,,,130,,,,,,,4,,,,,3,,,,,11.5
"890","17023",,252,,600,,,,,,,,,,,,2,,,,,,,,,31,,,
"891","17024",,,26,,,,,,,,,,,,44.3,,16.2,,,20,465,,,5,,,,
"892","17025",,,15,,,,,,,,,,,,8,,20,,,8.8,756,,,,,,,
"893","17026",4,77,,,,,,0.8,,,38.7,,,,3,,,,,,,,244.9,,,,,
"894","17027",,109,,300,,,,,,,34.9,,,,,,,,,,,,429,,100,,,
"895","17028",,,101,,,,,,,,,,,,11,,,,,,172,,5,,,,,
"896","17029",,11,30,,,,,,,7,17.4,,,,1,,,,,,145,,16.5,,,,,
"897","17030",,406,,,,,,6.5,,,49.8,,,,,,,,,,4100,,174.2,,,,,
"898","17031",,,24,,,,,,,,,,,,,,,,,,20,,,,,,,
"899","17032",,,,,,,,,,,21.5,,,,,,,4,,,1050,,1.1,,,,,
"900","17033",,,,,,,,,,,19.8,,,,,,,4,,,558,,20,,,,,
"901","18001",,,,,,,,15,,,2814,,,,1814,,3,,,,8003,,19,,,,,
"902","18002",870,19,,,,,,3,,,0.5,,,,1,,3,,,,,,,,,,,
"903","18003",287,5,,,,,,,,,2.5,,,,7,,3,,,8,42,,,,,,,
"904","18004",85,33.5,,,,,,56,,,4473,,,,4566,,11,,,,1848,,46,,,,,
"905","18005",,,,,,,,,,,69,,,,,,,,,,4,,,,,,,
"906","18006",431,19,,,,,,9,,,,,,,5,,2,,,,,,,,,,,
"907","18007",48,157.5,,,,,,,,,11,,,,,,,,,,,,38.5,,,,,
"908","18008",35.78,2406.76,486,,,,,2,,,13,,,,236,,9.07,,,,,,,,,,,2
"909","18009",,,,,,,,,,,3,,,,18.4,,,,,,,,,,,,,
"910","18010",,,1183,,,,,516,,,6871,,,,889.4,,2.5,,,,9601,,182,,,,,
"911","18011",,6,,,,,,103,,,1029,,,,112.5,,1,,,,507,,15,,,,,
"912","18012",2,800,1065,,,,,76,,,7309.2,,,,9737.95,,24.84,,,203,22,,20,,,,,
"913","18013",3515,314,,,,,,,,,25,,,,,,,,,,10,,,,,,,
"914","18014",918,56,,,,,,5,,,,,,,3,,10,,,,10,,43,,,,,
"915","18015",,,7118.2,,,,,103,,,20308,,340,,3854.29,,,,,36,3399,,79,,,,,
"916","18016",,,,,,,,14,,,6228,,,,2057,,,,,10.5,25767.39,,38,,,,,
"917","18017",99.66,2310.22,,,,,,39.5,,,29,,,,2479.07,,19.25,,,4,,,18,,,,,
"918","18018",,,,,,,,100,,,8511,,,,25,,,,,,4035,,60,,,,,
"919","18020",,2.5,465,,,,,3,,,189,,,,790,,,,,6,38,,2,,,,,
"920","19001",,,,,,,,,,,,,,,,,,4,,,,,,,,,,
"921","19002",,,,,,,,,,,,,,,,,,,,,100,,,,,,,
"922","19003",,,,,,,,,,,,,,,,,,,,,70,,,,,,,
"923","19004",,,,,,,,,,,,,,,,,1362,8.9,,,,,,8,,,,
"924","19005",,,,35,,,,,,,75,,,,,,,,,,427.4,838.2,,,1119,,,
"925","19006",,,,,,,,,,,,,,,,,,6.6,,,,,,,,,,
"926","19007",,343,,190,,,,50,,,77,,,,,67,,256,,,,,50.65,,420,,,
"927","19008",,17,,7,,,,,,,,,,,,,,610.25,,,,,,,,,,
"928","19009",,4,,20,,,,542,,,20,,,,,,5644.23,50,,,156,,116,139.5,7180,,,
"929","19010",,,,,,,,,,,,,,,,,,200,,,,,,,,,,
"930","19011",,,,,,,,,,,50,,,,,,,,,,,,,,,,,
"931","19012",,,,,,,,,,,,,,,,,,31,,,,,,,,,,
"932","19013",,,,,,,,,,,,,,,,,,,,,1800,496,,,810,,,
"933","19014",,,,,,,,,,,290,,,,,,,25,,,,,,,,,,
"934","19015",,,,,,,,,,,,,,,,,,,,,220,,,,130,,,
"935","19016",,,,,,,,,,,,,,,,,,24,,,200,,,,1110,,,
"936","19017",,8,,680,,,,15,,,859,,,,,530,,102,,,,,78.25,,1587,,,
"937","19018",,,,6,,,,,,,,,,,,,,195,,,,,,,,2,,
"938","19020",,,,,,,,,,,,,,,,,,,,,1770.7,62.26,,,100,,,
"939","19021",,,,,,,7,,,,,,,,,,,,,,,,,,,,,
"940","19022",,,,,,,,84,,,110,,,,,,6654.64,603.5,,,1010,4,,914,5930,,,
"941","19023",,,,,,,,,,,,,,,,,,,,,20,,,,,,,
"942","19024",,70,,145,,,,,,,21,,,,,15,,110,,,,,,,,,,
"943","19025",,,,,,,,,,,,,,,,,,11,,,,,,,,,,
"944","19027",,,,,,,,,,,,,,,,,,,,,450,,,,370,,,
"945","19029",,,,80,,,,0.25,,,,,,,,,1751,,,,12,,,150,120,,,
"946","19030",,,,75,,,,,,,30,,,,,,,,,,,,,,,,,
"947","19031",,,,,,,,,,,,,,,,,,11,,,13,,,,,,,
"948","19032",,,,5,,,,,,,,,,,,,,23,,,91,,,,,,,
"949","19033",,,,350,,,,,,,200,,,,,,2586,16,,,1130,,5,70,520,4,,
"950","19037",,,,6.5,,,,,,,18,,,,,,,4,,,,,,,,,,
"951","19038",,,,,,,,,,,,,,,,,7305,91,,,120,,1,571,908.5,,,
"952","19041",,,,,,,,,,,,,,,,,,7,,,950,,,,2380,,,
"953","19042",,,,,,,,,,,30,,,,,,20,70,,,2200,200,,,2925,,,
"954","19043",,198,,,,,,,,,,,,,,,,1199,,,,,,,,,,
"955","19044",,31.5,,20,,,,,,,,,,,,,,177.11,,,110,,2,,45,,,
"956","19045",,,,32,,,,,,,29,,,,,,,22,,,43,,,,,,,
"957","19047",,,,20,,,,,,,,,,,,,,,,,,,,,,,,
"958","19048",,0.75,,,,,,,,,,,,,,95,2,4.5,,,,,,,,,,
"959","19049",,,,,,,,,,,,,,,,720,80,,,,,,,,,,,
"960","19050",,,,21,,,,,,,,,,,,,,2,,,120,,,,80,,,
"961","19051",,5.08,,6,,,,,,,,,,,,,,216.5,,,,,,,,,,
"962","20001",,,,,,,,,,,21.5,,,,,,,,,,,,,,5,,,
"963","20002",,,,,,,,,,,30,,,,120,,,,,16,,,,,,,12,
"964","20003",,28.75,,,,,,,,,6.5,,,,,,15,,,,,,,,,,,
"965","20004",,1.75,,,,,,,,,3.5,,,,,,,,,,,,0.6,,,,,
"966","20005",,,,,,,,9,,,,,,,,,,,,,676,,,,,,,
"967","20006",,,,9.5,,,17,,,,639,,,,,,,,,,,,2,,1651,,,
"968","20007",,,,,,,,,,,5.75,,,,,,,,,,,,0.4,,,,,
"969","20008",21,,,,,,,,,,131,,,,,,,,,6,,,10,,,,,
"970","20009",,,,,,,,36,,,56,,,,,,8,,,,,,,,,,,
"971","20010",,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,
"972","20011",,,,,,,,,,,4,,,,,,,,,,,,0.3,,,,,
"973","20012",,,,,,,,,,,133.5,,,,,,,,,,,,,,,,,
"974","20013",4.5,,,,,,,,,,14.5,,,,,,,,,,,,4.04,,,,,
"975","20014",,,,,,,,,,,,,,,10,,,,,,240,,,,,,,
"976","20015",15.5,,,,,,,,,,51.4,,,,,,,,,,,,1.17,,,,,
