"","cve_mun","Agave","Aguacate","Arroz palay","Avena forrajera en verde","Cacao","Canola","Cebada grano","Chile verde","Frambuesa","Fresa","Frijol","Girasol","Higuerilla","Jatropha","Mango","Manzana","Naranja","Nuez","Palma africana o de aceite","Papaya","Sorgo grano","Soya","Tomate rojo (jitomate)","Toronja (pomelo)","Trigo grano","Uva","Vainilla","Zarzamora"
"2072","30071",,14122939.68,,,,,,,,,1758779.46,,,,,,,,,,,,,,,,,
"2073","30072",,,,,,,1324900.05,,,,1100410,,,,,1061191.8,,,,,,,,,,,,
"2074","30073",,,,,,,,3408402.55,,,10382053.5,,,,784087.5,,1981963.76,,6399991.4,372408.84,,,,,,,,
"2075","30074",,,,,,,,,,,64181.16,,,,,,,,,,,,,,,,,
"2076","30075",,,,,,,,,,,6536075,,,,3368550,,,,,1127354.75,,,,,,,,
"2077","30076",,,,,,,,5985000,,,2396394,,,,,,,,,,,,,,,,,
"2078","30077",,,,,,,,26644283.47,,,3215303.47,,,,,,1309500,,,11037100,1950160,,,,,,,
"2079","30078",,,,,,,,1018945,,,2663838.8,,,,,,4484709.84,,,,,,,,,,,
"2080","30079",,1634445.54,,,,,,,,,809999.64,,,,,,,,,,,,,,,,,
"2081","30080",,7182999.78,,,,,,,,,1268918.11,,,,,,,,,,,,,,,,,
"2082","30081",,,,,,,,,,,354200,,,,,,,,,,,,,,,,,
"2083","30082",,,,,,,,,,,843897.6,,,,,,3837738.75,,,,,,,,,,,
"2084","30083",,,,,,,,,,,7608889,,,,,,65169060,,,,,,,,,,,
"2085","30084",,,,,,,,,,,469224,,,,17808,,,,,,,,,,,,,
"2086","30085",,,,,,,,,,,1098773.34,,,,,,,,,,,,,,,,,
"2087","30086",,,,3154111.18,,,547802.98,,,,6054885.08,,,,,39779678.4,,,,,,,,,659885.27,,,
"2088","30087",,,,,,,,,,,77899.98,,,,,,,,,,,,,,,,,
"2089","30088",,,,,,,,,,,83780,,,,2880000,,,,,,,,,,,,,
"2090","30089",,,,,,,,5602800,,,1922485.94,,,,,,13127516.15,,7669975.39,,7383521.4,,,,,,,
"2091","30090",,,,,,,,2784600,,,2228284.8,,,,12160421.46,,,,,18424129.63,5e+05,,,,,,,
"2092","30091",,,,,,,,,,,490680,,,,,,31473663,,411033.83,,3619819.98,,,,,,,
"2093","30092",,1612330.8,,,,,,,,,457500,,,,,,153600,,,,,,,,,,,
"2094","30094",,,,,,,,33481829.78,,,2388712.52,,,,,,2910000,,,,,,,,,,,
"2095","30095",,,,,,,,1289600,,,673568,,,,,,,,,,,,,,,,213300,
"2096","30098",,,,,,,,,,,407479.38,,,,,,,,,,,,,,,,,
"2097","30099",,,,,,,,1650000.3,,477500,2544675.51,,,,,,,,,,,,453600,,,,,
"2098","30100",,,,,,,,4032909.28,,,5640147.34,,,,17240278.17,,4229931.48,,,26989831.08,760000,,11484472,13906809.36,,,,
"2099","30101",,,,710694,,,,,,,1044024.58,,,,,,,,,,,,,,,,,
"2100","30102",,,,,,,,,,,446712.5,,,,,,163766886.24,,,,,,,191747783.6,,,,
"2101","30103",,,,,,,,,,,40160.07,,,,,,,,,,,,,,,,,
"2102","30104",,,,,,,,1367520,,,3078775,,,,2081822.5,,2403043.94,,22111356.33,2824689.53,,,,,,,,
"2103","30105",,,,,,,,3432570.1,,,3856659.04,,,,14258180.33,,,,,12598554.68,,,,17364151.3,,,,
"2104","30107",,,,,,,,,,,1336378.55,,,,,,,,,,,,,,,,,
"2105","30108",,,,,,,,,,,3141605.6,,,,,,2248937.05,,800749.14,,,,,,,,,
"2106","30109",,,,,,,,1464903.68,,,1735355,,,,,,155936687,,,499840.4,,,,9408662.77,,,744698.6,
"2107","30110",,,,,,,,,,,759773.9,,,,,,,,,,,,,,,,,
"2108","30111",,,,,,,,,,,812801.4,,,,,,1884926.52,,,,,,,,,,,
"2109","30112",,,,,,,,,,,440140.94,,,,,,,,,,,,,,,,,
"2110","30113",,,,,,,,,,,135652.4,,,,,,,,,,,,,,,,,
"2111","30114",,,,,,,,1422000.9,,,1190839.82,,,,,,21137939.86,,,3276800.8,,,,8223757.5,,,181170,
"2112","30115",,,,443285.6,,,,,,,1344580.24,,,,,,,,,,,,,,,,,
"2113","30116",,,,,,,,,,,,,,,,,489841.47,,,,,,,,,,,
"2114","30117",,,,,,,,,,,515027.65,,,,1128080,,932138.03,,,,,,,,,,,
"2115","30118",,,,,,,,,,,124361.16,,,,,,,,,,,,,,,,,
"2116","30119",,,263340,,,,,,,,135450,,,,98280,,,,,,133755.3,,,,,,,
"2117","30120",,,,,,,,,,,,,,,,,307607.84,,,,,,,,,,,
"2118","30121",,,,,,,,,,,516841.08,,,,,,3096861.36,,,,433752,,,,,,,
"2119","30122",,,,,,,,,,,1103760,,,,631400,,327229.2,,3026262.41,2169382,,,,,,,,
"2120","30123",,,,,,,,,,,1864432.5,,,,,,88569180,,,,53083180,126029794,,,,,,
"2121","30124",,,,,,,,39890103.5,,,844569.6,,,,,,276884435.5,,,6912640.4,,,,36849532.61,,,22783680,
"2122","30125",,,,,,,,,,,403465.15,,,,4244494.15,,,,,,,,,,,,,
"2123","30126",,,,,,,,3083500,,,245727,,,,17738409.6,,,,,22161084.4,,,2048000,80112096,,,,
"2124","30127",,,,391583.5,,,,,,,1931920.12,,,,,,,,,,,,,,,,,
"2125","30128",,,,3876097.13,,,,,,,13597232.64,,,,,2445090.56,,,,,,,,,1003618.92,,,
"2126","30129",,,,,,,,4034031.3,,,3822192,,,,,,7986412.28,,,3902722.56,,,,,,,,
"2127","30130",,,,,,,,35583820,,,3313309.47,,,,1255440,,1996800,,,,293750,,,,,,,
"2128","30132",,,,573608,,,,,,,,,,,,2876374.8,,,,,,,,,,,,
"2129","30133",,,,,,,,1050840,,,471500,,,,,,,,,,,,1299984,,,,,
"2130","30134",,,,,,,,16683748.72,,,96020.4,,,,13096802.6,,,,,14692313.1,,,,,,,,
"2131","30135",,,,,,,,,,,130920.3,,,,,,,,,,,,,,,,,
"2132","30137",,240187.5,,,,,,,,,486268.8,,,,,,,,,,,,,,,,,
"2133","30140",,,,,,,,,,,436196.25,,,,,,,,,,,,,,,,,
"2134","30141",,,,,,,,3790860,,,4724558.96,,,,6075000,,489600,,,1053000,,,7491418.2,,,,,
"2135","30142",,,,,,,,3674120.76,,,883058,,,,497640,,1882392.15,,3814069.35,,865952.01,,,,,,,
"2136","30143",,,,,,,,,,,3653378.75,,,,878900,,2975000,,,,,,5062001.85,,,,,
"2137","30144",,,,,,,,709063.3,,,448983,,,,465450,,742423.84,,1623940.18,,10762536.91,,,,,,,
"2138","30145",,,,,,,,,,,665984,,,,,,4199270.33,,10855379.59,2079489.46,,,,,,,,
"2139","30147",,,,,,,,,,,861044.8,,,,,,,,,,,,,,,,,
"2140","30148",,,,,,,,6717290.38,,,2660964.62,,,,52019660.16,,745118.21,,,29903620.32,462374.75,,,,,,,
"2141","30149",,,,,,,,,,,10970118.72,,,,198891,,1051072.52,,10314383.67,1945863.84,,,,,,,,
"2142","30150",,,,,,,,,,,1764815,,,,,,2806963.42,,,,,,,,,,,
"2143","30151",,,,,,,,2520000,,,1966125,,,,,,64010016,,,,,,,627120,,,,
"2144","30152",,,,,,,,2500910.79,,,662400,,,,,,2332868.27,,,,213184,,2313144.15,,,,,
"2145","30153",,,,,,,,,,,1176363,,,,,,2308099.46,,,,,,,,,,,
"2146","30154",,,,,,,,,,,1982744,,,,,,4343369.6,,,,,,,2492833.44,,,,
"2147","30155",,,,,,,,18895664,,,7581112,,,,,,23154484.5,,,3818412.8,,,2733250,,,,,
"2148","30156",,,,,,,,,,,2068950.83,,,,,,,,,,,,,,,,,
"2149","30157",,,,,,,,,,,664048,,,,,,182139437.8,,,,,,,2275840,,,325380,
"2150","30158",,,,,,,,3782873.71,,,2441840.8,,,,,,128872798.6,,,,,,,30425718.96,,,4659735,
"2151","30159",,331568.91,,,,,,,,,1303534.5,,,,,374254.86,,,,,,,,,,,,
"2152","30160",,,,,,,,,,,1002275.05,,,,,,1126177571,,,,,,,9138288,,,,
"2153","30161",,,,,,,,,,,3707183.7,,,,,,,,,,915000,,,492200,,,,
"2154","30162",,,,,,,,,,,,,,,4657498.65,,,,,,,,,,,,,
"2155","30164",,,,,,,,,,,,,,,220320,,122587.5,,,,,,,,,,,
"2156","30165",,,,,,,,,,,147813.98,,,,,,,,,,,,,,,,,
"2157","30166",,,,,,,,,,,465373.95,,,,,,,,,,,,,,,,,
"2158","30167",,,,,,,,,,,,,,,,,31722453.75,,,,,,,669834,,,,
"2159","30168",,,,,,,,,,,1079979.4,,,,,,,,,,,,,,,,,
"2160","30169",,,,,,,,24035590,,,3240747.73,,,,3391502.4,,5529000,,,,449280,,,,,,,
"2161","30170",,,,,,,,,,,354149,,,,,,,,,,,,,,,,,
"2162","30171",,388107.09,,,,,,,,,570730.4,,,,,,,,,,,,,,,,,
"2163","30172",,,,,,,,,,,2904804.56,,,,,,2693915.88,,8644958.56,1425896.22,4254503.62,,,,,,,
"2164","30173",,,,,,,,,,,1735197.07,,,,,,5040876.75,,,,,,,,,,,
"2165","30174",,,49520217,,,,,520840,,,8582097.88,,,,7865790.25,,,,,41512388.06,2132364,,,850222.45,,,,
"2166","30175",,,,,,,,,,,1048000,,,,,,251090123.8,,,,,,,4303567,,,1020600,
"2167","30176",,,3604500,,,,,,,,338806,,,,198396,,,,,,1747840.73,,,,,,,
"2168","30178",,,,,,,,,,,461270.7,,,,24426,,,,,,6762000,,,,,,,
"2169","30180",,,,,,,,,,,3131430.09,,,,,,10403830,,,,,,,,,,,
"2170","30181",,,38069850.56,,,,,8719917.38,,,11628536.74,,,,3185863.06,,,,,92465529.75,160075.2,,,6128347.28,,,,
"2171","30182",,,,,,,,,,,480000.19,,,,,,,,,,,,,,,,,
"2172","30183",,,,,,,,,,,336132.8,,,,,,43221397.75,,,,,,,28464407.73,,,86686,
"2173","30184",,386653.37,,,,,,,,,726949.3,,,,,291347.26,,,,,,,,,,,,
"2174","30185",,,,,,,,,,,40099.64,,,,,,,,,,,,,,,,,
"2175","30186",,638000,,,,,,,,,,,,,,,,,,,,,,,,,,
"2176","30188",,,,,,,,,,,552747.54,,,,,,,,,,,,,,,,,
"2177","30189",,,,,,,,12558750,,,5677579.91,,,,,,140210733.8,,,,,,,5929000,,,3273910,
"2178","30190",,,,,,,,,,,119340,,,,96390,,,,,,,,,,,,,
"2179","30191",,,,,,,,,,,230685,,,,1006000,,,,,,,,,,,,,
"2180","30192",,,,,,,,1815699.06,,,859124.13,,,,,,4471580.89,,,3738041.54,,,,1679003.4,,,,
"2181","30193",,,,,,,,,,,954720,,,,851190,,576800,,,,4e+05,,,,,,,
"2182","30194",,,,160930.32,,,98540,,,,163370,,,,,1311363.9,,,,,,,,,201346.47,,,
"2183","30195",,,,,,,,,,,1385015.84,,,,,,,,,,,,,,,,,
"2184","30196",,,,,,,,,,,258300,,,,14409908.44,,,,,,,,,,,,,
"2185","30197",,,,,,,,1127200.48,,,551851,,,,,,517359.36,,,,,,285000,,,,,
"2186","30198",,,,,,,,,,,817904,,,,,2677590,,,,,,,,,,,,
"2187","30199",,,,,,,,,,,62434.8,,,,,,129000,,85800,,,,,,,,,
"2188","30201",,282780,,,,,,,,,2261327.4,,,,374999.63,,413700,,,,,,,,,,,
"2189","30202",,,,,,,,7857144,,,2936041,,,,,,,,,,,,,,,,,
"2190","30203",,,,,,,,,,,52836,,,,,,,,,,,,,,,,,
"2191","30204",,,,,,,,,,,508441.05,,,,,,336150,,,,,,,,,,,
"2192","30205",,,,,,,,,,,1664880,,,,,,649611.92,,,,282720,,,,,,,
"2193","30206",,,,,,,,,,,345273.6,,,,,,,,,,,,,,,,,
"2194","30207",,,23510745,,,,,,,,283427.4,,,,54000,,,,,,928200,,,,,,,
"2195","30208",,,,,,,,,,,251061,,,,90585,,,,,,,,,,,,,
"2196","30209",,,,,,,,48444968,,,5072525,,,,,,17966576,,,,,,,,,,,
"2197","30210",,,,,,,,,,,2738880,,,,248050,,215611.91,,955923.65,1216071.17,,,,,,,,
"2198","30211",,,,,,,,,,,379875,,,,,,84128788.2,,,,,,,17350631.49,,,589200,
"2199","30212",,,,,,,,22560000,,,2297190.17,,,,1021440,,124800,,,,,,,,,,,
"2200","31001",,,,,,,,,,,,,,,,,175230.72,,,,,,,,,,,
"2201","31002",,,,,,,,0,,,,,,,,,,,,,,,,,,,,
"2202","31003",,17168028.26,,,,,,1868766.69,,,,,,,35420,,49852192.85,,,,,,404155.34,1739343.57,,,,
"2203","31004",,,,,,,,1064000.98,,,,,,,,,,,,,,,178500,,,,,
"2204","31006",,,,,,,,2294239.92,,,41783.4,,,,,,,,,,,,506749.94,,,,,
"2205","31008",,13480,,,,,,1107229.32,,,26640,,,,,,7644,,,,,,350000,,,,,
"2206","31009",,,,,,,,122400,,,,,,,,,,,,1111799.5,,,145000,,,,,
"2207","31010",,67800,,,,,,221604,,,,,,,,,419757,,,919099.64,,,,,,,,
"2208","31012",,,,,,,,,,,21501.6,,,,,,,,,,,,,,,,,
"2209","31013",,,,,,,,133199.99,,,,,,,,,,,,,,,1e+05,,,,,
"2210","31014",,,,,,,,48000,,,,,,,,,,,,,,,,,,,,
"2211","31016",,,,,,,,,,,,,,,,,62419.76,,,,,,,,,,,
"2212","31017",,,,,,,,65505,,,,,,,,,,,,,,,113000.03,,,,,
"2213","31018",,,,,,,,,,,,,,,,,4264495.56,,,,,,,,,,,
"2214","31019",,,,,,,,832500,,,,,,,,,,,,,,,152100,,,,,
"2215","31020",,,,,,,,1610499.97,,,,,,,,,,,,,,,147352.5,,,,,
"2216","31021",,,,,,,,652800,,,,,,,,,,,,,,,124800,,,,,
"2217","31022",,,,,,,,305520,,,,,,,,,,,,,,,694980,,,,,
"2218","31023",,,,,,,,,,,,,,,,,1304077.77,,,,,,,,,,,
"2219","31024",,,,,,,,,,,,,,,,,870170.05,,,,,,,,,,,
"2220","31025",,6870567.53,,,,,,1290083.16,,,,,,,,,37626770.13,,,,,,261456.78,1165220,,,,
"2221","31026",,,,,,,,,,,,,,,,,,,,,,,145687.5,,,,,
"2222","31027",,,,,,,,564400,,,,,,,,,1256522.23,,,3804349.99,,,300300,,,,,
"2223","31029",,,,,,,,878071.97,,,,,,,,,,,,11782347.22,,,538489.86,,,,,
"2224","31031",,,,,,,,,,,,,,,,,,,,743500.2,,,,,,,,
"2225","31032",,,,,,,,604505.03,,,16348.5,,,,,,494014.76,,,1238534.48,,,679526.65,,,,,
"2226","31033",,,,,,,,4687840,,,20160,,,,,,1078707.9,,,,,,,,,,,
"2227","31038",,,,,,,,,,,,,,,385450,,2587166.93,,,,,,558250,493900.49,,,,
"2228","31039",,,,,,,,218800,,,,,,,,,,,,,,,171950,,,,,
"2229","31041",,,,,,,,876700.12,,,,,,,,,,,,,,,429650.18,,,,,
"2230","31043",,,,,,,,904520.15,,,,,,,,,,,,,,,67814,,,,,
"2231","31044",,,,,,,,,,,,,,,,,3502630,,,,,,,72315.05,,,,
"2232","31046",,,,,,,,,,,,,,,,,60242,,,,,,,,,,,
"2233","31047",,4515402.69,,,,,,1567989.18,,,,,,,40272.5,,18640820.52,,,,,,381406.14,650430,,,,
"2234","31048",,,,,,,,,,,,,,,,,379299.38,,,2068000.87,,,,,,,,
"2235","31050",,416462.68,,,,,,1543985.09,,,,,,,335091.01,,449189.41,,,,,,416769.9,,,,,
"2236","31051",,,,,,,,527450.02,,,,,,,,,,,,,,,144005,,,,,
"2237","31052",,,,,,,,1794800.24,,,,,,,,,,,,,,,59840,,,,,
"2238","31053",,749000,,,,,,,,,,,,,225478.68,,13353024,,,68904,,,,139983.6,,,,
"2239","31054",,,,,,,,,,,6300,,,,,,,,,,,,,,,,,
"2240","31055",,,,,,,,,,,,,,,,,54400.14,,,,,,,,,,,
"2241","31056",,29528532.69,,,,,,4296603.3,,,,,,,339290.9,,47493821.23,,,528244.64,,8744666.72,2066629.1,,,,,
"2242","31057",,,,,,,,1940595.92,,,28529.02,,,,,,,,,,,,,19988.96,,,,
"2243","31058",,,,,,,,8179998.8,,,,,,,560000,,4105191.04,,,,,,150000,56000,,,,
"2244","31059",,,,,,,,150132.8,,,,,,,,,90449.89,,,,,,,,,,,
"2245","31061",,,,,,,,,,,1539,,,,,,,,,,,,,,,,,
"2246","31062",,2342865,,,,,,1161992.64,,,,,,,,,13829026.24,,,,,,230892.17,433188,,,,
"2247","31063",,,,,,,,,,,,,,,,,10007353.91,,,,,,,,,,,
"2248","31065",,,,,,,,,,,11180.4,,,,,,,,,,,,0,,,,,
"2249","31066",,,,,,,,,,,,,,,,,247099.58,,,,,,,,,,,
"2250","31067",,,,,,,,,,,,,,,,,,,,,,,,33220,,,,
"2251","31068",,,,,,,,280000,,,,,,,,,115200,,,,,,177450,,,,,
"2252","31069",,,,,,,,75000,,,,,,,,,,,,,,,,,,,,
"2253","31070",,26020,,,,,,,,,12055.84,,,,,,11742.53,,,,,,45477.01,4408.43,,,,
"2254","31072",,,,,,,,,,,,,,,,,,,,390960,,,,,,,,
"2255","31075",,,,,,,,,,,,,,,,,363604.52,,,645348.62,,,,,,,,
"2256","31079",,2303403.85,,,,,,1050000,,,,,,,372060,,21321330.1,,,,401515.9,67383773.59,,120160,,,,
"2257","31080",,,,,,,,,,,,,,,,,37800,,,,,,,,,,,
"2258","31081",,,,,,,,106400,,,,,,,,,,,,,,,76000,,,,,
"2259","31082",,,,,,,,226000,,,,,,,,,542800.8,,,,,,295800,,,,,
"2260","31084",,,,,,,,,,,,,,,,,365320.17,,,1466400,,,,,,,,
"2261","31085",,,,,,,,1964555.72,,,125840,,,,,,1836,,,28332227.65,,,1402736.42,,,,,
"2262","31086",,,,,,,,,,,,,,,,,,,,1884400,,,,,,,,
"2263","31087",,0,,,,,,96250,,,,,,,,,131084.18,,,,,,,,,,,
"2264","31088",,,,,,,,1e+05,,,,,,,,,,,,,,,721999.95,,,,,
"2265","31089",,15784449.29,,,,,,2018372.93,,,,,,,103832.25,,34651640.88,,,,,,787832.28,1134639,,,,
"2266","31090",,,,,,,,373500,,,,,,,,,,,,,,,,,,,,
"2267","31091",,,,,,,,362475,,,,,,,,,,,,,,,115872,,,,,
"2268","31092",,,,,,,,258400,,,,,,,,,,,,,,,,,,,,
"2269","31093",,,,,,,,142000,,,,,,,,,,,,,,,195000,,,,,
"2270","31094",,,,,,,,,,,,,,,,,192299.9,,,2021999.2,,,,,,,,
"2271","31095",,,,,,,,,,,,,,,,,,,,,,,74880,,,,,
"2272","31096",,52071.97,,,,,,5282753.18,,,1167936,,,,60008,,392838,,,26887762.05,,45611113.6,4847336.56,2937.5,,,,
"2273","31097",,,,,,,,,,,14636.34,,,,,,,,,,,,,,,,,
"2274","31098",,2560000,,,,,,630000,,,,,,,6080002.4,,4189600.07,,,15114996,,310500,,55000,,,,
"2275","31099",,,,,,,,31102.5,,,,,,,,,,,,,,,85207.5,,,,,
"2276","31100",,,,,,,,0,,,,,,,,,,,,,,,,,,,,
"2277","31101",,1020279.49,,,,,,131250,,,,,,,722501.39,,1552797.79,,,,,,226835.02,,,,,
"2278","31102",,,,,,,,807840,,,,,,,,,,,,,,,198900,,,,,
"2279","31103",,,,,,,,,,,,,,,,,20250,,,,,,,,,,,
"2280","31104",,,,,,,,2331673.6,,,,,,,,,,,,,,,,,,,,
"2281","31106",,,,,,,,237250,,,,,,,,,,,,1178399.2,,,153470,,,,,
"2282","32001",13116000,452400,,1694241,,,,142174.58,,,20088,,,,15843.6,,,,,,816986.4,,91328415.57,,,,,
"2283","32002",2974500,,,510510,,,,,,,1068287.67,,,,,,,,,,99568,,,,,,,
"2284","32003",,,,2838000,,,,,,,68000,,,,,,,,,,,,,,,,,
"2285","32004",,,,357000,,,,,,,105000,,,,,,,,,,,,,,,,,
"2286","32005",,,,7863254.75,,,3776640,,,,136039794.4,138000,,,,229200.14,,,,,,,,,18760,,,
"2287","32006",,,,8207470.68,,,,16696006.08,,,61403367.15,,,,,,,,,,,,,,,,,
"2288","32007",,,,134850,,,,,,,625540.09,,,,,,,,,,,,,,,,,
"2289","32008",,,,2121300,,,,,,,8336678.71,,,,,,,,,,,,11375000,,,19217999.7,,
"2290","32009",,,,19056000,,,10407590.04,,,,17730005.4,,,,,,,,,,,,,,505875,,,
"2291","32010",,,,108070880.64,,,6819800,1350370290,,4900000,604505044.4,4567430,,,,899999.37,,1680420,,,,,673577584,,2103750,91278967.02,,
"2292","32011",0,,,,,,,,,,120000,,,,,,,,,,,,,,,,,
"2293","32012",,,,4605315,,,91800,,,,2534111.85,,,,,1152639.6,,1393200,,,,,,,,,,
"2294","32013",,,,1162848,,,1736800,,,,71552209.4,,,,,,,,,,,,,,,,,
"2295","32014",,,,8756727,,,5490000,7551247.88,,,276841548.8,,,,,,,,,,,,,,,,,
"2296","32015",,,,1376452,,,,,,,,,,,,,,,,,,,,,,,,
"2297","32016",,,,2937500,,,,,,,66204598.69,,,,,,,,,,,,3708840,,,2218015,,
"2298","32017",,,,6923776,,,8568000,13650000,,,221800169.6,1039920,,,,,,,,,,,47575000,,3988800,1620000,,
"2299","32018",25952900,,,726948.18,,,,856674,,,185160.07,,,,,,,,,,144842.5,,11063374.14,,,,,
"2300","32019",35979100,207791.6,,6323097.6,,,,1169826.63,,,52416,,,,,,,1150848,,,768258,,114962924.63,,,2866200,,
"2301","32020",,1617000,,28383260.81,,,741000,,,,70702564.56,0,,,,11565391.77,,190400,,,,,1546129.2,,268095,,,
"2302","32021",,,,4490460,,,,,,,10664502.34,,,,,,,,,,,,,,,,,
"2303","32022",,,,3955110.12,,,3336800,22414007.85,,,249878458.5,,,,,104000,,,,,,,,,,,,
"2304","32023",25930800,546624,,1717649.82,,,,,,,61790.4,,,,,,,,,,67034,,837673.79,,,,,
"2305","32024",,,,4622996.7,,,,,,,25957793.08,,,,,,,,,,,,75516991.14,,,405000,,
"2306","32025",,,,3237791.7,,,,,,,10520738.46,,,,,,,,,,,,33764001,,,23217605.88,,
"2307","32026",,,,897840,,,,,,,3758199.34,,,,,,,,,,,,,,,,,
"2308","32027",,,,54740,,,,,,,261021.24,,,,,,,,,,,,,,,,,
"2309","32028",18098260,516880,,69112.8,,,,,,,39168,,,,147201.9,,,,,,76608,,,,,,,
"2310","32029",,,,8662440.22,,,24550293.59,24623494.98,,,438360311.2,,,,,,,567000,,,,,732399.95,,353935.52,,,
"2311","32030",,,,822150,,,,,,,,,,,,,,,,,,,,,204800,,,
"2312","32031",,,,8008605.48,,,,,,,31200,,,,,0,,,,,,,,,,,,
"2313","32032",,,,743040,,,19603050,,,,54961660.85,,,,,,,,,,,,,,2272768,,,
"2314","32033",6723780,929160,,279932,,,,,,,51500,,,,920045.69,,,,,,230371.4,,,,,,,
"2315","32034",9891000,227101.6,,2987852.25,,,,,,,1850581.06,,,,,258267,,,,,154560,,27080.01,,,,,
"2316","32035",,,,3909368.48,,,,,,,17471820.46,,,,,,,,,,,,5062500,,,15508806.6,,
"2317","32036",,,,10682850,,,,,,,47364878.05,,,,,,,,,,,,111938699.6,,,91067934.11,,
"2318","32037",,,,1322430,,,6020187.5,,,,134020815.03,162399.89,,,,,,,,,,,163102811.5,,285312,,,
"2319","32038",,,,22208878.88,,,13440000,,,,228853401.23,,,,,,,,,,,,,,8627500,,,
"2320","32039",,,,7860894.62,,,17086498.51,27914751.9,,,583111343.9,,,,,441000,,176000,,,,,779450.4,,2707200,,,
"2321","32040",,,,3520420,,,882000,11912505.75,,,234261056.2,,,,,392000.18,,,,,,,,,434198.7,,,
"2322","32041",,,,484500,,,,,,,993224.9,,,,,,,,,,,,,,,,,
"2323","32042",,,,57056199.36,,,57274921.79,5233500,,,881044516,351750,,,,480000,,,,,,,,,6882060,,,
"2324","32043",,292020,,,,,,,,,,,,,,,,,,,,,,,,,,
"2325","32044",6708102,,,2953647.62,,,,2866433.89,,,198352.04,,,,,,,,,,80064,,79517392.09,,,,,
"2326","32045",,,,2306150,,,,,,,105000,,,,,,,,,,320000,,,,255200,,,
"2327","32046",,,,3274341.04,,,,,,,3105680,,,,,,,,,,,,1582768.46,,,,,
"2328","32047",0,,,1322767.8,,,,,,,112500,,,,,,,,,,216000,,,,,,,
"2329","32048",,,,6421113.6,,,,,,,382500,,,,,864000,,,,,523200,,,,3658000,,,
"2330","32049",,,,108982462.1,,,,845000,,,5794461.85,,,,,,,,,,,,,,,,,
"2331","32050",,,,1659194.05,,,4455000,,,,25453622.66,332100,,,,,,,,,,,7980001.8,,6654129.75,1023850.14,,
"2332","32051",,,,2302035,,,36546702.13,,,,291080801.4,,,,,,,,,,,,349747681.3,,1056000,,,
"2333","32052",,,,4847881.9,,,3150000,,,3780000,13329000,,,,,,,,,,,,,,,,,
"2334","32053",,,,4241659.6,,,,,,,32384850.7,,,,,,,,,,,,,,,19320000,,
"2335","32054",,,,6891510,,,,,,,22081502.17,,,,,,,,,,,,4680000,,,13002000,,
"2336","32055",6565057,92032,,12023397.9,,,1373305,3604998.07,,,7154564,,,,,,,,,,357285.16,,47983603.81,,147700,,,
"2337","32056",,,,3092056,,,4045114.64,,,,47974006.69,,,,,2518794.75,,,,,,,12824800,,511875,,,
"2338","32057",,,,2358230.4,,,135660,,,,50107375.31,,,,,,,,,,,,159540179.5,,130500,5827499.73,,
"2339","32058",,,,560000,,,,,,,,,,,,,,,,,,,,,,,,
