"","cve_mun","Agave","Aguacate","Arroz palay","Avena forrajera en verde","Cacao","Canola","Cebada grano","Chile verde","Frambuesa","Fresa","Frijol","Girasol","Higuerilla","Jatropha","Mango","Manzana","Naranja","Nuez","Palma africana o de aceite","Papaya","Sorgo grano","Soya","Tomate rojo (jitomate)","Toronja (pomelo)","Trigo grano","Uva","Vainilla","Zarzamora"
"288","10023",,1303.02,,45766.74,,,,,,,94.4,,,,429.24,948.78,246,,,,,,,226.3,,,,
"289","10024",,,,4527.53,,,,,,,19,,,,,,,376.32,,,,,,,,,,
"290","10025",,,,20370.62,,,,64.87,,,181.81,,,,,,,50.6,,,,,,,,,,
"291","10026",,1045.12,,42385.07,,,,,,,201,,,,570,1133.9,217,,,,,,,60,,,,
"292","10027",,,,770,,,,,,,381.7,,,,,,,7.28,,,,,,,,,,
"293","10028",,,,13077.5,,,,1620,,,1730.55,,,,,,,31.68,,,,,,,,,,
"294","10029",,,,5432.46,,,,,,,12.4,,,,,,,,,,,,,,138,,,
"295","10030",,,,6639,,,,,,,56.21,,,,,,,,,,,,,,24.5,,,
"296","10031",,,,26243.32,,,156.86,995,,,8043.95,,,,,,,,,,6,,,,,,,
"297","10032",,,,200214.22,,,554.4,473.1,,,2307.2,,,,,228.28,,73.64,,,551.6,,,,678.8,,,
"298","10033",0,,,7319.5,,,,,,,2708.16,,,,,,,190,,,,,,,657.45,,,
"299","10034",,1463.7,,36089.31,,,,,,,483,,,,537.5,610.56,324,,,,,,,294.8,,,,
"300","10035",,,,62059.07,,,,317.6,,,37.09,,,,,14.05,,,,,,,,,16.1,,,
"301","10036",,,,27335,,,,1924.65,,,12,,,,,,,522.93,,,,,12623.28,,,,,
"302","10037",,82.13,,7356.55,,,,,,,28.18,,,,3.89,21.65,25.76,1.99,,,,,,,,,,
"303","10038",0,,,4321.2,,,705.38,278,,,6473.25,,,,,,,13.5,,,,,,,4431.44,49.08,,
"304","10039",,,,150497,,,,,,,5267.52,,,,,7337.2,,,,,,,434.85,,,,,
"305","11001",17746,,,900.01,,,24523.13,1980.62,,6533.88,489.67,65.1,,,,,,,,,77204.35,,7756.42,,49007.1,,,
"306","11002",13145.5,,,5320,,,621.15,448,,1377.6,92.09,,,,,,,,,,18312.25,,6499.86,,3749.86,,,
"307","11003",,16,,12295,,,1710.7,526,,,2105.21,,,,,,,,,,462,,373,,1602.8,128,,
"308","11004",186,,,10267.5,,,1011,,,,2621,,,,,,,,,,3738,,164.5,,703,,,15
"309","11005",549,33,,5601.06,,,1107.8,1143,,,1447.9,,,,,,,,,,3891.24,,865,,426,,,
"310","11006",,,,,,,,,,,61.1,,,,,,,,,,,,,,,,,
"311","11007",,352.7,,6948.7,,,756,1143.6,,,937,,,,,,,,,,15630,,2734,,434,,,
"312","11008",13650,,,2783,,,1824,,,,166.8,,,,,,,,,,29108.9,,,,17856,,,
"313","11009",2255.2,390.6,,567,,,390.5,,,,4684.5,,,,,,,,,,6620.5,,161,,282.9,362.5,,
"314","11010",,,,675.5,,,,,,,2.6,,,,,,,,,,,,,,,,,
"315","11011",420,,,734.7,,,21889,524.7,,650,282.96,,,,,,,,,,42685.45,,,,19250.66,,,0
"316","11012",7853.75,,,1446.9,,,4985.6,,,,126.3,,,,,,,,,,29033.92,,,,22350.42,,,
"317","11013",,,,37119,,,,,,,1000.7,,,,,,,,,,,,501,,,,,
"318","11014",,,,9831,,,,13812.65,,,2954.07,,,,,,,,,,913.25,,15642.56,,362.5,539.75,,
"319","11015",0,50,,90,,,,,,169.8,322,,,,,12,,,,,4356,,,,915,,,
"320","11016",2714.06,,,232,,,6020.7,,,,188.73,,,,,,,,,,25128.32,,,,19821,,,
"321","11017",9097.34,,,580,,,21660,301.25,,33108.72,200.47,11.55,,,,,,,,,99052.2,,1875.5,,41193.15,,,43.8
"322","11018",,,,719.25,,,22785.8,81.36,,,371.16,3.4,,,,,,,,,8377.6,,1011,,13442.4,,,
"323","11019",6200,29.4,,1498.55,,,,,,1350,1108,,,,,,,,,,11367,,330,,466.85,,,
"324","11020",2250,144,,2730,,,4320,1648.2,,49.6,550,,,,,9,,0,,,18400,,4703.9,,136.4,,,
"325","11021",,,,,,,,,,,242.5,,,,,,,,,,1335,,,,,,,
"326","11022",,,,37378.11,,,7458,,,,5448,,,,,,,,,,,,,,5892.5,,,
"327","11023",101464.03,,,2544,,,34792.3,5490,,87.6,262.15,385,,,,,,,,,101761,,21778.5,,43065.28,,,
"328","11024",2999.6,,,,,,2873.85,,,427.5,,74.1,,,,,,,,,10923,,,,4491.5,,,
"329","11025",6916,0,,5796,,,3070.2,1665,,,77.2,,,,,0,,22.4,,,10689.4,,899.3,,27510,,,
"330","11026",59500,8.5,,1740,,,862.75,8427.6,,816.6,299.05,15,,,,,,,,,33526.5,,1720.5,,1333,,,
"331","11027",1409.25,47.25,,800,,,57837.6,1892.1,,3282.8,411.75,272.4,,,,,,,,,128808.6,,6028,,16233.6,,,
"332","11028",975,,,482.4,,,7821,651.2,,,1214.25,63,,,,,,,,,27510.6,,1134,,7785.7,,,
"333","11029",,,,7145.65,,,,2460,,,2148.55,,,,,,,,,,,,3373,,26.4,,,
"334","11030",64785,,,117896,,,8625,27871,,,7970.24,,,,,,,,,,,,3945.75,,9555,,,
"335","11031",0,89.9,,2057,,,2958,500,,,99.7,,,,,,,0,,,13257,,5718.78,,5695,136,,
"336","11032",,,,34399,,,,735,,188.4,1737.3,,,,,,,45.5,,,,,541.5,,,,,
"337","11033",,,,43961,,,,8590,,,2228.15,,,,,32.5,,23.25,,,,,2300.5,,,,,
"338","11034",,,,,,,,,,,52.05,,,,,,,,,,,,,,,,,
"339","11035",549,,,1576.8,,,6183.2,606,,,2285,,,,,,,,,,40170,,2985,,432,,,
"340","11036",,,,,,,1450.4,,,,,,,,,,,,,,2101.3,,,,1480.1,,,
"341","11037",5040,36.6,,16632,,,654.5,23770.45,,2332.8,307.4,336,,,,,,,,,33139,,644,,768,,,
"342","11038",1116,,,429,,,,,,3665.6,,,,,,,,,,,2048.5,,,,,,,
"343","11039",420,62.5,,1102.4,,,465.16,,,,1160.2,,,,,,,,,,4700,,1165,,548.1,,,
"344","11040",,,,,,,,,,,33.89,,,,,,,,,,,,,,,,,
"345","11041",,,,,,,,,,,423.2,,,,,,,,,,320.4,,,,,,,
"346","11042",1820,,,1158.5,,,83685.9,409,,3625.8,410.72,8.55,,,,,,,,,13755.1,,396.15,,12922,,,
"347","11043",,,,,,,,,,,847.6,,,,,,,,,,,,143,,,,,
"348","11044",144,,,,,,22868.4,99.2,,,66.2,11,,,,,,,,,33962.55,,1126.3,,19655.07,,,
"349","11045",,,,,,,,,,,319.2,,,,,,,,,,,,,,,,,
"350","11046",,,,455,,,13965,,,,481.9,,,,,,,,,,33918.06,,,,5780,,,
"351","12001",,51.17,,,,,,305.91,,,467.43,,,,14061.76,,34.68,,,207.9,207.99,,259.51,,,,,
"352","12002",0,2.87,,,,,,146.81,,,73.87,,,,16.88,,39.76,,,0,393.16,,401.99,,,,,
"353","12003",,,,,,,,,,,72.16,,,,5782.75,,,,,200.17,1544.2,,,,,,,
"354","12004",,3.9,,,,,,,,,7.94,,,,6.23,0.55,13.8,,,,,,,,,,,
"355","12005",,,881.12,,,,,,,,132.02,,,,118.26,,742.5,,,,,,,,,,,
"356","12006",,,,,,,,,,,37.9,,,,18.6,,,,,,297.67,,92.67,,,,,
"357","12007",,,,,,,,,,,47.58,,,,4075.11,,,,,839.74,1164.3,,,,,,,
"358","12008",0,,,,,,,,,,,,,,52.9,,,,,,1531.14,,,,,,,
"359","12009",,,,,,,,,,,,,,,,,6.3,,,,,,,,,,,
"360","12010",,,,,,,,,,,45.26,,,,,38.92,,,,,,,,,,,,
"361","12011",,678,,,,,,193.55,,,450.9,,,,26075.93,,,,,330.08,298.76,,252.52,,,,,
"362","12012",,794.65,118.34,,61.75,,,,,,798.25,,,,3615.18,,,,,,,,,,,,,
"363","12013",,,,,,,,,,,45.64,,,,355.95,,,,,235.08,,,,,,,,
"364","12014",,,,,,,,161.48,,,172.23,,,,9839.91,,,,,183.4,35.02,,196.17,,,,,
"365","12015",,18.93,,,,,,29.47,,,25.13,,,,28.13,,,,,,1289.8,,2811.23,,,,,
"366","12016",,189.9,,,,,,315.84,,,293.76,,,,,,,,,2895.2,60.32,,409.75,,,,,
"367","12017",,15.1,,,,,,,,,1.44,,,,259.56,,,,,194,162.5,,182.6,,,,,
"368","12018",,,,,,,,186.1,,,102.13,,,,1840.71,,,,,718.64,,,15.27,,,,,
"369","12019",0,,,,,,,,,,,,,,13.43,,,,,,196.83,,,,,,,
"370","12020",,,,,,,,,,,18.1,,,,,,,,,,,,,,,,,
"371","12021",,,,,,,,249,,,535.83,,,,13638.29,,,,,354.4,146.88,,291.15,,,,,
"372","12022",,248.33,,,,,,,,,,,,,472.85,179.55,,,,43.79,6276.62,,,,,,,
"373","12023",,,,,0.99,,,,,,1583.3,,,,33105.88,,,,,1589.23,385.22,,,,,,,
"374","12024",,,,,,,,,,,63,,,,,,,,,,20.63,,,,,,,
"375","12025",,,,,,,,26.55,,,82.64,,,,3056.96,,,,,479,,,,,,,,
"376","12026",91.2,224.48,,,,,,,,,20.34,,,,372.18,,,,,,155.52,,,,,,,
"377","12027",,,,,,,,19.52,,,,,,,3456.75,,,,,67.05,510.42,,268.68,,,,,
"378","12028",0,11.86,,,,,,,,,169.9,,,,3.91,,,,,,380.42,,1591.6,,,,,
"379","12029",5139.12,787.75,,,,,,30.06,,,478.98,,,,68.9,16.8,67.42,,,,227.58,,2989.94,,,,,
"380","12030",,,,,24.3,,,479.98,,,90.99,,,,3277.96,,,,,1013.73,116.62,,,,,,,
"381","12031",,,,,,,,,,,7.03,,,,,,,,,,197.93,,79.81,,,,,
"382","12032",74.9,10696.39,,,,,,,,,410.62,,,,48.9,,19.7,,,,,,,,,,,
"383","12033",,,1436.84,,,,,,,,321.01,,,,729.06,,523.94,,,173.2,55.3,,,,,,,
"384","12034",527.25,,,,,,,1128.82,,,6.06,,,,432.93,,,,,,2364.62,,901.03,,,,,
"385","12035",,,,,,,,,,,22.82,,,,1219.9,,,,,225.25,2770.19,,290.65,,,,,
"386","12036",,112.4,,,3.9,,,242.48,,,316.89,,,,494.37,,504.7,,,421.88,,,,,,,,
"387","12037",140.45,14.63,,,,,,,,,12.99,,,,12.28,,,,,,,,53.86,,,,,
"388","12038",0,184.3,,,,,,281.87,,,91.51,,,,16082.28,,,,,2910.63,99.9,,678.35,,,,,
"389","12039",,,,,,,,86,,,64.58,,,,4978.81,,,,,901.37,55.93,,,,,,,
"390","12040",141.88,568.75,,,,,,,,,606.97,,,,8.74,19.25,,,,,1499.12,,1142.46,,,,,
"391","12041",,,,,,,,,,,15.37,,,,,12.78,,,,,,,,,,,,
"392","12042",1922.5,,,,,,,,,,82.95,,,,,,,,,,1308.26,,20.74,,,,,
"393","12043",,,,,,,,,,,14.28,,,,,0,,,,,,,,,,,,
"394","12044",71.92,230.51,,,,,,,,,161.32,,,,41.05,,,,,44.72,,,614.06,,,,,
"395","12045",,,,,,,,,,,75.2,,,,,,,,,,2681,,,,,,,
"396","12046",,277.5,,,24.5,,,1071.55,,,640.25,,,,1929.44,,495.3,,,1100.91,297.34,,802.24,,,,,
"397","12047",,,,,,,,,,,27.15,,,,,,,,,,179.38,,,,,,,
"398","12048",,346.62,,,,,,200.74,,,306.65,,,,26696.33,,,,,3064.14,383.08,,712.42,,,,,
"399","12049",2348.62,6.86,,51.42,,,,,,,114.63,,,,,,,,,,292.35,,399.25,,,,,
"400","12050",,,,,,,,,,,,,,,749.66,,25.53,,,259.5,729.27,,282.42,,,,,
"401","12051",71.36,59.71,,,,,,,,,155.11,,,,222.93,,57.8,,,27.08,,,783.15,9.23,,,,
"402","12052",,695.61,35.89,,16,,,,,,1293.37,,,,544.29,,1011.46,,,,182,,,,,,,
"403","12053",,,,,29.79,,,984.28,,,157.98,,,,7943.04,,,,,1145.06,93.09,,4.67,,,,,
"404","12054",,,,,,,,,,,10.8,,,,326.92,,,,,47.51,1796.84,,,,,,,
"405","12055",357.48,480.93,,71.15,,,,8.18,,,49.81,,,,360.18,,9.38,,,,844.58,,36.85,,,,,
"406","12056",,670.88,114.84,,66.64,,,,,,397.31,,,,3218.22,,,,,,,,,,,,,
"407","12057",0,4208,2.06,,,,,177.93,,,500.91,,,,112396.82,,,,,3144.39,40.37,,459.23,,,,,
"408","12058",1340.4,216.75,,,,,,,,,113.19,,,,1122.61,,,,,,220.48,,367.77,,,,,
"409","12059",,,,,,,,,,,11.21,,,,200.11,,,,,,1862.54,,638.89,,,,,
"410","12060",,14.05,,,,,,,,,21.83,,,,9.65,,,,,,112.88,,208.44,,,,,
"411","12061",1844.5,,,,,,,,,,48.99,,,,,,14.61,,,,,,1000.46,,,,,
"412","12062",,933.3,,,,,,203.78,,,619.54,,,,1323.36,,974.58,,,,,,,,,,,
"413","12063",,,,,,,,,,,29.9,,,,,,,,,,,,,,,,,
"414","12064",,,,,,,,97.47,,,,,,,2271.59,,,,,44.62,2706.75,,175.14,,,,,
"415","12065",,,,,,,,,,,7.41,,,,,,,,,,,,,,,,,
"416","12066",,,,,,,,,,,40.62,,,,31,,22.78,,,,,,,,,,,
"417","12067",,,,,,,,,,,26.64,,,,3272.32,,,,,114.09,626.33,,,,,,,
"418","12068",,,,,,,,313.79,,,430.95,,,,45768.56,,,,,19529.4,118.86,,371.2,,,,,
"419","12069",,,,,,,,,,,37.28,,,,,,,,,,,,,,,,,
"420","12070",,,,,,,,,,,10.98,,,,,,,,,,50,,,,,,,
"421","12071",,769.98,,,15.6,,,247.08,,,651.08,,,,1049.19,,448.32,,,,,,,,,,,
"422","12072",,,,,,,,,,,33.46,,,,,,,,,,,,,,,,,
"423","12073",,,,,,,,,,,,,,,237.2,,,,,229.2,10076.4,,219.65,,,,,
"424","12074",0,0,,,,,,,,,272.93,,,,7.96,,,,,,,,520.96,,,,,
"425","12075",141.44,58.31,,,,,,,,,139.13,,,,14.55,,,,,97.25,,,3304.12,,,,,
"426","12076",,,,,,,,,,,11.36,,,,,,,,,,,,,,,,,
"427","12077",,,,,1.94,,,,,,43.65,,,,7773.4,,,,,400.86,,,,,,,,
"428","12078",,,,,,,,,,,18.09,,,,,4.2,,,,,,,,,,,,
"429","12079",,13.74,,,,,,,,,,,,,,,,,,,,,,,,,,
"430","12080",,,,,,,,,,,66.15,,,,10195.1,,,,,,,,,,,,,
"431","13001",,,,13116.5,,,404.6,,,,13.76,,,,,,,,,,,,2208,,,,,
"432","13002",,178.6,,2068.5,,,310.4,,,,18.82,,,,,331.35,,,,,,,3906,,,,,
"433","13003",,,,6212.5,,,,978,,,469.1,,,,,,,,,,,,1761.2,,,,,
"434","13004",,,,,,,,,,,11.49,,,,,192.75,,,,,,,1274,,,,,
"435","13005",,,,14993.9,,,,115,,,454.82,4.05,,,,,,,,,,,695,,51.6,,,
"436","13006",,,,13509.7,,,,,,,81.75,,,,,,,,,,,,174,,,,,
"437","13007",,,,,,,22611,,,,14.76,90,,,,,,,,,,,162.5,,1147.5,,,
"438","13008",,,,,,,48430.2,,,,37.8,180,,,,,,,,,,,315,,582.8,,,
"439","13009",,,,3475,,,,77,,,159.88,,,,,,,,,,,,172.5,,,,,
"440","13010",,,,2570.19,,,,33,,,315.23,,,,,,,,,,,,,,10.2,,,
"441","13011",,,,,,,,,,,59.4,,,,,,603,,,,,,,,,,,
"442","13012",,591.1,,2868.2,,,6.18,46,,,51.45,,,,,43.4,,62.15,,,,,1496,,,,,2.3
"443","13013",,,,6942.05,,,,153,,,514.82,12.15,,,,,,,,,,,,,,,,
"444","13014",,15,,,,,,6,,,38.49,,,,,,131,,,,,,,,,,,
"445","13015",,,,5440.95,,,,,,,99.62,,,,,,,,,,,,,,,,,
"446","13016",,,,21962.05,,,28532.4,,,,15.74,46.2,,,,,,,,,,,1092,,48.3,,,
"447","13017",,,,12963,,,,,,,1250.22,,,,,25.24,,,,,,,32,,,,,
"448","13018",,,,,,,,,,,17.85,,,,158.7,,918,,,,,,,,,,,
"449","13019",,30,,6069.8,,,,1374,,,256.44,,,,,,,17.2,,,,,2052.54,,180.6,,,
"450","13020",,88.8,,,,,,8,,,216.02,,,,96.96,40.93,35.6,144.3,,,,,,,,,,
"451","13021",,,,,,,6824.8,,,,10.23,80,,,,,,,,,,,,,52.8,,,
"452","13022",,,,30366,,,2620,,,,12.2,,,,,,,,,,,,1560,,,,,
"453","13023",,,,3758.6,,,,234,,,297.78,,,,,,,,,,,,236,,,,,
"454","13024",,997.7,,2746,,,51.75,16,,,88.41,,,,,22.5,,26.4,,,,,859.5,,,,,
"455","13025",,,,,,,,,,,146.9,,,,,,1407.6,,,,,,,,,,,
"456","13026",,,,,,,,,,,33,,,,,,680,,,,,,,,,,,
"457","13027",,,,,,,,,,,80.52,,,,,,,,,,,,,,,,,
"458","13028",,,,,,,,,,,195,,,,,,18872.1,,,,,,,,,,,
"459","13029",,,,21312,,,542.5,,,,4174.54,,,,,154.08,,,,,,,868.05,,364,,,
"460","13030",,18.8,,12949.4,,,,1392.1,,,159.71,,,,,259.6,,15.2,,,,,505,,,,,
"461","13031",,124.84,,,,,,,,,34.42,,,,58,86.8,189.3,9.2,,,,,,,,,,
"462","13032",,,,,,,,,,,5.72,,,,,,3106.6,,,,,,,,,,,
"463","13033",,,,,,,,24.75,,,53.06,,,,,,,,,,,,,,,,,
"464","13034",,0,,,,,,6,,,9.6,,,,,,154.2,,,,,,,,,,,
"465","13035",,,,2477.7,,,5087.6,,,,27.29,,,,,84.85,,,,,,,7480,,,,,
"466","13036",,678.2,,300,,,,13.5,,,294.5,,,,,4.3,141,810.6,,,,,2403.42,,,,,
"467","13037",,168.8,,826.5,,,,630,,,976.32,,,,15.4,,,1257,,,284.5,,3090.5,,,,,
"468","13038",,35.7,,1796.1,,,45.5,,,,,,,,,425.3,,,,,,,92.5,,,,,
"469","13039",,,,489.7,,,,,,,,,,,,100,,,,,,,,,,,,
"470","13040",,,,,,,,623.5,,,,,,,0,,119.08,,,,,,,,,,,
"471","13041",,,,25203.8,,,,1020.8,,,775.82,,,,,,,,,,,,,,1302.88,,,
"472","13042",,,,,,,,24.2,,,289.69,,,,,15.35,141,,,,,,,,,,,
"473","13043",,63.14,,,,,,15.13,,,60.01,,,,13.6,132.84,0,,,,,,13.09,,,,,
"474","13044",,,,18620,,,162,,,,1153.3,,,,,,,,,,,,180,,,,,
"475","13045",,,,1213,,,13.3,,,,,,,,,356.9,,,,,,,29.52,,,,,
"476","13046",,,,,,,,,,,143.52,,,,,,28200,,,,,,,,,,,
"477","13047",,30.6,,,,,,,,,39.6,,,,,8.4,,,,,,,,,,,,
"478","13048",,,,8433,,,2129,,,,2.04,,,,,,,,,,,,100.24,,,,,
"479","13049",,,,,,,,,,,131.15,,,,142.6,,348.4,,,,,,,,,,,
"480","13050",,,,7648,,,,529,,,98.56,,,,,,,,,,,,460,,758.4,,,
"481","13051",,,,13805.3,,,3656.03,,,,3.2,,,,,,,,,,,,562.5,,,,,
"482","13052",,,,20115,,,6605.5,,,,0,,,,,,,,,,,,2350,,,,,
"483","13053",,45,,,,,,,,,68.06,,,,,18.2,,,,,,,,,,,,
"484","13054",,,,2972.7,,,,793.5,,,336.8,,,,,,,,,,,,468,,,,,
"485","13055",,,,3002.1,,,,,,,127.25,,,,,,,,,,,,114,,,,,
"486","13056",,,,2167.7,,,669,,,,6.6,,,,,,,,,,,,,,,,,
"487","13057",,,,19514,,,39842.15,,,,,,,,,,,,,,,,,,32,,,
"488","13058",,,,2272,,,,789,,,30.67,,,,,,,96.6,,,,,1030,,,,,
"489","13059",,170.66,,3832.5,,,,6500.35,,,2100.04,,,,,,,22.44,,,,,9857.4,,,,,
"490","13060",,0,,,,,,,,,29.99,,,,,30.45,,,,,,,,,,,,
"491","13061",,,,,,,20599.05,,,,46.7,,,,,,,,,,,,61.3,,310.2,,,
"492","13062",,0,,,,,,51.2,,,12.5,,,,,,465.75,,,,,,,,,,,
"493","13063",,,,26765.2,,,,,,,552.9,,,,,,,,,,,,343.5,,160,,,
"494","13064",,,,6952.8,,,,76,,,241.76,,,,,,,,,,,,,,,,,
"495","13065",,,,3838.2,,,,116,,,228.01,,,,,,,,,,,,,,30.1,,,
"496","13066",,,,3864,,,6190.95,,,,18.3,,,,,,,,,,,,,,6.94,,,
"497","13067",,,,6561.4,,,,672.8,,,146.93,,,,,,,,,,,,,,13.53,,,
"498","13068",,0,,,,,,18.51,,,244.5,,,,,69.5,219.6,,,,,,,,,,,
"499","13069",,,,4414.4,,,2265.6,,,,3.66,,,,,,,,,,,,,,,,,
"500","13070",,,,2093.1,,,,155,,,92.97,,,,,,,,,,,,,,26.4,,,
"501","13071",,24.2,,,,,,,,,184.4,,,,23.1,16.25,,123.2,,,,,,,,,,
"502","13072",,,,,,,8989.05,,,,14.2,,,,,,,,,,,,13.6,,110,,,
"503","13073",,4.1,,,,,,7,,,24.45,,,,,,3212.5,,,,,,,,,,,
"504","13074",,,,2203.2,,,,115,,,181.64,,,,,,,,,,,,,,37.6,,,
"505","13075",,,,8872.6,,,5827.5,,,,3.9,26.4,,,,,,,,,,,,,348,,,
"506","13076",,,,13645.4,,,,,,,746.13,,,,,,,,,,,,,,37.1,,,
"507","13077",,,,15360.7,,,519.1,,,,11.58,,,,,,,,,,,,2353,,,,,
"508","13078",,,,,,,,,,,373.45,,,,,,273,,,,,,,,,,,
"509","13079",,,,,,,,,,,223.3,,,,,3.6,92,,,,,,,,,,,
"510","13080",,,,,,,,,,,194,,,,,,1150,,,,,,,,,,,
"511","13081",,0,,46.32,,,,14.49,,,8,,,,,79.6,72.18,,,,,,,,,,,
"512","13082",,,,15873,,,7812.8,,,,9.5,,,,,,,,,,,,368.28,,28.15,,,
"513","13083",,,,40773.75,,,19535.1,,,,70.8,,,,,,,,,,,,1260,,,,,
"514","13084",,57.8,,1078.84,,,,,,,111.92,,,,,768,,,,,,,543,,,,,
"515","14001",66270.4,1222.64,,1994.85,,,,,,,,,,,,,,,,,114,,,,1678.5,,,
"516","14002",17028,312.5,,,,,,,,,,,,,,,,,,,103.55,,,,,,,
"517","14003",7351.5,660.3,,,,,,3528,,,19.2,26.04,,,,,,,,,,,473.76,,,,,57.75
"518","14004",0,2240.37,,1122.26,,,434.35,,603.12,,100.86,,,,,,,179.28,,,6029.29,,,,285,,,
"519","14005",30531.2,,,,,,,,,,4.68,,,,1827,,,,,,214.24,,,,,,,
"520","14006",21859.2,1493.8,103.75,,,,,826.01,,,28.2,33.3,,,22.4,,16.24,,,,,,281.1,,20.88,,,
"521","14007",9592,207.1,,,,,,9860,,,9.45,,,,,,,,,,,,,,242.4,,,
"522","14008",196925.4,1676.6,,928,,,,,,,18.3,,,,,,,,,,4759.2,,,,,,,
"523","14009",7558.2,517,,24.9,,,,,132,,,,,,,,,,,,,,74.38,,,,,
"524","14010",,,,12310.9,,,,,,,,,,,,,,,,,,,,,381,,,
"525","14011",6019.13,1102,,258.65,,,,,,,25.48,,,,,,,,,,,,,,,,,
"526","14012",289.8,123.42,,676.2,,,,,,,5.35,,,,,,,,,,42.8,,,,,,,
"527","14013",27350,3892.15,,3074.4,,,,,815.59,,,,,,,,,,,,8236,,,,4876.95,,,
"528","14014",0,3905.47,,828.21,,22.8,1511.01,357.93,11.44,,35.13,,,,,,,,,,744.25,,,,1592.5,,,
"529","14015",1344,313.9,,,,,,7440,,,,,,,,,1360,,,,2170.8,,29088.85,,,,,
"530","14016",25987.5,1476.62,,2517.5,,,1920,11166.3,,,211.35,,,,,,,,,,20017.5,,17079.12,,726,,,
"531","14017",190.4,254.5,,807.5,,,,,,,,,,,,,,,,,,,,,,,,
"532","14018",22578.6,462.7,,1944.32,,,,5143.17,,,,,,,,,,,,,23760,,10661,,43764.4,,,
"533","14019",,,,273,,,,,,,,,,,,,,,,,,,,,,,,
"534","14020",0,101.92,,,,,,1210.11,,,108.27,,,,56.55,,913.08,,,1985.9,724.51,,209.62,,,,,
"535","14021",,,,,,,,,,,20.17,,,,2385.47,,1082,,,1047.06,2119.2,,,,,,,
"536","14022",,,,,,,,12931.65,,,,,,,18346.63,,,,,6522.88,260.43,,1408.55,,,,,
"537","14023",854.9,33938.13,,4950,,,,,27913.21,61800000,,,,,,,,,,,467.28,,36451.13,,,,,913.36
"538","14024",7150.5,763.1,541.2,,,,,438.67,,,7.44,,,,,,,,,,293.53,,540.08,,180.32,,,
"539","14025",0,,,3456.6,,,,,,,15.41,,,,,,,27.68,,,,,,,,,,
"540","14026",,11168.51,,8198.4,,,,,,,,,,,,,,,,,,,,,,,,
"541","14027",,812.13,,,,,,2819.66,,,116.7,,,,,,,,,,1410.99,,1825.67,,,,,
"542","14028",,,,594.5,,,,,,,,,,,,,,,,,,,,,,,,
"543","14029",22320,,,936.9,,,,,,,36.86,,,,,,,,,,1148.4,,,,25.5,,,
"544","14030",0,,,375,,,,,,,,,,,,,,,,,1515.75,,2212.6,,2817.5,,,
"545","14031",,,,551.25,,,,,,,,,,,,,,,,,,,,,,,,
"546","14032",,1912.45,,2343.2,,,,,,,,,,,,,,,,,,,,,,,,
"547","14033",4925,580.8,,520,,,,415.2,,,107.2,,,,,,,,,,8536.5,,5904,,1950,,,
"548","14034",0,,,,,,,60,,,,,,,,,,,,,,,486,,,,,
"549","14035",0,,,5096.57,,,607.6,,,,530.66,,,,,,,,,,,,4310,,,,,
"550","14036",2483.6,339.2,,293.7,,,,1378.13,,,5.6,70.2,,,,,,,,,,,451.7,,3058.3,,,
"551","14037",352,,,,,,,,,,,,,,,,,,,,64,,1260,,,,,
"552","14038",4944,0,149.8,966,,,,,,,6.92,,,,,,,,,,61.5,,,,,,,
"553","14040",1943.2,,,1976.52,,,,,,,53.43,,,,521.76,,,,,,552,,,,,,,
"554","14041",,,,2723,,,,,,,29.45,,,,,,,,,,,,,,,,,
"555","14042",,,,9036.6,,,,,,,26.46,,,,,,,,,,,,,,,,,
"556","14043",,,,,,,,4309.23,,,,,,,10655.26,,3645.8,,,6332.55,1774.57,,1195.63,,,,,
"557","14044",0,243.36,,6690,,,,,,,,,,,,,,,,,523.5,,,,8160,,,
"558","14045",5538.4,519.88,,445.9,,,,,,,,47,,,12.92,,,6.68,,,,,,,,,,
"559","14046",,,,5520,,,,,,,,,,,,,,,,,,,,,,,,
"560","14047",0,,,5220,,,524.4,,,,,,,,,,,,,,19765.1,,,,8352,,,
"561","14048",130302.69,1089,,2723.1,,,,,,,,,,,,,,,,,750.3,,,,281.4,,,
"562","14049",,,,,,,,,,,112,,,,,,,,,,2372.5,,,600,,,,
"563","14050",0,460.8,,,,,,1961.6,33108,,46.48,,,,,,,,,,2672.2,,2537.9,,,,,955.5
"564","14051",0,,,3060,,,,,,,,,,,,,,,,,1036.8,,,,2100,,,
"565","14052",6564.38,,,84.6,,,,,,,2.85,,,,,,,,,,,,,,,,,
"566","14053",0,,,62090.2,,,,9658.44,,,209.25,,,,,,,,,,2361.6,,,,,,,
"567","14054",2693.2,6,,,,,,809.4,,,3.3,,,,64,,32,,,,156,,43,,,,,
"568","14055",24206,98.01,,936.32,,,,,,,5.85,,,,,,,,,,55.2,,,,45.12,,,
"569","14057",,2761.13,,2923,,,,,,,,,,,,,,,,,,,,,,,,
"570","14058",490.75,837.83,693,8511.05,,,,16624.75,,,5.45,,,,22.48,,,,,,46.2,,,,2808,,,
"571","14059",,3929.9,,10380.7,,,,276,,,,,,,,,,,,,,,,,,,,896.62
"572","14060",0,,,615,,,,,,,211.07,,,,,,,3.65,,,,,,,,,,
"573","14061",0,,,240.6,,,,,,,10.4,,,,,,,,,,,,,,,,,
